#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_Cu            v*n_Cu            mu_Cu            vth_Cu            v_Cu            n_Cu            sec.em.flux_Cu            EnergySrc_Cu            PartSrc_Cu            phi_Cu+           v*n_Cu+           mu_Cu+           vth_Cu+           v_Cu+           n_Cu+           sec.em.flux_Cu+           EnergySrc_Cu+           PartSrc_Cu+           
(36,33)	1.584E+005    68.74         -21.36        2.159E+006    4.462E+006    3.196E-006    1.407E-018    -4.954E+018   6.398E+018    -12.81        1.619E+006    2.839E+006    2.253E+012    0             14.11         1.135E+019    2.51E+019     2.51E+019     0.05043       6776          1.138E+004    2.206E+015    5.02E+018     0             0             7.685E+016    7.685E+016    0             577.2         8.926         8.61E+015     0             0             2.392E+017    3.614E+013    3.614E+013    0.2001        5774          3.458E+004    1.045E+009    3.614E+012    0             0             
(37,33)	1.925E+005    83.29         -21.6         2.244E+006    5.28E+006     4.454E-006    1.52E-018     -7.889E+018   9.711E+018    -12.96        1.683E+006    3.336E+006    2.911E+012    0             21.98         1.76E+019     3.959E+019    3.959E+019    0.04571       7390          1.25E+004     3.168E+015    7.918E+018    0             0             1.281E+017    1.281E+017    0             577.2         8.926         1.435E+016    0             0             3.797E+017    8.411E+013    8.411E+013    0.1809        6341          3.801E+004    2.213E+009    8.411E+012    0             0             
(38,33)	2.271E+005    97.93         -21.86        2.322E+006    6.126E+006    5.874E-006    1.627E-018    -1.16E+019    1.381E+019    -13.12        1.741E+006    3.85E+006     3.588E+012    0             31.83         2.541E+019    5.79E+019     5.79E+019     0.04177       7912          1.344E+004    4.307E+015    1.158E+019    0             0             1.982E+017    1.982E+017    0             577.2         8.926         2.22E+016     0             0             5.599E+017    1.879E+014    1.879E+014    0.159         6573          3.941E+004    4.769E+009    1.879E+013    0             0             
(39,33)	2.607E+005    112.1         -22.11        2.391E+006    6.959E+006    7.443E-006    1.725E-018    -1.606E+019   1.869E+019    -13.26        1.793E+006    4.355E+006    4.292E+012    0             43.63         3.476E+019    7.976E+019    7.976E+019    0.03898       8430          1.438E+004    5.547E+015    1.595E+019    0             0             2.867E+017    2.867E+017    0             577.2         8.926         3.212E+016    0             0             7.753E+017    4.014E+014    4.014E+014    0.1377        6535          3.918E+004    1.025E+010    4.014E+013    0             0             
(40,33)	2.922E+005    125.3         -22.36        2.449E+006    7.757E+006    9.045E-006    1.811E-018    -2.098E+019   2.406E+019    -13.41        1.837E+006    4.838E+006    4.973E+012    0             56.64         4.503E+019    1.04E+020     1.04E+020     0.03676       8873          1.518E+004    6.852E+015    2.08E+019     0             0             3.929E+017    3.929E+017    0             577.2         8.926         4.401E+016    0             0             1.017E+018    8.281E+014    8.281E+014    0.1243        6610          3.963E+004    2.09E+010     8.281E+013    0             0             
(41,33)	3.21E+005     137.2         -22.55        2.501E+006    8.489E+006    1.066E-005    1.887E-018    -2.621E+019   2.971E+019    -13.53        1.876E+006    5.281E+006    5.626E+012    0             70.42         5.592E+019    1.296E+020    1.296E+020    0.03503       9261          1.587E+004    8.164E+015    2.592E+019    0             0             5.128E+017    5.128E+017    0             577.2         8.926         5.746E+016    0             0             1.273E+018    1.613E+015    1.613E+015    0.112         6543          3.923E+004    4.111E+010    1.613E+014    0             0             
(42,33)	3.465E+005    147.8         -22.74        2.544E+006    9.15E+006     1.218E-005    1.953E-018    -3.141E+019   3.531E+019    -13.64        1.908E+006    5.681E+006    6.216E+012    0             84.1          6.672E+019    1.551E+020    1.551E+020    0.03365       9584          1.645E+004    9.426E+015    3.101E+019    0             0             6.421E+017    6.421E+017    0             577.2         8.926         7.194E+016    0             0             1.53E+018     2.942E+015    2.942E+015    0.1034        6521          3.909E+004    7.526E+010    2.942E+014    0             0             
(43,33)	3.687E+005    156.9         -22.89        2.579E+006    9.728E+006    1.356E-005    2.008E-018    -3.632E+019   4.06E+019     -13.73        1.935E+006    6.03E+006     6.733E+012    0             97.04         7.692E+019    1.792E+020    1.792E+020    0.03245       9820          1.687E+004    1.062E+016    3.584E+019    0             0             7.742E+017    7.742E+017    0             577.2         8.926         8.674E+016    0             0             1.776E+018    4.994E+015    4.994E+015    0.09866       6618          3.968E+004    1.259E+011    4.994E+014    0             0             
(44,33)	3.87E+005     164.5         -23.01        2.608E+006    1.021E+007    1.48E-005     2.052E-018    -4.085E+019   4.549E+019    -13.81        1.956E+006    6.321E+006    7.197E+012    0             109           8.634E+019    2.012E+020    2.012E+020    0.03173       1.007E+004    1.731E+004    1.162E+016    4.025E+019    0             0             9.033E+017    9.033E+017    0             577.2         8.926         1.012E+017    0             0             2.003E+018    7.813E+015    7.813E+015    0.09472       6670          3.999E+004    1.954E+011    7.813E+014    0             0             
(45,33)	4.011E+005    170.3         -23.09        2.629E+006    1.058E+007    1.579E-005    2.086E-018    -4.452E+019   4.944E+019    -13.86        1.972E+006    6.544E+006    7.555E+012    0             118.6         9.395E+019    2.192E+020    2.192E+020    0.03118       1.024E+004    1.763E+004    1.244E+016    4.384E+019    0             0             1.019E+018    1.019E+018    0             577.2         8.926         1.142E+017    0             0             2.189E+018    1.121E+016    1.121E+016    0.09169       6692          4.012E+004    2.793E+011    1.121E+015    0             0             
(46,33)	4.1E+005      173.9         -23.15        2.643E+006    1.081E+007    1.647E-005    2.108E-018    -4.705E+019   5.216E+019    -13.89        1.982E+006    6.686E+006    7.802E+012    0             125.3         9.921E+019    2.315E+020    2.315E+020    0.03082       1.034E+004    1.781E+004    1.3E+016      4.63E+019     0             0             1.111E+018    1.111E+018    0             577.2         8.926         1.245E+017    0             0             2.32E+018     1.461E+016    1.461E+016    0.08976       6696          4.015E+004    3.638E+011    1.461E+015    0             0             
(47,33)	4.121E+005    174.8         -23.16        2.647E+006    1.087E+007    1.669E-005    2.115E-018    -4.78E+019    5.298E+019    -13.9         1.985E+006    6.721E+006    7.884E+012    0             127.3         1.008E+020    2.35E+020     2.35E+020     0.03073       1.037E+004    1.785E+004    1.317E+016    4.7E+019      0             0             1.164E+018    1.164E+018    0             577.2         8.926         1.304E+017    0             0             2.363E+018    1.715E+016    1.715E+016    0.08926       6694          4.014E+004    4.274E+011    1.715E+015    0             0             
(48,33)	4.064E+005    172.4         -23.14        2.64E+006     1.072E+007    1.632E-005    2.103E-018    -4.629E+019   5.138E+019    -13.88        1.98E+006     6.631E+006    7.749E+012    0             123.4         9.768E+019    2.273E+020    2.273E+020    0.03095       1.03E+004     1.772E+004    1.283E+016    4.546E+019    0             0             1.164E+018    1.164E+018    0             577.2         8.926         1.304E+017    0             0             2.291E+018    1.805E+016    1.805E+016    0.09044       6687          4.01E+004     4.501E+011    1.805E+015    0             0             
(49,33)	3.94E+005     167.3         -23.07        2.623E+006    1.04E+007     1.539E-005    2.077E-018    -4.284E+019   4.765E+019    -13.84        1.967E+006    6.438E+006    7.402E+012    0             114.2         9.049E+019    2.1E+020      2.1E+020      0.03142       1.014E+004    1.745E+004    1.203E+016    4.2E+019      0             0             1.111E+018    1.111E+018    0             577.2         8.926         1.245E+017    0             0             2.119E+018    1.703E+016    1.703E+016    0.09301       6668          3.998E+004    4.259E+011    1.703E+015    0             0             
(50,33)	3.812E+005    162.1         -22.99        2.603E+006    1.007E+007    1.411E-005    2.045E-018    -3.861E+019   4.299E+019    -13.79        1.952E+006    6.234E+006    6.896E+012    0             103           8.16E+019     1.889E+020    1.889E+020    0.03191       9975          1.715E+004    1.101E+016    3.777E+019    0             0             1.019E+018    1.019E+018    0             577.2         8.926         1.142E+017    0             0             1.906E+018    1.468E+016    1.468E+016    0.09569       6638          3.98E+004     3.688E+011    1.468E+015    0             0             
(51,33)	3.865E+005    164.3         -23           2.606E+006    1.019E+007    1.246E-005    2.049E-018    -3.466E+019   3.833E+019    -13.8         1.954E+006    6.31E+006     6.074E+012    0             92.14         7.3E+019      1.691E+020    1.691E+020    0.0317        1.004E+004    1.727E+004    9.79E+015     3.382E+019    0             0             8.926E+017    8.926E+017    0             577.2         8.926         1E+017        0             0             1.705E+018    1.182E+016    1.182E+016    0.09456       6649          3.987E+004    2.966E+011    1.182E+015    0             0             
(52,33)	5.288E+005    254.7         -24.39        2.952E+006    1.437E+007    8.783E-006    2.631E-018    -2.633E+019   2.953E+019    -14.63        2.214E+006    8.845E+006    3.339E+012    0             70.7          5.585E+019    1.315E+020    1.315E+020    0.02725       1.172E+004    2.027E+004    6.488E+015    2.63E+019     0             0             6.558E+017    6.558E+017    0             577.2         8.926         7.347E+016    0             0             1.32E+018     6.694E+015    6.694E+015    0.06806       6550          3.927E+004    1.705E+011    6.694E+014    0             0             
(53,33)	-1.71E+005    153.7         -27.44        4.203E+006    6.793E+006    0.0002009     5.333E-018    1.656E+020    1.66E+020     -16.47        3.153E+006    4.391E+006    3.78E+013     0             0.4636        3.617E+017    9.092E+017    9.092E+017    0.04776       6908          1.162E+004    7.826E+013    1.818E+017    0             0             1.535E+017    1.535E+017    0             577.2         8.926         1.719E+016    0             0             9.08E+015     1.819E+013    1.819E+013    0.19          5915          3.543E+004    5.133E+008    1.819E+012    0             0             
(54,33)	-2.073E+004   12.38         -22.41        2.464E+006    1.696E+006    0.0009441     1.832E-018    6.209E+020    6.212E+020    -13.45        1.848E+006    1.203E+006    5.165E+014    0             0.3529        2.753E+017    6.936E+017    6.936E+017    0.1158        2993          3896          1.78E+014     1.387E+017    0             0             5.76E+016     5.76E+016     0             577.2         8.926         6.453E+015    0             0             6.912E+015    4.559E+012    4.559E+012    0.3472        1426          7908          5.764E+008    4.559E+011    0             0             
(55,33)	-3698         1.903         -21.54        2.226E+006    1.193E+006    0.001308      1.495E-018    7.734E+020    7.736E+020    -12.93        1.669E+006    8.824E+005    8.766E+014    0             0.2499        1.95E+017     4.955E+017    4.955E+017    0.1584        2347          1759          2.817E+014    9.911E+016    0             0             2.343E+016    2.343E+016    0             577.2         8.926         2.625E+015    0             0             4.919E+015    1.852E+012    1.852E+012    0.3472        622.4         1595          1.161E+009    1.852E+011    0             0             
(56,33)	-1396         0.6674        -21.33        2.148E+006    1.104E+006    0.001053      1.393E-018    6.234E+020    6.236E+020    -12.8         1.611E+006    8.235E+005    7.572E+014    0             0.1829        1.427E+017    3.685E+017    3.685E+017    0.1647        2307          1384          2.663E+014    7.369E+016    0             0             9.988E+015    9.988E+015    0             577.2         8.926         1.119E+015    0             0             3.608E+015    7.325E+011    7.325E+011    0.3472        583.9         776.5         9.433E+008    7.325E+010    0             0             
(57,33)	-1692         0.7299        -21.25        2.116E+006    1.094E+006    0.0007244     1.351E-018    4.376E+020    4.377E+020    -12.75        1.587E+006    8.149E+005    5.37E+014     0             0.1065        8.307E+016    2.127E+017    2.127E+017    0.1642        2311          1433          1.484E+014    4.254E+016    0             0             4.366E+015    4.366E+015    0             577.2         8.926         4.892E+014    0             0             2.093E+015    2.177E+011    2.177E+011    0.3472        586.9         880.7         2.472E+008    2.177E+010    0             0             
(58,33)	-2178         0.9203        -21.22        2.103E+006    1.098E+006    0.000475      1.335E-018    2.909E+020    2.909E+020    -12.73        1.577E+006    8.164E+005    3.564E+014    0             0.06214       4.848E+016    1.233E+017    1.233E+017    0.1624        2317          1512          8.156E+013    2.466E+016    0             0             2.013E+015    2.013E+015    0             577.2         8.926         2.256E+014    0             0             1.219E+015    6.234E+010    6.234E+010    0.3472        593.3         1053          5.923E+007    6.234E+009    0             0             
(59,33)	-2407         1.027         -21.22        2.101E+006    1.102E+006    0.000309      1.333E-018    1.9E+020      1.901E+020    -12.73        1.576E+006    8.186E+005    2.322E+014    0             0.03923       3.061E+016    7.758E+016    7.758E+016    0.1616        2321          1550          5.006E+013    1.552E+016    0             0             1.019E+015    1.019E+015    0             577.2         8.926         1.141E+014    0             0             7.682E+014    2.017E+010    2.017E+010    0.3472        596.8         1134          1.778E+007    2.017E+009    0             0             
(60,33)	-2432         1.051         -21.23        2.106E+006    1.105E+006    0.0002039     1.339E-018    1.252E+020    1.252E+020    -12.74        1.579E+006    8.207E+005    1.525E+014    0             0.02642       2.061E+016    5.217E+016    5.217E+016    0.1616        2321          1554          3.358E+013    1.043E+016    0             0             5.784E+014    5.784E+014    0             577.2         8.926         6.48E+013     0             0             5.17E+014     7.645E+009    7.645E+009    0.3472        597.2         1143          6.689E+006    7.645E+008    0             0             
(61,33)	-2350         1.026         -21.25        2.115E+006    1.107E+006    0.0001409     1.35E-018     8.6E+019      8.602E+019    -12.75        1.586E+006    8.23E+005     1.045E+014    0             0.01928       1.504E+016    3.802E+016    3.802E+016    0.1619        2320          1540          2.469E+013    7.605E+015    0             0             3.73E+014     3.73E+014     0             577.2         8.926         4.178E+013    0             0             3.772E+014    3.488E+009    3.488E+009    0.3472        595.8         1114          3.132E+006    3.488E+008    0             0             
(62,33)	-2248         0.9882        -21.27        2.124E+006    1.11E+006     0.0001076     1.362E-018    6.529E+019    6.531E+019    -12.76        1.593E+006    8.252E+005    7.914E+013    0             0.01565       1.221E+016    3.09E+016     3.09E+016     0.1622        2318          1524          2.028E+013    6.179E+015    0             0             2.789E+014    2.789E+014    0             577.2         8.926         3.124E+013    0             0             3.063E+014    2.036E+009    2.036E+009    0.3472        594.3         1078          1.89E+006     2.036E+008    0             0             
(63,33)	-2203         0.9706        -21.28        2.128E+006    1.111E+006    9.725E-005    1.367E-018    5.884E+019    5.886E+019    -12.77        1.596E+006    8.262E+005    7.123E+013    0             0.01454       1.134E+016    2.87E+016     2.87E+016     0.1623        2318          1516          1.893E+013    5.74E+015     0             0             2.512E+014    2.512E+014    0             577.2         8.926         2.814E+013    0             0             2.845E+014    1.673E+009    1.673E+009    0.3472        593.6         1062          1.576E+006    1.673E+008    0             0             


#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_Cu            v*n_Cu            mu_Cu            vth_Cu            v_Cu            n_Cu            sec.em.flux_Cu            EnergySrc_Cu            PartSrc_Cu            phi_Cu+           v*n_Cu+           mu_Cu+           vth_Cu+           v_Cu+           n_Cu+           sec.em.flux_Cu+           EnergySrc_Cu+           PartSrc_Cu+           
(1,33)	1009          0.435         -21.44        1.528E+006    7.854E+005    1.591E-008    7.043E-019    1.222E+015    1.322E+016    -12.86        1.146E+006    5.858E+005    2.257E+010    0             0.01294       1.2E+016      6.155E+015    6.155E+015    0.1663        2304          1320          4.664E+012    1.231E+015    0             0             5.332E+013    5.332E+013    0             577.2         8.926         5.973E+012    0             0             6.162E+013    1.16E+008     1.16E+008     0.3472        580.7         640.6         1.812E+005    1.16E+007     0             0             
(2,33)	1010          0.4354        -21.44        1.528E+006    7.854E+005    1.591E-008    7.043E-019    1.222E+015    1.323E+016    -12.86        1.146E+006    5.858E+005    2.258E+010    0             0.01294       1.201E+016    6.159E+015    6.159E+015    0.1663        2304          1320          4.666E+012    1.232E+015    0             0             5.334E+013    5.334E+013    0             577.2         8.926         5.975E+012    0             0             6.165E+013    1.161E+008    1.161E+008    0.3472        580.7         640.9         1.812E+005    1.161E+007    0             0             
(3,33)	1012          0.4364        -21.43        1.528E+006    7.855E+005    1.593E-008    7.044E-019    1.222E+015    1.324E+016    -12.86        1.146E+006    5.859E+005    2.261E+010    0             0.01296       1.202E+016    6.169E+015    6.169E+015    0.1663        2304          1320          4.673E+012    1.234E+015    0             0             5.339E+013    5.339E+013    0             577.2         8.926         5.981E+012    0             0             6.175E+013    1.164E+008    1.164E+008    0.3472        580.7         641.7         1.814E+005    1.164E+007    0             0             
(4,33)	1016          0.4383        -21.43        1.528E+006    7.857E+005    1.597E-008    7.046E-019    1.223E+015    1.328E+016    -12.86        1.146E+006    5.86E+005     2.265E+010    0             0.01299       1.205E+016    6.187E+015    6.187E+015    0.1662        2304          1321          4.684E+012    1.237E+015    0             0             5.348E+013    5.348E+013    0             577.2         8.926         5.992E+012    0             0             6.193E+013    1.168E+008    1.168E+008    0.3472        580.7         643.2         1.817E+005    1.168E+007    0             0             
(5,33)	1023          0.4411        -21.43        1.528E+006    7.859E+005    1.602E-008    7.047E-019    1.226E+015    1.332E+016    -12.86        1.146E+006    5.862E+005    2.273E+010    0             0.01304       1.21E+016     6.214E+015    6.214E+015    0.1662        2304          1322          4.7E+012      1.243E+015    0             0             5.362E+013    5.362E+013    0             577.2         8.926         6.007E+012    0             0             6.219E+013    1.175E+008    1.175E+008    0.3472        580.8         645.4         1.821E+005    1.175E+007    0             0             
(6,33)	1032          0.445         -21.43        1.528E+006    7.862E+005    1.61E-008     7.048E-019    1.231E+015    1.339E+016    -12.86        1.146E+006    5.863E+005    2.283E+010    0             0.0131        1.215E+016    6.251E+015    6.251E+015    0.1662        2304          1323          4.723E+012    1.25E+015     0             0             5.38E+013     5.38E+013     0             577.2         8.926         6.028E+012    0             0             6.256E+013    1.185E+008    1.185E+008    0.3472        580.8         648.6         1.827E+005    1.185E+007    0             0             
(7,33)	1044          0.4505        -21.43        1.528E+006    7.865E+005    1.62E-008     7.049E-019    1.239E+015    1.347E+016    -12.86        1.146E+006    5.865E+005    2.297E+010    0             0.01319       1.223E+016    6.302E+015    6.302E+015    0.1661        2304          1325          4.754E+012    1.26E+015     0             0             5.405E+013    5.405E+013    0             577.2         8.926         6.055E+012    0             0             6.305E+013    1.198E+008    1.198E+008    0.3472        580.9         652.9         1.834E+005    1.198E+007    0             0             
(8,33)	1061          0.458         -21.43        1.528E+006    7.868E+005    1.634E-008    7.049E-019    1.252E+015    1.359E+016    -12.86        1.146E+006    5.867E+005    2.317E+010    0             0.01331       1.234E+016    6.371E+015    6.371E+015    0.166         2304          1328          4.796E+012    1.274E+015    0             0             5.437E+013    5.437E+013    0             577.2         8.926         6.091E+012    0             0             6.373E+013    1.215E+008    1.215E+008    0.3472        581.1         658.9         1.844E+005    1.215E+007    0             0             
(9,33)	1085          0.4684        -21.43        1.528E+006    7.873E+005    1.652E-008    7.048E-019    1.272E+015    1.375E+016    -12.86        1.146E+006    5.87E+005     2.343E+010    0             0.01346       1.248E+016    6.464E+015    6.464E+015    0.1659        2304          1332          4.852E+012    1.293E+015    0             0             5.48E+013     5.48E+013     0             577.2         8.926         6.139E+012    0             0             6.464E+013    1.239E+008    1.239E+008    0.3472        581.2         667.3         1.857E+005    1.239E+007    0             0             
(10,33)	1118          0.4829        -21.43        1.528E+006    7.879E+005    1.677E-008    7.046E-019    1.3E+015      1.397E+016    -12.86        1.146E+006    5.874E+005    2.379E+010    0             0.01367       1.267E+016    6.593E+015    6.593E+015    0.1658        2305          1338          4.929E+012    1.319E+015    0             0             5.536E+013    5.536E+013    0             577.2         8.926         6.203E+012    0             0             6.59E+013     1.273E+008    1.273E+008    0.3472        581.5         678.8         1.875E+005    1.273E+007    0             0             
(11,33)	1164          0.5032        -21.43        1.528E+006    7.889E+005    1.712E-008    7.046E-019    1.338E+015    1.428E+016    -12.86        1.146E+006    5.879E+005    2.428E+010    0             0.01396       1.294E+016    6.773E+015    6.773E+015    0.1655        2305          1345          5.035E+012    1.355E+015    0             0             5.613E+013    5.613E+013    0             577.2         8.926         6.288E+012    0             0             6.764E+013    1.32E+008     1.32E+008     0.3472        581.8         695           1.898E+005    1.32E+007     0             0             
(12,33)	1229          0.5319        -21.43        1.528E+006    7.904E+005    1.761E-008    7.049E-019    1.387E+015    1.47E+016     -12.86        1.146E+006    5.889E+005    2.496E+010    0             0.01437       1.331E+016    7.028E+015    7.028E+015    0.1652        2306          1356          5.183E+012    1.406E+015    0             0             5.718E+013    5.718E+013    0             577.2         8.926         6.406E+012    0             0             7.011E+013    1.386E+008    1.386E+008    0.3472        582.4         718           1.93E+005     1.386E+007    0             0             
(13,33)	1322          0.5727        -21.43        1.529E+006    7.931E+005    1.831E-008    7.061E-019    1.448E+015    1.53E+016     -12.86        1.147E+006    5.906E+005    2.591E+010    0             0.01496       1.385E+016    7.393E+015    7.393E+015    0.1648        2307          1371          5.392E+012    1.479E+015    0             0             5.864E+013    5.864E+013    0             577.2         8.926         6.569E+012    0             0             7.365E+013    1.481E+008    1.481E+008    0.3472        583.2         750.7         1.973E+005    1.481E+007    0             0             
(14,33)	1455          0.6312        -21.42        1.533E+006    7.977E+005    1.939E-008    7.093E-019    1.504E+015    1.621E+016    -12.85        1.15E+006     5.936E+005    2.73E+010     0             0.01589       1.47E+016     7.943E+015    7.943E+015    0.1647        2308          1394          5.7E+012      1.589E+015    0             0             6.074E+013    6.074E+013    0             577.2         8.926         6.805E+012    0             0             7.893E+013    1.62E+008     1.62E+008     0.3472        584.4         797.5         2.031E+005    1.62E+007     0             0             
(15,33)	1646          0.7154        -21.4         1.54E+006     8.053E+005    2.101E-008    7.159E-019    1.533E+015    1.754E+016    -12.84        1.155E+006    5.987E+005    2.93E+010     0             0.01731       1.601E+016    8.777E+015    8.777E+015    0.1647        2310          1426          6.154E+012    1.755E+015    0             0             6.386E+013    6.386E+013    0             577.2         8.926         7.155E+012    0             0             8.696E+013    1.825E+008    1.825E+008    0.3472        586.4         864.8         2.11E+005     1.825E+007    0             0             
(16,33)	1922          0.8367        -21.37        1.552E+006    8.17E+005     2.321E-008    7.269E-019    1.51E+015     1.933E+016    -12.82        1.164E+006    6.066E+005    3.187E+010    0             0.01929       1.782E+016    9.994E+015    9.994E+015    0.1636        2314          1471          6.793E+012    1.999E+015    0             0             6.843E+013    6.843E+013    0             577.2         8.926         7.667E+012    0             0             9.872E+013    2.131E+008    2.131E+008    0.3472        589.7         962.1         2.215E+005    2.131E+007    0             0             
(17,33)	2320          1.012         -21.32        1.569E+006    8.34E+005     2.631E-008    7.431E-019    1.36E+015     2.182E+016    -12.79        1.177E+006    6.181E+005    3.53E+010     0             0.02218       2.046E+016    1.183E+016    1.183E+016    0.1622        2319          1536          7.703E+012    2.366E+015    0             0             7.518E+013    7.518E+013    0             577.2         8.926         8.423E+012    0             0             1.164E+014    2.59E+008     2.59E+008     0.3472        595.4         1103          2.348E+005    2.59E+007     0             0             
(18,33)	2894          1.265         -21.26        1.591E+006    8.57E+005     3.068E-008    7.64E-019     9.539E+014    2.536E+016    -12.75        1.193E+006    6.335E+005    4.003E+010    0             0.02651       2.441E+016    1.469E+016    1.469E+016    0.1608        2330          1630          9.01E+012     2.938E+015    0             0             8.545E+013    8.545E+013    0             577.2         8.926         9.573E+012    0             0             1.438E+014    3.276E+008    3.276E+008    0.3472        605.3         1308          2.506E+005    3.276E+007    0             0             
(19,33)	3726          1.632         -21.2         1.615E+006    8.864E+005    3.639E-008    7.871E-019    1.261E+014    3.01E+016     -12.72        1.211E+006    6.529E+005    4.61E+010     0             0.03266       2.997E+016    1.908E+016    1.908E+016    0.1589        2348          1766          1.08E+013     3.816E+015    0             0             1.012E+014    1.012E+014    0             577.2         8.926         1.134E+013    0             0             1.861E+014    4.285E+008    4.285E+008    0.3472        623           1605          2.67E+005     4.285E+007    0             0             
(20,33)	4928          2.163         -21.15        1.637E+006    9.229E+005    4.286E-008    8.092E-019    -1.263E+015   3.574E+016    -12.69        1.228E+006    6.765E+005    5.283E+010    0             0.04051       3.7E+016      2.547E+016    2.547E+016    0.1556        2380          1957          1.302E+013    5.094E+015    0             0             1.245E+014    1.245E+014    0             577.2         8.926         1.395E+013    0             0             2.478E+014    5.761E+008    5.761E+008    0.3472        655.2         2038          2.826E+005    5.761E+007    0             0             
(21,33)	6666          2.931         -21.11        1.657E+006    9.694E+005    4.92E-008     8.291E-019    -3.321E+015   4.18E+016     -12.67        1.243E+006    7.059E+005    5.921E+010    0             0.04974       4.512E+016    3.435E+016    3.435E+016    0.1505        2435          2220          1.547E+013    6.87E+015     0             0             1.579E+014    1.579E+014    0             577.2         8.926         1.769E+013    0             0             3.342E+014    9.425E+008    9.425E+008    0.3472        713.5         2671          3.529E+005    9.425E+007    0             0             
(22,33)	9175          4.04          -21.07        1.677E+006    1.032E+006    5.414E-008    8.486E-019    -6.001E+015   4.74E+016     -12.64        1.258E+006    7.448E+005    6.364E+010    0             0.05942       5.34E+016     4.593E+016    4.593E+016    0.1432        2528          2578          1.782E+013    9.185E+015    0             0             2.034E+014    2.034E+014    0             577.2         8.926         2.279E+013    0             0             4.475E+014    4.56E+009     4.56E+009     0.3472        816.5         3594          1.269E+006    4.56E+008     0             0             
(23,33)	1.279E+004    5.639         -21.02        1.701E+006    1.119E+006    5.686E-008    8.733E-019    -9.106E+015   5.186E+016    -12.61        1.276E+006    7.993E+005    6.489E+010    0             0.06863       6.097E+016    6.007E+016    6.007E+016    0.1336        2674          3047          1.972E+013    1.201E+016    0             0             2.624E+014    2.624E+014    0             577.2         8.926         2.94E+013     0             0             5.869E+014    3.632E+010    3.632E+010    0.3472        990.6         4937          7.357E+006    3.632E+009    0             0             
(24,33)	1.799E+004    7.937         -20.98        1.74E+006     1.248E+006    5.852E-008    9.141E-019    -1.238E+016   5.594E+016    -12.59        1.305E+006    8.791E+005    6.364E+010    0             0.07797       6.833E+016    7.765E+016    7.765E+016    0.1223        2894          3648          2.129E+013    1.553E+016    0             0             3.378E+014    3.378E+014    0             577.2         8.926         3.785E+013    0             0             7.576E+014    1.69E+011     1.69E+011     0.3472        1271          6882          2.455E+007    1.69E+010     0             0             
(25,33)	2.543E+004    11.22         -20.94        1.808E+006    1.436E+006    6.825E-008    9.866E-019    -1.775E+016   6.843E+016    -12.56        1.356E+006    9.974E+005    6.861E+010    0             0.09978       8.618E+016    1.154E+017    1.154E+017    0.1101        3206          4402          2.622E+013    2.309E+016    0             0             4.643E+014    4.643E+014    0             577.2         8.926         5.201E+013    0             0             1.093E+015    4.427E+011    4.427E+011    0.3472        1701          9679          4.574E+007    4.427E+010    0             0             
(26,33)	3.595E+004    15.86         -20.94        1.869E+006    1.687E+006    1.221E-007    1.055E-018    -4.514E+016   1.33E+017     -12.56        1.402E+006    1.153E+006    1.154E+011    0             0.2096        1.782E+017    2.879E+017    2.879E+017    0.09735       3618          5309          5.422E+013    5.757E+016    0             0             8.811E+014    8.811E+014    0             577.2         8.926         9.871E+013    0             0             2.572E+015    8.682E+011    8.682E+011    0.3472        2335          1.365E+004    6.361E+007    8.682E+010    0             0             
(27,33)	5.047E+004    22.21         -20.95        1.891E+006    2.003E+006    2.94E-007     1.079E-018    -1.68E+017    3.651E+017    -12.57        1.418E+006    1.343E+006    2.718E+011    0             0.6371        5.331E+017    9.749E+017    9.749E+017    0.08468       4113          6331          1.54E+014     1.95E+017     0             0             2.499E+015    2.499E+015    0             577.2         8.926         2.8E+014      0             0             8.689E+015    1.624E+012    1.624E+012    0.3472        3228          1.914E+004    8.485E+007    1.624E+011    0             0             
(28,33)	6.961E+004    30.54         -20.96        1.926E+006    2.422E+006    6.57E-007     1.119E-018    -5.254E+017   9.332E+017    -12.58        1.444E+006    1.598E+006    5.842E+011    0             1.767         1.459E+018    2.87E+018     2.87E+018     0.07359       4690          7468          3.843E+014    5.74E+017     0             0             7.351E+015    7.351E+015    0             577.2         8.926         8.236E+014    0             0             2.611E+016    3.009E+012    3.009E+012    0.3022        3857          2.297E+004    1.31E+008     3.009E+011    0             0             
