#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_Cu            v*n_Cu            mu_Cu            vth_Cu            v_Cu            n_Cu            sec.em.flux_Cu            EnergySrc_Cu            PartSrc_Cu            phi_Cu+           v*n_Cu+           mu_Cu+           vth_Cu+           v_Cu+           n_Cu+           sec.em.flux_Cu+           EnergySrc_Cu+           PartSrc_Cu+           
(47,33)	8.068E+005    329.2         -25.05        3.112E+006    2.176E+007    6.027E-005    2.922E-018    -2.537E+020   2.741E+020    -15.03        2.334E+006    1.329E+007    2.062E+013    0             670.6         5.278E+020    1.258E+021    1.258E+021    0.02212       1.442E+004    2.506E+004    5.019E+016    2.515E+020    0             0             1.855E+019    1.855E+019    0             577.2         8.926         2.079E+018    0             0             2.791E+019    8.864E+018    8.864E+018    0.0445        6534          3.917E+004    2.263E+014    8.864E+017    0             0             
(48,33)	7.858E+005    321.5         -24.98        3.09E+006     2.117E+007    5.699E-005    2.881E-018    -2.366E+020   2.558E+020    -14.99        2.317E+006    1.293E+007    1.978E+013    0             625.6         4.924E+020    1.173E+021    1.173E+021    0.02251       1.43E+004     2.483E+004    4.722E+016    2.345E+020    0             0             1.706E+019    1.706E+019    0             577.2         8.926         1.912E+018    0             0             2.536E+019    7.878E+018    7.878E+018    0.04628       6617          3.967E+004    1.986E+014    7.878E+017    0             0             
(49,33)	7.607E+005    312.1         -24.88        3.063E+006    2.046E+007    5.317E-005    2.832E-018    -2.17E+020    2.348E+020    -14.93        2.297E+006    1.25E+007     1.877E+013    0             573.8         4.518E+020    1.075E+021    1.075E+021    0.02297       1.413E+004    2.454E+004    4.38E+016     2.15E+020     0             0             1.545E+019    1.545E+019    0             577.2         8.926         1.731E+018    0             0             2.261E+019    6.854E+018    6.854E+018    0.0484        6699          4.017E+004    1.706E+014    6.854E+017    0             0             
(50,33)	7.367E+005    303.1         -24.79        3.038E+006    1.978E+007    4.942E-005    2.786E-018    -1.983E+020   2.146E+020    -14.87        2.279E+006    1.21E+007     1.774E+013    0             524.2         4.128E+020    9.811E+020    9.811E+020    0.02341       1.395E+004    2.422E+004    4.051E+016    1.962E+020    0             0             1.384E+019    1.384E+019    0             577.2         8.926         1.551E+018    0             0             2.002E+019    5.904E+018    5.904E+018    0.05044       6760          4.053E+004    1.457E+014    5.904E+017    0             0             
(51,33)	7.318E+005    301.1         -24.77        3.033E+006    1.964E+007    4.702E-005    2.776E-018    -1.881E+020   2.035E+020    -14.86        2.274E+006    1.201E+007    1.694E+013    0             497.2         3.916E+020    9.306E+020    9.306E+020    0.0235        1.391E+004    2.415E+004    3.853E+016    1.861E+020    0             0             1.243E+019    1.243E+019    0             577.2         8.926         1.392E+018    0             0             1.841E+019    5.263E+018    5.263E+018    0.05085       6770          4.059E+004    1.297E+014    5.263E+017    0             0             
(52,33)	8.627E+005    365.1         -25.25        3.174E+006    2.337E+007    5.003E-005    3.041E-018    -2.177E+020   2.346E+020    -15.15        2.381E+006    1.426E+007    1.645E+013    0             574.9         4.523E+020    1.081E+021    1.081E+021    0.02141       1.491E+004    2.592E+004    4.17E+016     2.162E+020    0             0             1.13E+019     1.13E+019     0             577.2         8.926         1.266E+018    0             0             2.055E+019    5.627E+018    5.627E+018    0.04121       6470          3.879E+004    1.451E+014    5.627E+017    0             0             
(53,33)	-7.011E+004   129           -21.79        2.304E+006    2.68E+006     0.00617       1.603E-018    6.855E+021    6.856E+021    -13.08        1.728E+006    1.781E+006    3.85E+015     0             1.506         1.175E+018    2.866E+018    2.866E+018    0.07257       4666          7422          3.862E+014    5.732E+017    0             0             3.423E+018    3.423E+018    0             577.2         8.926         3.835E+017    0             0             2.78E+017     1.441E+017    1.441E+017    0.2973        3823          2.276E+004    6.332E+012    1.441E+016    0             0             
(54,33)	-1329         4.267         -20.93        1.818E+006    9.366E+005    0.02208       9.97E-019     1.546E+022    1.546E+022    -12.56        1.363E+006    6.983E+005    2.214E+016    0             2.119         1.653E+018    4.125E+018    4.125E+018    0.1647        2307          1372          3.006E+015    8.25E+017     0             0             1.678E+018    1.678E+018    0             577.2         8.926         1.88E+017     0             0             6.624E+016    1.445E+016    1.445E+016    0.3472        583.2         753.1         1.918E+013    1.445E+015    0             0             
(55,33)	4429          1.626         -21.05        1.685E+006    9.356E+005    0.01535       8.567E-019    1.226E+022    1.232E+022    -12.63        1.264E+006    6.877E+005    1.791E+016    0             62.52         5.731E+019    3.653E+019    3.653E+019    0.1566        2366          1876          1.947E+016    7.305E+018    0             0             1.191E+018    1.191E+018    0             577.2         8.926         1.334E+017    0             0             6.816E+017    1.829E+017    1.829E+017    0.3472        641           1858          9.843E+013    1.829E+016    0             0             
(56,33)	5620          2.001         -21.23        1.599E+006    9.189E+005    0.01024       7.719E-019    8.858E+021    8.908E+021    -12.74        1.199E+006    6.713E+005    1.327E+016    0             55.22         5.02E+019     3.642E+019    3.642E+019    0.1531        2400          2061          1.767E+016    7.283E+018    0             0             8.831E+017    8.831E+017    0             577.2         8.926         9.894E+016    0             0             6.693E+017    1.764E+017    1.764E+017    0.3472        677           2290          7.704E+013    1.764E+016    0             0             
(57,33)	5813          2.068         -21.41        1.536E+006    8.925E+005    0.006926      7.122E-019    6.291E+021    6.328E+021    -12.85        1.152E+006    6.507E+005    9.725E+015    0             41.88         3.794E+019    2.887E+019    2.887E+019    0.1525        2406          2090          1.382E+016    5.773E+018    0             0             6.611E+017    6.611E+017    0             577.2         8.926         7.406E+016    0             0             5.303E+017    1.397E+017    1.397E+017    0.3472        683.4         2360          5.918E+013    1.397E+016    0             0             
(58,33)	5644          2.011         -21.6         1.485E+006    8.645E+005    0.004745      6.658E-019    4.463E+021    4.491E+021    -12.96        1.114E+006    6.301E+005    7.127E+015    0             30.36         2.747E+019    2.13E+019     2.13E+019     0.153         2401          2064          1.032E+016    4.259E+018    0             0             4.983E+017    4.983E+017    0             577.2         8.926         5.582E+016    0             0             3.906E+017    1.027E+017    1.027E+017    0.3472        677.7         2298          4.468E+013    1.027E+016    0             0             
(59,33)	5333          1.903         -21.79        1.442E+006    8.371E+005    0.003304      6.274E-019    3.195E+021    3.214E+021    -13.07        1.081E+006    6.104E+005    5.266E+015    0             21.72         1.965E+019    1.534E+019    1.534E+019    0.154         2391          2017          7.604E+015    3.067E+018    0             0             3.82E+017     3.82E+017     0             577.2         8.926         4.279E+016    0             0             2.84E+017     7.551E+016    7.551E+016    0.3472        667.7         2185          3.455E+013    7.551E+015    0             0             
(60,33)	4985          1.784         -21.98        1.403E+006    8.113E+005    0.002357      5.944E-019    2.334E+021    2.348E+021    -13.19        1.053E+006    5.92E+005     3.966E+015    0             15.72         1.422E+019    1.111E+019    1.111E+019    0.1551        2381          1964          5.659E+015    2.222E+018    0             0             3.014E+017    3.014E+017    0             577.2         8.926         3.377E+016    0             0             2.093E+017    5.677E+016    5.677E+016    0.3472        657           2059          2.757E+013    5.677E+015    0             0             
(61,33)	4670          1.674         -22.17        1.37E+006     7.887E+005    0.001762      5.669E-019    1.78E+021     1.791E+021    -13.3         1.028E+006    5.76E+005     3.109E+015    0             11.82         1.069E+019    8.367E+018    8.367E+018    0.1559        2372          1914          4.371E+015    1.673E+018    0             0             2.493E+017    2.493E+017    0             577.2         8.926         2.793E+016    0             0             1.619E+017    4.521E+016    4.521E+016    0.3472        647.7         1945          2.324E+013    4.521E+015    0             0             
(62,33)	4446          1.597         -22.3         1.347E+006    7.724E+005    0.001434      5.473E-019    1.47E+021     1.479E+021    -13.38        1.01E+006     5.644E+005    2.62E+015     0             9.66          8.735E+018    6.842E+018    6.842E+018    0.1565        2366          1879          3.642E+015    1.368E+018    0             0             2.204E+017    2.204E+017    0             577.2         8.926         2.469E+016    0             0             1.367E+017    3.95E+016     3.95E+016     0.3472        641.5         1864          2.118E+013    3.95E+015     0             0             
(63,33)	4364          1.568         -22.35        1.338E+006    7.663E+005    0.001329      5.4E-019      1.37E+021     1.379E+021    -13.41        1.003E+006    5.601E+005    2.461E+015    0             8.967         8.107E+018    6.354E+018    6.354E+018    0.1567        2364          1866          3.405E+015    1.271E+018    0             0             2.112E+017    2.112E+017    0             577.2         8.926         2.366E+016    0             0             1.292E+017    3.794E+016    3.794E+016    0.3472        639.2         1835          2.068E+013    3.794E+015    0             0             


