#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_He2+          v*n_He2+          mu_He2+          vth_He2+          v_He2+          n_He2+          sec.em.flux_He2+          EnergySrc_He2+          PartSrc_He2+          phi_He*           v*n_He*           mu_He*           vth_He*           v_He*           n_He*           sec.em.flux_He*           EnergySrc_He*           PartSrc_He*           phi_e*            v*n_e*            mu_e*            vth_e*            v_e*            n_e*            sec.em.flux_e*            EnergySrc_e*            PartSrc_e*            
(29,45)	4.389E+005    15.89         -0.5512       1.617E+006    1.05E+006     0.000952      7.893E-019    9.429E+019    9.068E+020    -0.3307       1.213E+006    7.516E+005    1.207E+015    0             808.2         8.125E+020    2.239E+020    2.239E+020    0.003525      1766          2430          9.213E+016    4.478E+019    0             0             3.74E+020     3.74E+020     0.007556      2007          4320          8.657E+016    7.48E+019     0             0             4.293E+019    4.293E+019    0             1263          631.6         6.796E+016    0             0             0             5.003E+020    5.003E+020    -0.3417       2.3E+006      1.3E+006      3.849E+014    5.003E+019    0             0             
(30,25)	6.176E+005    23.22         -0.5462       1.699E+006    1.187E+006    0.002061      8.716E-019    4.669E+020    1.987E+021    -0.3277       1.274E+006    8.397E+005    2.366E+015    0             1544          1.52E+021     7.949E+020    7.949E+020    0.00324       2036          3019          2.633E+017    1.59E+020     0             0             5.541E+020    5.541E+020    0.0066        2384          5268          1.052E+017    1.108E+020    0             0             2.242E+020    2.242E+020    0             1263          631.6         3.549E+017    0             0             0             8.88E+020     8.88E+020     -0.3417       2.3E+006      1.361E+006    6.525E+014    8.88E+019     0             0             
(30,45)	4.49E+005     16.24         -0.5512       1.617E+006    1.056E+006    0.0009858     7.895E-019    9.788E+019    9.431E+020    -0.3307       1.213E+006    7.55E+005     1.249E+015    0             840.1         8.452E+020    2.355E+020    2.355E+020    0.003507      1782          2466          9.552E+016    4.71E+019     0             0             3.939E+020    3.939E+020    0.007519      2037          4394          8.963E+016    7.877E+019    0             0             4.683E+019    4.683E+019    0             1263          631.6         7.413E+016    0             0             0             5.279E+020    5.279E+020    -0.3417       2.3E+006      1.303E+006    4.05E+014     5.279E+019    0             0             
(31,25)	6.051E+005    22.75         -0.5467       1.691E+006    1.176E+006    0.001943      8.63E-019     4.137E+020    1.876E+021    -0.328        1.268E+006    8.326E+005    2.253E+015    0             1480          1.462E+021    7.119E+020    7.119E+020    0.003258      2018          2980          2.389E+017    1.424E+020    0             0             5.694E+020    5.694E+020    0.006652      2358          5204          1.094E+017    1.139E+020    0             0             2.03E+020     2.03E+020     0             1263          631.6         3.213E+017    0             0             0             8.73E+020     8.73E+020     -0.3417       2.3E+006      1.357E+006    6.434E+014    8.73E+019     0             0             
(31,45)	4.577E+005    16.54         -0.5512       1.617E+006    1.061E+006    0.001015      7.893E-019    1.004E+020    9.751E+020    -0.3307       1.213E+006    7.578E+005    1.287E+015    0             868.8         8.746E+020    2.463E+020    2.463E+020    0.003492      1795          2496          9.868E+016    4.925E+019    0             0             4.117E+020    4.117E+020    0.007474      2058          4450          9.25E+016     8.234E+019    0             0             5.044E+019    5.044E+019    0             1263          631.6         7.985E+016    0             0             0             5.537E+020    5.537E+020    -0.3417       2.3E+006      1.306E+006    4.238E+014    5.537E+019    0             0             
(32,25)	5.969E+005    22.44         -0.547        1.686E+006    1.169E+006    0.001868      8.577E-019    3.786E+020    1.804E+021    -0.3282       1.264E+006    8.281E+005    2.179E+015    0             1440          1.426E+021    6.578E+020    6.578E+020    0.00327       2005          2954          2.226E+017    1.316E+020    0             0             5.804E+020    5.804E+020    0.006689      2342          5164          1.124E+017    1.161E+020    0             0             1.907E+020    1.907E+020    0             1263          631.6         3.02E+017     0             0             0             8.653E+020    8.653E+020    -0.3417       2.3E+006      1.354E+006    6.391E+014    8.653E+019    0             0             
(32,45)	4.653E+005    16.8          -0.5512       1.616E+006    1.065E+006    0.001041      7.886E-019    1.02E+020     1.004E+021    -0.3307       1.212E+006    7.6E+005      1.32E+015     0             895           9.016E+020    2.557E+020    2.557E+020    0.003478      1806          2521          1.014E+017    5.114E+019    0             0             4.283E+020    4.283E+020    0.007432      2076          4496          9.526E+016    8.565E+019    0             0             5.373E+019    5.373E+019    0             1263          631.6         8.506E+016    0             0             0             5.778E+020    5.778E+020    -0.3417       2.3E+006      1.309E+006    4.414E+014    5.778E+019    0             0             
(33,25)	5.924E+005    22.27         -0.5472       1.684E+006    1.166E+006    0.001829      8.556E-019    3.586E+020    1.766E+021    -0.3283       1.263E+006    8.259E+005    2.139E+015    0             1419          1.408E+021    6.253E+020    6.253E+020    0.003276      1999          2940          2.127E+017    1.251E+020    0             0             5.903E+020    5.903E+020    0.006715      2334          5145          1.147E+017    1.181E+020    0             0             1.861E+020    1.861E+020    0             1263          631.6         2.947E+017    0             0             0             8.638E+020    8.638E+020    -0.3417       2.3E+006      1.352E+006    6.387E+014    8.638E+019    0             0             
(33,45)	4.717E+005    17.01         -0.5513       1.616E+006    1.068E+006    0.001064      7.878E-019    1.029E+020    1.029E+021    -0.3308       1.212E+006    7.618E+005    1.351E+015    0             918.9         9.263E+020    2.641E+020    2.641E+020    0.003467      1816          2543          1.038E+017    5.282E+019    0             0             4.436E+020    4.436E+020    0.007396      2091          4534          9.784E+016    8.872E+019    0             0             5.669E+019    5.669E+019    0             1263          631.6         8.974E+016    0             0             0             6.004E+020    6.004E+020    -0.3417       2.3E+006      1.311E+006    4.579E+014    6.004E+019    0             0             
(34,25)	5.912E+005    22.23         -0.5471       1.685E+006    1.166E+006    0.001825      8.573E-019    3.528E+020    1.76E+021     -0.3282       1.264E+006    8.261E+005    2.13E+015     0             1417          1.407E+021    6.096E+020    6.096E+020    0.003278      1997          2937          2.076E+017    1.219E+020    0             0             6.022E+020    6.022E+020    0.006722      2332          5140          1.172E+017    1.204E+020    0             0             1.887E+020    1.887E+020    0             1263          631.6         2.988E+017    0             0             0             8.671E+020    8.671E+020    -0.3417       2.3E+006      1.352E+006    6.413E+014    8.671E+019    0             0             
(34,45)	4.771E+005    17.19         -0.5513       1.615E+006    1.07E+006     0.001084      7.868E-019    1.033E+020    1.052E+021    -0.3308       1.211E+006    7.633E+005    1.379E+015    0             940.9         9.491E+020    2.721E+020    2.721E+020    0.003457      1824          2561          1.062E+017    5.442E+019    0             0             4.573E+020    4.573E+020    0.007365      2104          4566          1.002E+017    9.146E+019    0             0             5.932E+019    5.932E+019    0             1263          631.6         9.391E+016    0             0             0             6.213E+020    6.213E+020    -0.3417       2.3E+006      1.313E+006    4.732E+014    6.213E+019    0             0             
(35,25)	5.93E+005     22.29         -0.5467       1.691E+006    1.17E+006     0.00186       8.635E-019    3.619E+020    1.786E+021    -0.328        1.269E+006    8.288E+005    2.155E+015    0             1435          1.424E+021    6.093E+020    6.093E+020    0.003276      2000          2942          2.071E+017    1.219E+020    0             0             6.175E+020    6.175E+020    0.006712      2335          5148          1.2E+017      1.235E+020    0             0             1.99E+020     1.99E+020     0             1263          631.6         3.15E+017     0             0             0             8.736E+020    8.736E+020    -0.3417       2.3E+006      1.353E+006    6.459E+014    8.736E+019    0             0             
(35,45)	4.815E+005    17.33         -0.5514       1.614E+006    1.072E+006    0.001104      7.859E-019    1.036E+020    1.074E+021    -0.3308       1.21E+006     7.644E+005    1.405E+015    0             961.4         9.704E+020    2.791E+020    2.791E+020    0.003449      1831          2576          1.083E+017    5.582E+019    0             0             4.702E+020    4.702E+020    0.00734       2114          4591          1.024E+017    9.405E+019    0             0             6.162E+019    6.162E+019    0             1263          631.6         9.756E+016    0             0             0             6.405E+020    6.405E+020    -0.3417       2.3E+006      1.315E+006    4.873E+014    6.405E+019    0             0             
(36,25)	5.973E+005    22.46         -0.5459       1.704E+006    1.178E+006    0.00194       8.759E-019    3.89E+020     1.849E+021    -0.3276       1.278E+006    8.345E+005    2.216E+015    0             1475          1.46E+021     6.248E+020    6.248E+020    0.003269      2006          2956          2.114E+017    1.25E+020     0             0             6.364E+020    6.364E+020    0.006688      2342          5166          1.232E+017    1.273E+020    0             0             2.182E+020    2.182E+020    0             1263          631.6         3.454E+017    0             0             0             8.814E+020    8.814E+020    -0.3417       2.3E+006      1.354E+006    6.509E+014    8.814E+019    0             0             
(36,45)	4.849E+005    17.44         -0.5514       1.613E+006    1.074E+006    0.001122      7.852E-019    1.039E+020    1.094E+021    -0.3308       1.21E+006     7.653E+005    1.43E+015     0             980.6         9.902E+020    2.852E+020    2.852E+020    0.003443      1836          2588          1.102E+017    5.704E+019    0             0             4.822E+020    4.822E+020    0.007321      2122          4611          1.046E+017    9.644E+019    0             0             6.362E+019    6.362E+019    0             1263          631.6         1.007E+017    0             0             0             6.577E+020    6.577E+020    -0.3417       2.3E+006      1.316E+006    4.999E+014    6.577E+019    0             0             
(37,25)	6.038E+005    22.7          -0.5447       1.724E+006    1.191E+006    0.00208       8.966E-019    4.394E+020    1.958E+021    -0.3268       1.293E+006    8.436E+005    2.321E+015    0             1539          1.519E+021    6.597E+020    6.597E+020    0.00326       2016          2976          2.217E+017    1.319E+020    0             0             6.573E+020    6.573E+020    0.006658      2355          5198          1.265E+017    1.315E+020    0             0             2.487E+020    2.487E+020    0             1263          631.6         3.938E+017    0             0             0             8.874E+020    8.874E+020    -0.3417       2.3E+006      1.356E+006    6.542E+014    8.874E+019    0             0             
(37,45)	4.872E+005    17.52         -0.5514       1.613E+006    1.075E+006    0.00114       7.848E-019    1.045E+020    1.113E+021    -0.3309       1.209E+006    7.659E+005    1.453E+015    0             998.2         1.008E+021    2.906E+020    2.906E+020    0.003439      1839          2595          1.12E+017     5.812E+019    0             0             4.927E+020    4.927E+020    0.007309      2127          4624          1.066E+017    9.854E+019    0             0             6.528E+019    6.528E+019    0             1263          631.6         1.034E+017    0             0             0             6.723E+020    6.723E+020    -0.3417       2.3E+006      1.316E+006    5.107E+014    6.723E+019    0             0             
(38,25)	6.119E+005    23            -0.5427       1.755E+006    1.209E+006    0.002303      9.292E-019    5.219E+020    2.127E+021    -0.3256       1.316E+006    8.572E+005    2.481E+015    0             1636          1.605E+021    7.209E+020    7.209E+020    0.003248      2028          3001          2.402E+017    1.442E+020    0             0             6.777E+020    6.777E+020    0.006625      2372          5240          1.293E+017    1.355E+020    0             0             2.941E+020    2.941E+020    0             1263          631.6         4.656E+017    0             0             0             8.864E+020    8.864E+020    -0.3417       2.3E+006      1.359E+006    6.522E+014    8.864E+019    0             0             
(38,45)	4.883E+005    17.56         -0.5514       1.613E+006    1.076E+006    0.001156      7.848E-019    1.054E+020    1.129E+021    -0.3309       1.209E+006    7.663E+005    1.473E+015    0             1013          1.024E+021    2.952E+020    2.952E+020    0.003437      1841          2599          1.136E+017    5.904E+019    0             0             5.01E+020     5.01E+020     0.007302      2129          4630          1.082E+017    1.002E+020    0             0             6.659E+019    6.659E+019    0             1263          631.6         1.054E+017    0             0             0             6.834E+020    6.834E+020    -0.3417       2.3E+006      1.317E+006    5.19E+014     6.834E+019    0             0             
(39,25)	6.212E+005    23.35         -0.5426       1.801E+006    1.238E+006    0.002652      9.795E-019    6.526E+020    2.379E+021    -0.3256       1.351E+006    8.778E+005    2.71E+015     0             1775          1.726E+021    8.271E+020    8.271E+020    0.003235      2041          3030          2.73E+017     1.654E+020    0             0             6.877E+020    6.877E+020    0.006586      2391          5287          1.301E+017    1.375E+020    0             0             3.592E+020    3.592E+020    0             1263          631.6         5.687E+017    0             0             0             8.708E+020    8.708E+020    -0.3417       2.3E+006      1.362E+006    6.392E+014    8.708E+019    0             0             
(39,45)	4.881E+005    17.56         -0.5514       1.613E+006    1.076E+006    0.001169      7.853E-019    1.066E+020    1.141E+021    -0.3308       1.21E+006     7.664E+005    1.489E+015    0             1025          1.035E+021    2.989E+020    2.989E+020    0.003438      1841          2598          1.15E+017     5.978E+019    0             0             5.06E+020     5.06E+020     0.007304      2129          4629          1.093E+017    1.012E+020    0             0             6.749E+019    6.749E+019    0             1263          631.6         1.069E+017    0             0             0             6.901E+020    6.901E+020    -0.3417       2.3E+006      1.317E+006    5.241E+014    6.901E+019    0             0             
(40,25)	6.302E+005    23.69         -0.5448       1.872E+006    1.279E+006    0.003212      1.058E-018    8.578E+020    2.759E+021    -0.3269       1.404E+006    9.081E+005    3.038E+015    0             1979          1.901E+021    1.006E+021    1.006E+021    0.003222      2054          3057          3.29E+017     2.012E+020    0             0             6.741E+020    6.741E+020    0.006549      2409          5332          1.264E+017    1.348E+020    0             0             4.484E+020    4.484E+020    0             1263          631.6         7.1E+017      0             0             0             8.295E+020    8.295E+020    -0.3417       2.3E+006      1.365E+006    6.075E+014    8.295E+019    0             0             
(40,45)	4.864E+005    17.52         -0.5514       1.614E+006    1.075E+006    0.001178      7.863E-019    1.078E+020    1.149E+021    -0.3308       1.211E+006    7.662E+005    1.499E+015    0             1031          1.041E+021    3.012E+020    3.012E+020    0.003441      1838          2593          1.162E+017    6.024E+019    0             0             5.069E+020    5.069E+020    0.007313      2125          4620          1.097E+017    1.014E+020    0             0             6.789E+019    6.789E+019    0             1263          631.6         1.075E+017    0             0             0             6.91E+020     6.91E+020     -0.3417       2.3E+006      1.316E+006    5.25E+014     6.91E+019     0             0             
(41,25)	6.349E+005    23.87         -0.5511       1.979E+006    1.34E+006     0.004153      1.182E-018    1.177E+021    3.347E+021    -0.3307       1.484E+006    9.522E+005    3.516E+015    0             2294          2.17E+021     1.302E+021    1.302E+021    0.003215      2061          3072          4.239E+017    2.604E+020    0             0             6.217E+020    6.217E+020    0.00653       2418          5355          1.161E+017    1.243E+020    0             0             5.645E+020    5.645E+020    0             1263          631.6         8.937E+017    0             0             0             7.484E+020    7.484E+020    -0.3417       2.3E+006      1.367E+006    5.475E+014    7.484E+019    0             0             
(41,45)	4.829E+005    17.42         -0.5513       1.615E+006    1.074E+006    0.001181      7.877E-019    1.089E+020    1.148E+021    -0.3308       1.212E+006    7.655E+005    1.5E+015      0             1030          1.039E+021    3.013E+020    3.013E+020    0.003447      1833          2581          1.167E+017    6.026E+019    0             0             5.028E+020    5.028E+020    0.007333      2117          4600          1.093E+017    1.006E+020    0             0             6.768E+019    6.768E+019    0             1263          631.6         1.072E+017    0             0             0             6.85E+020     6.85E+020     -0.3417       2.3E+006      1.315E+006    5.209E+014    6.85E+019     0             0             
(42,25)	6.268E+005    23.56         -0.5638       2.14E+006     1.423E+006    0.005793      1.382E-018    1.661E+021    4.256E+021    -0.3383       1.605E+006    1.015E+006    4.195E+015    0             2789          2.595E+021    1.767E+021    1.767E+021    0.003227      2049          3047          5.798E+017    3.534E+020    0             0             5.105E+020    5.105E+020    0.006563      2402          5315          9.604E+016    1.021E+020    0             0             7.026E+020    7.026E+020    0             1263          631.6         1.112E+018    0             0             0             6.141E+020    6.141E+020    -0.3417       2.3E+006      1.364E+006    4.501E+014    6.141E+019    0             0             
(42,45)	4.773E+005    17.27         -0.5512       1.617E+006    1.072E+006    0.001175      7.895E-019    1.093E+020    1.138E+021    -0.3307       1.213E+006    7.643E+005    1.489E+015    0             1021          1.029E+021    2.981E+020    2.981E+020    0.003457      1825          2562          1.163E+017    5.962E+019    0             0             4.932E+020    4.932E+020    0.007365      2104          4567          1.08E+017     9.865E+019    0             0             6.675E+019    6.675E+019    0             1263          631.6         1.057E+017    0             0             0             6.708E+020    6.708E+020    -0.3417       2.3E+006      1.313E+006    5.108E+014    6.708E+019    0             0             
(43,25)	5.926E+005    22.28         -0.5896       2.375E+006    1.537E+006    0.008602      1.703E-018    2.308E+021    5.562E+021    -0.3538       1.782E+006    1.1E+006      5.055E+015    0             3546          3.255E+021    2.423E+021    2.423E+021    0.003276      1999          2941          8.239E+017    4.847E+020    0             0             3.246E+020    3.246E+020    0.006715      2335          5147          6.306E+016    6.491E+019    0             0             8.39E+020     8.39E+020     0             1263          631.6         1.328E+018    0             0             0             4.249E+020    4.249E+020    -0.3417       2.3E+006      1.353E+006    3.141E+014    4.249E+019    0             0             
(43,45)	4.691E+005    17.03         -0.551        1.62E+006     1.068E+006    0.00116       7.916E-019    1.087E+020    1.117E+021    -0.3306       1.215E+006    7.624E+005    1.466E+015    0             1001          1.009E+021    2.906E+020    2.906E+020    0.003472      1812          2535          1.146E+017    5.812E+019    0             0             4.781E+020    4.781E+020    0.007411      2086          4519          1.058E+017    9.562E+019    0             0             6.497E+019    6.497E+019    0             1263          631.6         1.029E+017    0             0             0             6.476E+020    6.476E+020    -0.3417       2.3E+006      1.31E+006     4.942E+014    6.476E+019    0             0             
(44,25)	5.077E+005    19.09         -0.6359       2.705E+006    1.676E+006    0.01297       2.209E-018    2.915E+021    7.095E+021    -0.3815       2.029E+006    1.208E+006    5.872E+015    0             4575          4.18E+021     3.041E+021    3.041E+021    0.003403      1870          2663          1.142E+018    6.081E+020    0             0             1.375E+020    1.375E+020    0.007193      2172          4738          2.901E+016    2.749E+019    0             0             9.314E+020    9.314E+020    0             1263          631.6         1.475E+018    0             0             0             2.171E+020    2.171E+020    -0.3417       2.3E+006      1.324E+006    1.64E+014     2.171E+019    0             0             
(44,45)	4.58E+005     16.7          -0.5509       1.622E+006    1.063E+006    0.001132      7.939E-019    1.066E+020    1.084E+021    -0.3305       1.216E+006    7.596E+005    1.427E+015    0             971.2         9.77E+020     2.793E+020    2.793E+020    0.003491      1796          2497          1.119E+017    5.586E+019    0             0             4.56E+020     4.56E+020     0.007474      2059          4453          1.024E+017    9.12E+019     0             0             6.226E+019    6.226E+019    0             1263          631.6         9.856E+016    0             0             0             6.15E+020     6.15E+020     -0.3417       2.3E+006      1.307E+006    4.707E+014    6.15E+019     0             0             
(45,25)	3.376E+005    12.69         -0.6983       3.125E+006    1.798E+006    0.01837       2.947E-018    2.883E+021    8.186E+021    -0.419        2.344E+006    1.313E+006    6.233E+015    0             5738          5.303E+021    2.992E+021    2.992E+021    0.003714      1612          2060          1.452E+018    5.983E+020    0             0             5.596E+019    5.596E+019    0.007927      1704          3529          1.586E+016    1.119E+019    0             0             9.349E+020    9.349E+020    0             1263          631.6         1.48E+018     0             0             0             6.659E+019    6.659E+019    -0.3417       2.3E+006      1.265E+006    5.262E+013    6.659E+018    0             0             
(45,45)	4.435E+005    16.25         -0.5508       1.624E+006    1.056E+006    0.001092      7.961E-019    1.027E+020    1.037E+021    -0.3305       1.218E+006    7.556E+005    1.372E+015    0             929.7         9.339E+020    2.639E+020    2.639E+020    0.003517      1773          2447          1.079E+017    5.278E+019    0             0             4.27E+020     4.27E+020     0.00754       2021          4354          9.806E+016    8.54E+019     0             0             5.856E+019    5.856E+019    0             1263          631.6         9.272E+016    0             0             0             5.733E+020    5.733E+020    -0.3417       2.3E+006      1.302E+006    4.405E+014    5.733E+019    0             0             
(46,25)	1.441E+005    5.419         -0.7542       3.553E+006    1.885E+006    0.02106       3.81E-018     1.614E+021    7.724E+021    -0.4525       2.665E+006    1.398E+006    5.527E+015    0             6477          6.11E+021     2.055E+021    2.055E+021    0.004099      1348          1265          1.624E+018    4.11E+020     0             0             3.928E+019    3.928E+019    0.007539      1070          1622          2.422E+016    7.857E+018    0             0             8.424E+020    8.424E+020    0             1263          631.6         1.334E+018    0             0             0             1.094E+019    1.094E+019    -0.3417       2.3E+006      1.199E+006    9.123E+012    1.094E+018    0             0             
(46,45)	4.249E+005    15.67         -0.5506       1.626E+006    1.047E+006    0.001039      7.981E-019    9.715E+019    9.769E+020    -0.3304       1.22E+006     7.501E+005    1.302E+015    0             877.2         8.797E+020    2.441E+020    2.441E+020    0.003551      1745          2381          1.025E+017    4.882E+019    0             0             3.921E+020    3.921E+020    0.007609      1967          4216          9.299E+016    7.841E+019    0             0             5.391E+019    5.391E+019    0             1263          631.6         8.536E+016    0             0             0             5.233E+020    5.233E+020    -0.3417       2.3E+006      1.295E+006    4.04E+014     5.233E+019    0             0             
(47,25)	9.868E+006    371           -0.7064       3.191E+006    8.566E+006    0.007255      3.073E-018    -1.095E+022   1.269E+022    -0.4239       2.393E+006    5.379E+006    2.36E+015     0             2.962E+004    2.364E+022    5.255E+022    5.255E+022    0.001012      8066          1.402E+004    3.749E+018    1.051E+022    0             0             2.923E+019    2.923E+019    0.001734      9319          2.177E+004    1.343E+015    5.846E+018    0             0             6.628E+020    6.628E+020    0             1263          631.6         1.049E+018    0             0             0             9.9E+015      9.9E+015      -0.3417       2.3E+006      4.522E+006    2.189E+009    9.9E+014      0             0             
(47,45)	4.013E+005    14.92         -0.5506       1.628E+006    1.035E+006    0.0009746     7.995E-019    9.003E+019    9.061E+020    -0.3303       1.221E+006    7.429E+005    1.22E+015     0             815           8.16E+020     2.193E+020    2.193E+020    0.003593      1709          2296          9.553E+016    4.387E+019    0             0             3.527E+020    3.527E+020    0.007695      1898          4037          8.736E+016    7.053E+019    0             0             4.84E+019     4.84E+019     0             1263          631.6         7.662E+016    0             0             0             4.667E+020    4.667E+020    -0.3417       2.3E+006      1.287E+006    3.625E+014    4.667E+019    0             0             
(48,25)	7.786E+006    292.7         -0.6683       2.931E+006    6.669E+006    0.007054      2.593E-018    -9.622E+021   1.148E+022    -0.401        2.198E+006    4.221E+006    2.719E+015    0             2.633E+004    2.11E+022     4.584E+022    4.584E+022    0.001145      7228          1.253E+004    3.658E+018    9.168E+021    0             0             2.912E+019    2.912E+019    0.001923      8165          1.905E+004    1.528E+015    5.823E+018    0             0             5.822E+020    5.822E+020    0             1263          631.6         9.217E+017    0             0             0             1.236E+016    1.236E+016    -0.3417       2.3E+006      3.811E+006    3.243E+009    1.236E+015    0             0             
(48,45)	3.718E+005    13.98         -0.5505       1.628E+006    1.019E+006    0.0009009     8.004E-019    8.161E+019    8.26E+020     -0.3303       1.221E+006    7.335E+005    1.126E+015    0             744.9         7.444E+020    1.904E+020    1.904E+020    0.003648      1663          2188          8.702E+016    3.808E+019    0             0             3.096E+020    3.096E+020    0.007803      1809          3805          8.137E+016    6.193E+019    0             0             4.217E+019    4.217E+019    0             1263          631.6         6.677E+016    0             0             0             4.05E+020     4.05E+020     -0.3417       2.3E+006      1.277E+006    3.172E+014    4.05E+019     0             0             
(49,25)	7.016E+006    263.8         -0.6529       2.825E+006    5.994E+006    0.006654      2.409E-018    -8.659E+021   1.051E+022    -0.3917       2.119E+006    3.808E+006    2.76E+015     0             2.387E+004    1.917E+022    4.116E+022    4.116E+022    0.001204      6859          1.188E+004    3.465E+018    8.232E+021    0             0             2.794E+019    2.794E+019    0.001993      7632          1.78E+004     1.57E+015     5.588E+018    0             0             5.171E+020    5.171E+020    0             1263          631.6         8.187E+017    0             0             0             1.476E+016    1.476E+016    -0.3417       2.3E+006      3.548E+006    4.16E+009     1.476E+015    0             0             
(49,45)	3.352E+005    12.85         -0.5505       1.628E+006    9.987E+005    0.0008193     8.003E-019    7.18E+019     7.388E+020    -0.3303       1.221E+006    7.214E+005    1.024E+015    0             668.7         6.67E+020     1.583E+020    1.583E+020    0.003719      1608          2051          7.72E+016     3.166E+019    0             0             2.639E+020    2.639E+020    0.007937      1696          3509          7.522E+016    5.279E+019    0             0             3.544E+019    3.544E+019    0             1263          631.6         5.611E+016    0             0             0             3.402E+020    3.402E+020    -0.3417       2.3E+006      1.265E+006    2.69E+014     3.402E+019    0             0             
(50,25)	6.98E+006     262.4         -0.6515       2.816E+006    5.956E+006    0.006086      2.393E-018    -7.906E+021   9.618E+021    -0.3909       2.112E+006    3.785E+006    2.541E+015    0             2.182E+004    1.752E+022    3.76E+022     3.76E+022     0.001207      6840          1.184E+004    3.175E+018    7.521E+021    0             0             2.572E+019    2.572E+019    0.001996      7606          1.774E+004    1.45E+015     5.144E+018    0             0             4.563E+020    4.563E+020    0             1263          631.6         7.224E+017    0             0             0             1.192E+016    1.192E+016    -0.3417       2.3E+006      3.536E+006    3.373E+009    1.192E+015    0             0             
(50,45)	2.965E+005    11.66         -0.5506       1.626E+006    9.765E+005    0.0007291     7.985E-019    5.722E+019    6.467E+020    -0.3304       1.22E+006     7.079E+005    9.135E+014    0             593.2         5.894E+020    1.272E+020    1.272E+020    0.003795      1550          1900          6.693E+016    2.544E+019    0             0             2.209E+020    2.209E+020    0.008047      1572          3172          6.966E+016    4.419E+019    0             0             2.841E+019    2.841E+019    0             1263          631.6         4.498E+016    0             0             0             2.726E+020    2.726E+020    -0.3417       2.3E+006      1.251E+006    2.178E+014    2.726E+019    0             0             
(51,25)	7.954E+006    299           -0.6693       2.937E+006    6.792E+006    0.005334      2.604E-018    -7.343E+021   8.794E+021    -0.4016       2.203E+006    4.296E+006    2.047E+015    0             2.014E+004    1.614E+022    3.512E+022    3.512E+022    0.001133      7299          1.266E+004    2.774E+018    7.024E+021    0             0             2.268E+019    2.268E+019    0.001908      8274          1.931E+004    1.174E+015    4.536E+018    0             0             3.941E+020    3.941E+020    0             1263          631.6         6.239E+017    0             0             0             5.544E+015    5.544E+015    -0.3417       2.3E+006      3.868E+006    1.433E+009    5.544E+014    0             0             
(51,45)	2.778E+005    10.66         -0.5509       1.621E+006    9.636E+005    0.0006247     7.931E-019    3.091E+019    5.514E+020    -0.3306       1.216E+006    6.997E+005    7.88E+014     0             529.8         5.205E+020    1.072E+020    1.072E+020    0.003831      1522          1826          5.875E+016    2.145E+019    0             0             1.929E+020    1.929E+020    0.008025      1503          2981          6.471E+016    3.858E+019    0             0             2.129E+019    2.129E+019    0             1263          631.6         3.37E+016     0             0             0             2.018E+020    2.018E+020    -0.3417       2.3E+006      1.245E+006    1.621E+014    2.018E+019    0             0             
(52,25)	1.376E+005    5.174         -0.7076       3.2E+006      1.698E+006    0.01038       3.091E-018    7.159E+020    4.219E+021    -0.4246       2.4E+006      1.259E+006    3.353E+015    0             3718          3.504E+021    1.202E+021    1.202E+021    0.004112      1342          1237          9.716E+017    2.403E+020    0             0             2.433E+019    2.433E+019    0.007478      1053          1556          1.564E+016    4.867E+018    0             0             3.511E+020    3.511E+020    0             1263          631.6         5.559E+017    0             0             0             2.464E+018    2.464E+018    -0.3417       2.3E+006      1.197E+006    2.058E+012    2.464E+017    0             0             
(52,45)	2.929E+005    9.576         -0.5513       1.616E+006    9.694E+005    0.0005212     7.88E-019     -3.076E+018   4.65E+020     -0.3308       1.212E+006    7.028E+005    6.617E+014    0             486.5         4.681E+020    9.934E+019    9.934E+019    0.0038        1544          1885          5.269E+016    1.987E+019    0             0             1.869E+020    1.869E+020    0.008044      1559          3136          5.962E+016    3.739E+019    0             0             1.42E+019     1.42E+019     0             1263          631.6         2.248E+016    0             0             0             1.331E+020    1.331E+020    -0.3417       2.3E+006      1.25E+006     1.064E+014    1.331E+019    0             0             
(53,25)	1.727E+005    6.494         -0.655        2.84E+006     1.533E+006    0.00645       2.435E-018    7.459E+020    2.999E+021    -0.393        2.13E+006     1.133E+006    2.647E+015    0             2404          2.253E+021    8.947E+020    8.947E+020    0.004043      1381          1389          6.442E+017    1.789E+020    0             0             2.209E+019    2.209E+019    0.007756      1151          1915          1.153E+016    4.418E+018    0             0             2.137E+020    2.137E+020    0             1263          631.6         3.384E+017    0             0             0             2.474E+018    2.474E+018    -0.3417       2.3E+006      1.209E+006    2.046E+012    2.474E+017    0             0             
