#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_He2+          v*n_He2+          mu_He2+          vth_He2+          v_He2+          n_He2+          sec.em.flux_He2+          EnergySrc_He2+          PartSrc_He2+          phi_He*           v*n_He*           mu_He*           vth_He*           v_He*           n_He*           sec.em.flux_He*           EnergySrc_He*           PartSrc_He*           phi_e*            v*n_e*            mu_e*            vth_e*            v_e*            n_e*            sec.em.flux_e*            EnergySrc_e*            PartSrc_e*            
(45,25)	3.834E+005    14.41         -0.6938       3.096E+006    1.814E+006    0.0215        2.894E-018    3.655E+021    9.814E+021    -0.4163       2.322E+006    1.321E+006    7.43E+015     0             6679          6.159E+021    3.742E+021    3.742E+021    0.003624      1681          2230          1.678E+018    7.485E+020    0             0             7.787E+019    7.787E+019    0.007758      1843          3896          1.999E+016    1.557E+019    0             0             1.405E+021    1.405E+021    0             1263          631.6         2.225E+018    0             0             0             1.644E+020    1.644E+020    -0.3417       2.3E+006      1.281E+006    1.283E+014    1.644E+019    0             0             
(45,45)	5.184E+005    18.65         -0.5527       1.59E+006     1.082E+006    0.001287      7.635E-019    3.759E+018    1.296E+021    -0.3316       1.193E+006    7.683E+005    1.686E+015    0             1253          1.292E+021    4.024E+020    4.024E+020    0.003384      1886          2697          1.492E+017    8.048E+019    0             0             6.179E+020    6.179E+020    0.00713       2194          4793          1.289E+017    1.236E+020    0             0             1.428E+020    1.428E+020    0             1263          631.6         2.261E+017    0             0             0             1.016E+021    1.016E+021    -0.3417       2.3E+006      1.327E+006    7.658E+014    1.016E+020    0             0             
(46,25)	1.304E+005    4.904         -0.7598       3.603E+006    1.901E+006    0.02577       3.918E-018    2.24E+021     9.279E+021    -0.4559       2.702E+006    1.411E+006    6.578E+015    0             7446          7.039E+021    2.229E+021    2.229E+021    0.004128      1334          1206          1.849E+018    4.458E+020    0             0             4.499E+019    4.499E+019    0.007404      1035          1483          3.033E+016    8.999E+018    0             0             1.313E+021    1.313E+021    0             1263          631.6         2.079E+018    0             0             0             2.81E+019     2.81E+019     -0.3417       2.3E+006      1.195E+006    2.352E+013    2.81E+018     0             0             
(46,45)	4.997E+005    18.07         -0.5526       1.592E+006    1.072E+006    0.001237      7.649E-019    6.221E+018    1.234E+021    -0.3316       1.194E+006    7.626E+005    1.617E+015    0             1193          1.227E+021    3.709E+020    3.709E+020    0.003416      1858          2636          1.407E+017    7.417E+019    0             0             5.806E+020    5.806E+020    0.007235      2154          4692          1.237E+017    1.161E+020    0             0             1.366E+020    1.366E+020    0             1263          631.6         2.163E+017    0             0             0             9.45E+020     9.45E+020     -0.3417       2.3E+006      1.321E+006    7.155E+014    9.45E+019     0             0             
(47,25)	1.046E+007    393.1         -0.7155       3.263E+006    9.113E+006    0.008453      3.214E-018    -1.305E+022   1.503E+022    -0.4293       2.447E+006    5.712E+006    2.63E+015     0             3.521E+004    2.807E+022    6.261E+022    6.261E+022    0.0009838     8304          1.444E+004    4.337E+018    1.252E+022    0             0             3.487E+019    3.487E+019    0.00168       9564          2.235E+004    1.561E+015    6.975E+018    0             0             1.098E+021    1.098E+021    0             1263          631.6         1.738E+018    0             0             0             2.628E+016    2.628E+016    -0.3417       2.3E+006      4.723E+006    5.564E+009    2.628E+015    0             0             
(47,45)	4.75E+005     17.3          -0.5526       1.593E+006    1.059E+006    0.001172      7.66E-019     8.353E+018    1.155E+021    -0.3315       1.195E+006    7.549E+005    1.53E+015     0             1116          1.147E+021    3.296E+020    3.296E+020    0.00346       1821          2554          1.29E+017     6.591E+019    0             0             5.366E+020    5.366E+020    0.007374      2099          4552          1.179E+017    1.073E+020    0             0             1.278E+020    1.278E+020    0             1263          631.6         2.023E+017    0             0             0             8.576E+020    8.576E+020    -0.3417       2.3E+006      1.312E+006    6.535E+014    8.576E+019    0             0             
(48,25)	8.324E+006    312.9         -0.6794       3.004E+006    7.157E+006    0.008205      2.724E-018    -1.152E+022   1.361E+022    -0.4077       2.253E+006    4.52E+006     3.012E+015    0             3.141E+004    2.514E+022    5.49E+022     5.49E+022     0.001104      7441          1.291E+004    4.252E+018    1.098E+022    0             0             3.478E+019    3.478E+019    0.001874      8501          1.985E+004    1.752E+015    6.956E+018    0             0             1.001E+021    1.001E+021    0             1263          631.6         1.584E+018    0             0             0             3.055E+016    3.055E+016    -0.3417       2.3E+006      3.995E+006    7.648E+009    3.055E+015    0             0             
(48,45)	4.441E+005    16.31         -0.5525       1.594E+006    1.042E+006    0.001093      7.667E-019    1.001E+019    1.061E+021    -0.3315       1.195E+006    7.449E+005    1.425E+015    0             1026          1.051E+021    2.845E+020    2.845E+020    0.003515      1774          2448          1.162E+017    5.689E+019    0             0             4.821E+020    4.821E+020    0.007536      2022          4357          1.106E+017    9.643E+019    0             0             1.161E+020    1.161E+020    0             1263          631.6         1.837E+017    0             0             0             7.562E+020    7.562E+020    -0.3417       2.3E+006      1.302E+006    5.809E+014    7.562E+019    0             0             
(49,25)	7.554E+006    284           -0.6641       2.902E+006    6.468E+006    0.00778       2.542E-018    -1.046E+022   1.254E+022    -0.3985       2.177E+006    4.098E+006    3.06E+015     0             2.869E+004    2.3E+022      4.972E+022    4.972E+022    0.001163      7121          1.234E+004    4.028E+018    9.944E+021    0             0             3.325E+019    3.325E+019    0.001943      8008          1.869E+004    1.78E+015     6.65E+018     0             0             9.166E+020    9.166E+020    0             1263          631.6         1.451E+018    0             0             0             3.514E+016    3.514E+016    -0.3417       2.3E+006      3.732E+006    9.416E+009    3.514E+015    0             0             
(49,45)	4.058E+005    15.06         -0.5525       1.594E+006    1.021E+006    0.0009996     7.668E-019    1.125E+019    9.545E+020    -0.3315       1.195E+006    7.323E+005    1.304E+015    0             923           9.433E+020    2.397E+020    2.397E+020    0.003583      1715          2312          1.037E+017    4.794E+019    0             0             4.161E+020    4.161E+020    0.007676      1910          4070          1.022E+017    8.322E+019    0             0             1.016E+020    1.016E+020    0             1263          631.6         1.609E+017    0             0             0             6.441E+020    6.441E+020    -0.3417       2.3E+006      1.289E+006    4.998E+014    6.441E+019    0             0             
(50,25)	7.551E+006    283.9         -0.6634       2.898E+006    6.458E+006    0.00718       2.534E-018    -9.658E+021   1.159E+022    -0.3981       2.173E+006    4.092E+006    2.833E+015    0             2.651E+004    2.125E+022    4.593E+022    4.593E+022    0.001163      7120          1.234E+004    3.722E+018    9.187E+021    0             0             3.068E+019    3.068E+019    0.001944      8006          1.868E+004    1.643E+015    6.137E+018    0             0             8.28E+020     8.28E+020     0             1263          631.6         1.311E+018    0             0             0             2.895E+016    2.895E+016    -0.3417       2.3E+006      3.73E+006     7.76E+009     2.895E+015    0             0             
(50,45)	3.588E+005    13.53         -0.5526       1.593E+006    9.95E+005     0.0008974     7.664E-019    1.203E+019    8.39E+020     -0.3315       1.195E+006    7.165E+005    1.171E+015    0             812.3         8.27E+020     1.922E+020    1.922E+020    0.003672      1643          2139          8.983E+016    3.843E+019    0             0             3.454E+020    3.454E+020    0.007848      1769          3700          9.336E+016    6.908E+019    0             0             8.472E+019    8.472E+019    0             1263          631.6         1.341E+017    0             0             0             5.25E+020     5.25E+020     -0.3417       2.3E+006      1.273E+006    4.125E+014    5.25E+019     0             0             
(51,25)	8.624E+006    324.2         -0.6831       3.028E+006    7.405E+006    0.006369      2.767E-018    -9.081E+021   1.075E+022    -0.4098       2.271E+006    4.67E+006     2.301E+015    0             2.479E+004    1.983E+022    4.344E+022    4.344E+022    0.001081      7546          1.31E+004     3.316E+018    8.687E+021    0             0             2.739E+019    2.739E+019    0.001846      8678          2.026E+004    1.352E+015    5.477E+018    0             0             7.233E+020    7.233E+020    0             1263          631.6         1.145E+018    0             0             0             1.502E+016    1.502E+016    -0.3417       2.3E+006      4.097E+006    3.665E+009    1.502E+015    0             0             
(51,45)	3.001E+005    11.68         -0.5526       1.593E+006    9.621E+005    0.000789      7.655E-019    1.269E+019    7.181E+020    -0.3316       1.194E+006    6.967E+005    1.031E+015    0             696.2         7.054E+020    1.429E+020    1.429E+020    0.003787      1555          1914          7.466E+016    2.858E+019    0             0             2.72E+020     2.72E+020     0.008052      1585          3209          8.477E+016    5.44E+019     0             0             6.573E+019    6.573E+019    0             1263          631.6         1.041E+017    0             0             0             4.023E+020    4.023E+020    -0.3417       2.3E+006      1.253E+006    3.212E+014    4.023E+019    0             0             
(52,25)	1.019E+005    3.831         -0.7301       3.375E+006    1.762E+006    0.01351       3.438E-018    1.17E+021     5.149E+021    -0.438        2.531E+006    1.31E+006     3.93E+015     0             4200          3.979E+021    1.16E+021     1.16E+021     0.004166      1308          1079          1.075E+018    2.319E+020    0             0             2.613E+019    2.613E+019    0.007217      978.2         1225          2.134E+016    5.226E+018    0             0             6.264E+020    6.264E+020    0             1263          631.6         9.917E+017    0             0             0             8.111E+018    8.111E+018    -0.3417       2.3E+006      1.185E+006    6.846E+012    8.111E+017    0             0             
(52,45)	2.329E+005    9.649         -0.5527       1.591E+006    9.244E+005    0.0006624     7.643E-019    1.245E+019    5.841E+020    -0.3316       1.193E+006    6.74E+005     8.666E+014    0             568           5.716E+020    9.798E+019    9.798E+019    0.003924      1459          1643          5.963E+016    1.96E+019     0             0             1.935E+020    1.935E+020    0.00797       1346          2529          7.653E+016    3.871E+019    0             0             4.508E+019    4.508E+019    0             1263          631.6         7.138E+016    0             0             0             2.775E+020    2.775E+020    -0.3417       2.3E+006      1.23E+006     2.257E+014    2.775E+019    0             0             
(53,25)	1.663E+005    6.252         -0.6694       2.938E+006    1.58E+006     0.008402      2.605E-018    1.054E+021    3.769E+021    -0.4016       2.203E+006    1.169E+006    3.225E+015    0             2892          2.715E+021    1.039E+021    1.039E+021    0.004055      1373          1361          7.632E+017    2.077E+020    0             0             2.565E+019    2.565E+019    0.007714      1132          1849          1.387E+016    5.13E+018     0             0             3.795E+020    3.795E+020    0             1263          631.6         6.008E+017    0             0             0             8.227E+018    8.227E+018    -0.3417       2.3E+006      1.207E+006    6.817E+012    8.227E+017    0             0             
(53,45)	1.504E+005    7.548         -0.5527       1.591E+006    8.787E+005    0.000512      7.642E-019    1.388E+019    4.332E+020    -0.3316       1.193E+006    6.466E+005    6.701E+014    0             420.6         4.194E+020    5.478E+019    5.478E+019    0.004087      1355          1292          4.239E+016    1.096E+019    0             0             1.13E+020     1.13E+020     0.007598      1087          1687          6.702E+016    2.261E+019    0             0             2.327E+019    2.327E+019    0             1263          631.6         3.684E+016    0             0             0             1.538E+020    1.538E+020    -0.3417       2.3E+006      1.201E+006    1.28E+014     1.538E+019    0             0             


#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_He2+          v*n_He2+          mu_He2+          vth_He2+          v_He2+          n_He2+          sec.em.flux_He2+          EnergySrc_He2+          PartSrc_He2+          phi_He*           v*n_He*           mu_He*           vth_He*           v_He*           n_He*           sec.em.flux_He*           EnergySrc_He*           PartSrc_He*           phi_e*            v*n_e*            mu_e*            vth_e*            v_e*            n_e*            sec.em.flux_e*            EnergySrc_e*            PartSrc_e*            
(16,26)	3.997E+005    15.03         -0.5428       1.808E+006    1.121E+006    0.00116       9.861E-019    2.417E+020    9.503E+020    -0.3257       1.356E+006    8.08E+005     1.176E+015    0             733.2         7.087E+020    4.487E+020    4.487E+020    0.003594      1706          2290          1.96E+017     8.974E+019    0             0             5.173E+019    5.173E+019    0.007698      1892          4023          1.286E+016    1.035E+019    0             0             1.981E+020    1.981E+020    0             1263          631.6         3.136E+017    0             0             0             2.589E+020    2.589E+020    -0.3417       2.3E+006      1.287E+006    2.012E+014    2.589E+019    0             0             
(54,26)	1.662E+005    50.3          -0.6695       2.939E+006    1.581E+006    0.008424      2.607E-018    1.057E+021    3.777E+021    -0.4017       2.204E+006    1.169E+006    3.231E+015    0             2897          2.72E+021     1.04E+021     1.04E+021     0.004055      1373          1361          7.644E+017    2.08E+020     0             0             2.569E+019    2.569E+019    0.007713      1132          1848          1.39E+016     5.138E+018    0             0             3.821E+020    3.821E+020    0             1263          631.6         6.05E+017     0             0             0             8.341E+018    8.341E+018    -0.3417       2.3E+006      1.207E+006    6.911E+012    8.341E+017    0             0             
(16,27)	4.81E+005     18.08         -0.5419       1.78E+006     1.151E+006    0.001885      9.564E-019    4.282E+020    1.624E+021    -0.3252       1.335E+006    8.239E+005    1.971E+015    0             1235          1.196E+021    7.759E+020    7.759E+020    0.003449      1830          2574          3.014E+017    1.552E+020    0             0             1.582E+020    1.582E+020    0.00734       2112          4587          3.45E+016     3.164E+019    0             0             3.219E+020    3.219E+020    0             1263          631.6         5.096E+017    0             0             0             5.059E+020    5.059E+020    -0.3417       2.3E+006      1.314E+006    3.849E+014    5.059E+019    0             0             
(54,27)	2.579E+005    60.29         -0.6736       2.966E+006    1.657E+006    0.01045       2.655E-018    1.574E+021    4.787E+021    -0.4042       2.224E+006    1.216E+006    3.936E+015    0             3455          3.213E+021    1.565E+021    1.565E+021    0.003872      1494          1746          8.965E+017    3.13E+020     0             0             3.225E+019    3.225E+019    0.008         1432          2779          1.16E+016     6.45E+018     0             0             6.612E+020    6.612E+020    0             1263          631.6         1.047E+018    0             0             0             2.269E+019    2.269E+019    -0.3417       2.3E+006      1.238E+006    1.832E+013    2.269E+018    0             0             
(16,28)	5.449E+005    20.49         -0.5431       1.749E+006    1.17E+006     0.002199      9.234E-019    5.215E+020    1.985E+021    -0.3259       1.312E+006    8.335E+005    2.382E+015    0             1505          1.464E+021    9.229E+020    9.229E+020    0.003345      1927          2786          3.313E+017    1.846E+020    0             0             2.994E+020    2.994E+020    0.00698       2247          4927          6.076E+016    5.987E+019    0             0             3.763E+020    3.763E+020    0             1263          631.6         5.958E+017    0             0             0             7.007E+020    7.007E+020    -0.3417       2.3E+006      1.336E+006    5.244E+014    7.007E+019    0             0             
(54,28)	3.436E+005    64.67         -0.6604       2.877E+006    1.666E+006    0.01192       2.499E-018    2.124E+021    5.794E+021    -0.3963       2.158E+006    1.215E+006    4.768E+015    0             3978          3.67E+021     2.134E+021    2.134E+021    0.003701      1620          2082          1.025E+018    4.268E+020    0             0             4.463E+019    4.463E+019    0.007904      1722          3577          1.248E+016    8.926E+018    0             0             8.987E+020    8.987E+020    0             1263          631.6         1.423E+018    0             0             0             5.489E+019    5.489E+019    -0.3417       2.3E+006      1.267E+006    4.33E+013     5.489E+018    0             0             
(16,29)	5.811E+005    21.84         -0.5448       1.722E+006    1.177E+006    0.002213      8.947E-019    5.165E+020    2.067E+021    -0.3269       1.291E+006    8.356E+005    2.473E+015    0             1585          1.55E+021     9.481E+020    9.481E+020    0.003292      1981          2904          3.265E+017    1.896E+020    0             0             3.896E+020    3.896E+020    0.006776      2314          5094          7.648E+016    7.792E+019    0             0             3.818E+020    3.818E+020    0             1263          631.6         6.045E+017    0             0             0             8.213E+020    8.213E+020    -0.3417       2.3E+006      1.349E+006    6.09E+014     8.213E+019    0             0             
(54,29)	4.255E+005    58.23         -0.6365       2.71E+006     1.626E+006    0.01243       2.216E-018    2.602E+021    6.608E+021    -0.3819       2.032E+006    1.179E+006    5.607E+015    0             4365          4.006E+021    2.665E+021    2.665E+021    0.003548      1746          2382          1.118E+018    5.329E+020    0             0             7.533E+019    7.533E+019    0.007604      1968          4219          1.785E+016    1.507E+019    0             0             1.088E+021    1.088E+021    0             1263          631.6         1.722E+018    0             0             0             1.375E+020    1.375E+020    -0.3417       2.3E+006      1.295E+006    1.061E+014    1.375E+019    0             0             
(16,30)	5.889E+005    22.14         -0.5463       1.699E+006    1.171E+006    0.002117      8.708E-019    4.641E+020    2.018E+021    -0.3278       1.274E+006    8.3E+005      2.432E+015    0             1579          1.554E+021    8.993E+020    8.993E+020    0.003281      1993          2929          3.071E+017    1.799E+020    0             0             4.488E+020    4.488E+020    0.006732      2327          5128          8.752E+016    8.977E+019    0             0             3.592E+020    3.592E+020    0             1263          631.6         5.686E+017    0             0             0             8.841E+020    8.841E+020    -0.3417       2.3E+006      1.351E+006    6.543E+014    8.841E+019    0             0             
(54,30)	5.154E+005    47.34         -0.6068       2.502E+006    1.564E+006    0.0114        1.89E-018     2.785E+021    6.792E+021    -0.3641       1.877E+006    1.126E+006    6.032E+015    0             4372          4.007E+021    2.955E+021    2.955E+021    0.003388      1881          2687          1.1E+018      5.909E+020    0             0             1.524E+020    1.524E+020    0.007146      2187          4777          3.19E+016     3.047E+019    0             0             1.197E+021    1.197E+021    0             1263          631.6         1.894E+018    0             0             0             3.22E+020     3.22E+020     -0.3417       2.3E+006      1.326E+006    2.428E+014    3.22E+019     0             0             
(16,31)	5.806E+005    21.83         -0.5475       1.678E+006    1.157E+006    0.00197       8.503E-019    3.927E+020    1.901E+021    -0.3285       1.259E+006    8.201E+005    2.317E+015    0             1523          1.508E+021    8.119E+020    8.119E+020    0.003293      1981          2902          2.797E+017    1.624E+020    0             0             4.839E+020    4.839E+020    0.006779      2313          5092          9.502E+016    9.677E+019    0             0             3.234E+020    3.234E+020    0             1263          631.6         5.12E+017     0             0             0             9.031E+020    9.031E+020    -0.3417       2.3E+006      1.348E+006    6.698E+014    9.031E+019    0             0             
(54,31)	5.931E+005    37.44         -0.58         2.296E+006    1.492E+006    0.009454      1.591E-018    2.572E+021    6.342E+021    -0.348        1.722E+006    1.067E+006    5.941E+015    0             4086          3.77E+021     2.88E+021     2.88E+021     0.003275      1999          2942          9.788E+017    5.759E+020    0             0             3.105E+020    3.105E+020    0.006709      2334          5146          6.034E+016    6.21E+019     0             0             1.198E+021    1.198E+021    0             1263          631.6         1.896E+018    0             0             0             6.18E+020     6.18E+020     -0.3417       2.3E+006      1.353E+006    4.569E+014    6.18E+019     0             0             
(16,32)	5.631E+005    21.17         -0.5486       1.661E+006    1.139E+006    0.001804      8.327E-019    3.191E+020    1.751E+021    -0.3291       1.246E+006    8.082E+005    2.167E+015    0             1438          1.432E+021    7.095E+020    7.095E+020    0.003318      1954          2846          2.493E+017    1.419E+020    0             0             4.996E+020    4.996E+020    0.006877      2282          5014          9.965E+016    9.993E+019    0             0             2.834E+020    2.834E+020    0             1263          631.6         4.487E+017    0             0             0             8.901E+020    8.901E+020    -0.3417       2.3E+006      1.342E+006    6.631E+014    8.901E+019    0             0             
(54,32)	6.43E+005     30.71         -0.5614       2.113E+006    1.418E+006    0.007347      1.348E-018    2.085E+021    5.5E+021      -0.3369       1.585E+006    1.009E+006    5.45E+015     0             3648          3.415E+021    2.505E+021    2.505E+021    0.003202      2072          3095          8.093E+017    5.009E+020    0             0             5.252E+020    5.252E+020    0.006494      2433          5392          9.741E+016    1.05E+020     0             0             1.103E+021    1.103E+021    0             1263          631.6         1.746E+018    0             0             0             9.449E+020    9.449E+020    -0.3417       2.3E+006      1.37E+006     6.898E+014    9.449E+019    0             0             
(16,33)	5.404E+005    20.32         -0.5495       1.646E+006    1.12E+006     0.001635      8.177E-019    2.512E+020    1.591E+021    -0.3297       1.234E+006    7.954E+005    2E+015        0             1339          1.34E+021     6.048E+020    6.048E+020    0.003352      1920          2771          2.183E+017    1.21E+020     0             0             5.003E+020    5.003E+020    0.007005      2238          4905          1.02E+017     1.001E+020    0             0             2.438E+020    2.438E+020    0             1263          631.6         3.86E+017     0             0             0             8.54E+020     8.54E+020     -0.3417       2.3E+006      1.335E+006    6.399E+014    8.54E+019     0             0             
(54,33)	6.667E+005    26.94         -0.5505       1.97E+006     1.352E+006    0.005567      1.172E-018    1.537E+021    4.556E+021    -0.3303       1.478E+006    9.591E+005    4.75E+015     0             3170          3.019E+021    2.031E+021    2.031E+021    0.00317       2107          3167          6.415E+017    4.063E+020    0             0             6.988E+020    6.988E+020    0.006395      2478          5503          1.27E+017     1.398E+020    0             0             9.463E+020    9.463E+020    0             1263          631.6         1.498E+018    0             0             0             1.194E+021    1.194E+021    -0.3417       2.3E+006      1.378E+006    8.663E+014    1.194E+020    0             0             
(16,34)	5.147E+005    19.35         -0.5502       1.633E+006    1.1E+006      0.001472      8.049E-019    1.923E+020    1.43E+021     -0.3301       1.225E+006    7.823E+005    1.828E+015    0             1233          1.238E+021    5.07E+020     5.07E+020     0.003389      1880          2684          1.889E+017    1.014E+020    0             0             4.867E+020    4.867E+020    0.007151      2186          4773          1.02E+017     9.734E+019    0             0             2.069E+020    2.069E+020    0             1263          631.6         3.275E+017    0             0             0             8.014E+020    8.014E+020    -0.3417       2.3E+006      1.326E+006    6.044E+014    8.014E+019    0             0             
(54,34)	6.646E+005    24.79         -0.5446       1.865E+006    1.294E+006    0.004256      1.05E-018     1.067E+021    3.717E+021    -0.3268       1.399E+006    9.165E+005    4.055E+015    0             2733          2.65E+021     1.59E+021     1.59E+021     0.003172      2104          3160          5.03E+017     3.18E+020     0             0             7.973E+020    7.973E+020    0.006404      2474          5493          1.451E+017    1.595E+020    0             0             7.731E+020    7.731E+020    0             1263          631.6         1.224E+018    0             0             0             1.32E+021     1.32E+021     -0.3417       2.3E+006      1.377E+006    9.588E+014    1.32E+020     0             0             
(16,35)	4.868E+005    18.3          -0.5509       1.622E+006    1.079E+006    0.001317      7.942E-019    1.435E+020    1.276E+021    -0.3305       1.217E+006    7.692E+005    1.659E+015    0             1124          1.132E+021    4.178E+020    4.178E+020    0.003439      1839          2593          1.611E+017    8.357E+019    0             0             4.63E+020     4.63E+020     0.007308      2125          4620          1.002E+017    9.259E+019    0             0             1.735E+020    1.735E+020    0             1263          631.6         2.747E+017    0             0             0             7.374E+020    7.374E+020    -0.3417       2.3E+006      1.316E+006    5.602E+014    7.374E+019    0             0             
(54,35)	6.467E+005    23.32         -0.5422       1.789E+006    1.245E+006    0.0033        9.658E-019    7.092E+020    3.011E+021    -0.3253       1.342E+006    8.812E+005    3.417E+015    0             2339          2.302E+021    1.212E+021    1.212E+021    0.003197      2078          3106          3.902E+017    2.424E+020    0             0             8.279E+020    8.279E+020    0.006478      2440          5410          1.53E+017     1.656E+020    0             0             6.118E+020    6.118E+020    0             1263          631.6         9.687E+017    0             0             0             1.331E+021    1.331E+021    -0.3417       2.3E+006      1.371E+006    9.707E+014    1.331E+020    0             0             
(16,36)	4.57E+005     17.18         -0.5514       1.613E+006    1.058E+006    0.001174      7.851E-019    1.043E+020    1.13E+021     -0.3309       1.21E+006     7.56E+005     1.495E+015    0             1016          1.026E+021    3.379E+020    3.379E+020    0.003492      1794          2493          1.355E+017    6.758E+019    0             0             4.325E+020    4.325E+020    0.007475      2056          4445          9.73E+016     8.649E+019    0             0             1.439E+020    1.439E+020    0             1263          631.6         2.278E+017    0             0             0             6.66E+020     6.66E+020     -0.3417       2.3E+006      1.306E+006    5.099E+014    6.66E+019     0             0             
(54,36)	6.19E+005     22.05         -0.5441       1.734E+006    1.204E+006    0.002596      9.073E-019    4.569E+020    2.438E+021    -0.3264       1.3E+006      8.522E+005    2.861E+015    0             1990          1.981E+021    9.178E+020    9.178E+020    0.003237      2038          3023          3.036E+017    1.836E+020    0             0             7.983E+020    7.983E+020    0.006593      2386          5274          1.514E+017    1.597E+020    0             0             4.753E+020    4.753E+020    0             1263          631.6         7.525E+017    0             0             0             1.259E+021    1.259E+021    -0.3417       2.3E+006      1.362E+006    9.249E+014    1.259E+020    0             0             
(16,37)	4.262E+005    16.02         -0.5519       1.605E+006    1.038E+006    0.00104       7.773E-019    7.375E+019    9.938E+020    -0.3311       1.204E+006    7.429E+005    1.338E+015    0             909.3         9.2E+020      2.74E+020     2.74E+020     0.003547      1747          2385          1.149E+017    5.48E+019     0             0             3.901E+020    3.901E+020    0.007601      1970          4225          9.234E+016    7.802E+019    0             0             1.179E+020    1.179E+020    0             1263          631.6         1.866E+017    0             0             0             5.903E+020    5.903E+020    -0.3417       2.3E+006      1.296E+006    4.556E+014    5.903E+019    0             0             
(54,37)	5.809E+005    20.68         -0.5466       1.693E+006    1.164E+006    0.002094      8.654E-019    2.89E+020     1.997E+021    -0.3279       1.27E+006     8.255E+005    2.42E+015     0             1701          1.708E+021    7.068E+020    7.068E+020    0.003292      1981          2903          2.435E+017    1.414E+020    0             0             7.258E+020    7.258E+020    0.006777      2313          5094          1.425E+017    1.452E+020    0             0             3.66E+020     3.66E+020     0             1263          631.6         5.794E+017    0             0             0             1.144E+021    1.144E+021    -0.3417       2.3E+006      1.349E+006    8.482E+014    1.144E+020    0             0             
(16,38)	3.934E+005    14.79         -0.5523       1.598E+006    1.016E+006    0.0009168     7.708E-019    5.094E+019    8.678E+020    -0.3314       1.199E+006    7.296E+005    1.189E+015    0             806.6         8.168E+020    2.197E+020    2.197E+020    0.003605      1696          2266          9.696E+016    4.395E+019    0             0             3.442E+020    3.442E+020    0.007722      1873          3974          8.661E+016    6.884E+019    0             0             9.521E+019    9.521E+019    0             1263          631.6         1.507E+017    0             0             0             5.129E+020    5.129E+020    -0.3417       2.3E+006      1.284E+006    3.993E+014    5.129E+019    0             0             
(54,38)	5.363E+005    19.17         -0.5484       1.663E+006    1.126E+006    0.00172       8.348E-019    1.787E+020    1.649E+021    -0.3291       1.247E+006    8.001E+005    2.06E+015     0             1455          1.47E+021     5.398E+020    5.398E+020    0.003358      1913          2757          1.958E+017    1.08E+020     0             0             6.434E+020    6.434E+020    0.007029      2230          4884          1.317E+017    1.287E+020    0             0             2.8E+020      2.8E+020      0             1263          631.6         4.432E+017    0             0             0             1.005E+021    1.005E+021    -0.3417       2.3E+006      1.333E+006    7.535E+014    1.005E+020    0             0             
(16,39)	3.578E+005    13.45         -0.5526       1.592E+006    9.94E+005     0.0008052     7.654E-019    3.449E+019    7.53E+020     -0.3316       1.194E+006    7.158E+005    1.052E+015    0             709.6         7.185E+020    1.729E+020    1.729E+020    0.003673      1642          2135          8.097E+016    3.458E+019    0             0             2.975E+020    2.975E+020    0.007852      1766          3692          8.058E+016    5.95E+019     0             0             7.553E+019    7.553E+019    0             1263          631.6         1.196E+017    0             0             0             4.358E+020    4.358E+020    -0.3417       2.3E+006      1.272E+006    3.426E+014    4.358E+019    0             0             
(54,39)	4.876E+005    17.56         -0.5498       1.64E+006     1.088E+006    0.001426      8.119E-019    1.074E+020    1.363E+021    -0.3299       1.23E+006     7.759E+005    1.757E+015    0             1238          1.256E+021    4.045E+020    4.045E+020    0.003437      1840          2596          1.558E+017    8.09E+019     0             0             5.579E+020    5.579E+020    0.007303      2127          4625          1.206E+017    1.116E+020    0             0             2.124E+020    2.124E+020    0             1263          631.6         3.363E+017    0             0             0             8.55E+020     8.55E+020     -0.3417       2.3E+006      1.317E+006    6.494E+014    8.55E+019     0             0             
(16,40)	3.185E+005    11.97         -0.5529       1.588E+006    9.7E+005      0.0007048     7.61E-019     2.308E+019    6.493E+020    -0.3317       1.191E+006    7.011E+005    9.261E+014    0             619.1         6.262E+020    1.322E+020    1.322E+020    0.00375       1582          1986          6.659E+016    2.644E+019    0             0             2.514E+020    2.514E+020    0.007996      1644          3369          7.464E+016    5.028E+019    0             0             5.853E+019    5.853E+019    0             1263          631.6         9.266E+016    0             0             0             3.603E+020    3.603E+020    -0.3417       2.3E+006      1.259E+006    2.863E+014    3.603E+019    0             0             
