t             dt        Er         epsilon    n0         n1         n2         n3         n4         n5         ElasLoss   R0         R1         R2         R3         R4         R5         R6         R7         V1         V2         V4         I1         Ic1         I2         Ic2         I4         Ic4         Q1         Q2         Q4         P0         
0             1E-012    47         2          1E+014     5E+013     5E+013     5E+013     1E+014     5E+013     1.84E+003  0          2.08E+013  0          2.24E+020  8.7E+012   2.03E+013  1.45E+013  2.14E+022  -300       -20        0          -1.3E-005  -1.3E-005  -1.03E-005 -1.03E-005 0          0          -2.33E-010 1.4E-010   9.11E-011  0          
1.678974E-012 1.18E-013 47         2.56       1.29E+014  4.95E+013  5E+013     5E+013     1E+014     4.86E+013  2.56E+003  2.43E+018  5.3E+013   1.61E+016  2.24E+020  8.7E+012   2.03E+013  1.44E+013  2.14E+022  -300       -20        0          -0.000117  -5.87E-006 -7.26E-005 -8.67E-006 -3.48E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.00439    
3.397259E-012 2.41E-013 47         3.11       1.56E+014  4.89E+013  5.01E+013  4.99E+013  1E+014     4.76E+013  3.33E+003  6.25E+019  8.79E+013  3.43E+018  2.25E+020  8.7E+012   2.03E+013  1.42E+013  2.14E+022  -300       -20        0          -2.05E-005 -2.57E-006 -2.01E-005 -7.65E-006 -1.83E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.00414    
6.839385E-012 5.13E-013 47         4.15       2.06E+014  4.8E+013   5.01E+013  4.98E+013  1E+014     4.64E+013  1.05E+004  1.48E+021  1.6E+014   1.03E+021  2.25E+020  8.7E+012   2.03E+013  1.4E+013   2.13E+022  -300       -20        0          3.44E-006  -5.21E-007 -6.85E-006 -6.61E-006 -1.39E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.0039     
1.337831E-011 8.52E-013 47         6          2.91E+014  4.66E+013  5.03E+013  4.97E+013  1E+014     4.48E+013  5.68E+004  8.39E+021  2.84E+014  1.21E+022  2.25E+020  8.7E+012   2.03E+013  1.36E+013  2.11E+022  -300       -20        0          8.51E-006  -7.75E-009 -3.04E-006 -6.01E-006 -1.26E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.0037     
2.561213E-011 1.83E-012 47         8.83       4.14E+014  4.5E+013   5.09E+013  4.94E+013  1E+014     4.26E+013  2.14E+005  2.96E+022  4.29E+014  5.35E+022  2.28E+020  8.74E+012  2.04E+013  1.31E+013  2.08E+022  -300       -20        0          8.69E-006  5.9E-008   -1.9E-006  -5.61E-006 -1.21E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.00349    
5.321735E-011 3.89E-012 47         12.1       5.48E+014  4.36E+013  5.43E+013  4.87E+013  1.02E+014  3.87E+013  4.95E+005  5.99E+022  5.68E+014  1.37E+023  2.41E+020  8.94E+012  2.09E+013  1.29E+013  2.01E+022  -300       -20        0          7.82E-006  8.06E-008  -9.06E-007 -4.6E-006  -1.23E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.00319    
1.033838E-010 6.52E-012 47         13.2       6.12E+014  4.42E+013  6.33E+013  4.76E+013  1.05E+014  3.32E+013  6.18E+005  7.5E+022   6.69E+014  1.71E+023  2.79E+020  9.53E+012  2.22E+013  1.35E+013  1.9E+022   -300       -20        0          6.83E-006  8.11E-008  1.28E-007  -3.35E-006 -1.22E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.00287    
1.763443E-010 8.25E-012 47         13.1       6.08E+014  4.42E+013  7.65E+013  4.6E+013   1.11E+014  2.67E+013  5.93E+005  7.54E+022  7.42E+014  1.58E+023  3.37E+020  1.06E+013  2.47E+013  1.47E+013  1.75E+022  -300       -20        0          8.07E-006  7.71E-008  1.92E-006  -2.37E-006 -1.06E-005 0          -2.33E-010 1.4E-010   9.11E-011  0.0025     
2.801736E-010 1.33E-011 47         12.7       5.04E+014  3.85E+013  9.19E+013  4.41E+013  1.18E+014  1.93E+013  4.49E+005  6.1E+022   7.21E+014  1.14E+023  4.05E+020  1.21E+013  2.81E+013  1.46E+013  1.58E+022  -300       -20        0          5.01E-006  7.24E-008  1.49E-006  -1.61E-006 -8.88E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.00187    
4.018687E-010 1.06E-011 47         12.6       3.4E+014   2.76E+013  1.03E+014  4.21E+013  1.23E+014  1.26E+013  2.63E+005  3.84E+022  5.5E+014   6.25E+022  4.6E+020   1.35E+013  3.16E+013  1.15E+013  1.4E+022   -300       -20        0          2.41E-006  6.86E-008  7.33E-007  -1.08E-006 -5.3E-006  0          -2.33E-010 1.4E-010   9.11E-011  0.00116    
5.055171E-010 1.06E-011 47         12.6       2.28E+014  1.93E+013  1.09E+014  4.05E+013  1.26E+014  8.57E+012  1.57E+005  2.41E+022  3.88E+014  3.59E+022  4.88E+020  1.44E+013  3.35E+013  8.31E+012  1.28E+022  -300       -20        0          2.51E-006  6.62E-008  1.23E-006  -7.71E-007 -3.52E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.000738   
6.172318E-010 1.2E-011  47         12.7       1.47E+014  1.29E+013  1.13E+014  3.91E+013  1.28E+014  5.63E+012  9.2E+004   1.47E+022  2.57E+014  2.03E+022  5.06E+020  1.49E+013  3.48E+013  5.64E+012  1.18E+022  -300       -20        0          1.88E-006  6.42E-008  1.02E-006  -5.34E-007 -2.02E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.000464   
7.456294E-010 1.38E-011 47         12.9       9.12E+013  8.18E+012  1.16E+014  3.75E+013  1.3E+014   3.48E+012  5.32E+004  8.67E+021  1.61E+014  1.15E+022  5.19E+020  1.53E+013  3.57E+013  3.59E+012  1.07E+022  -300       -20        0          1.3E-006   6.26E-008  7.32E-007  -3.48E-007 -1.24E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.000295   
8.888438E-010 1.48E-011 47         13.1       5.59E+013  5.05E+012  1.18E+014  3.59E+013  1.3E+014   2.05E+012  3.22E+004  5.21E+021  9.81E+013  7.05E+021  5.29E+020  1.55E+013  3.62E+013  2.21E+012  9.76E+021  -300       -20        0          9.33E-007  6.14E-008  5.09E-007  -2.16E-007 -7.84E-007 0          -2.33E-010 1.4E-010   9.11E-011  0.000199   
1.036357E-009 1.45E-011 47         13.3       3.58E+013  3.2E+012   1.2E+014   3.45E+013  1.31E+014  1.19E+012  2.15E+004  3.37E+021  6.19E+013  4.86E+021  5.37E+020  1.57E+013  3.66E+013  1.39E+012  8.91E+021  -300       -20        0          7.16E-007  6.05E-008  3.58E-007  -1.34E-007 -5.47E-007 0          -2.33E-010 1.4E-010   9.11E-011  0.000148   
1.178801E-009 1.4E-011  47         13.5       2.47E+013  2.16E+012  1.21E+014  3.32E+013  1.31E+014  7.09E+011  1.6E+004   2.41E+021  4.21E+013  3.77E+021  5.43E+020  1.58E+013  3.68E+013  9.34E+011  8.2E+021   -300       -20        0          5.63E-007  6E-008     2.46E-007  -8.65E-008 -4.45E-007 0          -2.33E-010 1.4E-010   9.11E-011  0.000121   
1.318469E-009 1.39E-011 47         13.6       1.84E+013  1.55E+012  1.22E+014  3.21E+013  1.31E+014  4.25E+011  1.3E+004   1.87E+021  3.08E+013  3.17E+021  5.48E+020  1.58E+013  3.69E+013  6.69E+011  7.6E+021   -300       -20        0          4.57E-007  5.96E-008  1.69E-007  -5.9E-008  -3.9E-007  0          -2.33E-010 1.4E-010   9.11E-011  0.000106   
1.456608E-009 1.37E-011 47         13.7       1.46E+013  1.19E+012  1.23E+014  3.1E+013   1.31E+014  2.57E+011  1.12E+004  1.56E+021  2.41E+013  2.83E+021  5.53E+020  1.59E+013  3.7E+013   5.13E+011  7.07E+021  -300       -20        0          3.9E-007   5.95E-008  1.2E-007   -4.29E-008 -3.56E-007 0          -2.33E-010 1.4E-010   9.11E-011  9.69E-005  
1.593183E-009 1.36E-011 47         13.8       1.23E+013  9.67E+011  1.24E+014  3.01E+013  1.31E+014  1.56E+011  1.02E+004  1.37E+021  2.01E+013  2.62E+021  5.57E+020  1.59E+013  3.71E+013  4.19E+011  6.61E+021  -300       -20        0          3.47E-007  5.94E-008  8.92E-008  -3.33E-008 -3.36E-007 0          -2.33E-010 1.4E-010   9.11E-011  9.13E-005  
1.728835E-009 1.35E-011 47         13.9       1.09E+013  8.33E+011  1.25E+014  2.92E+013  1.32E+014  9.54E+010  9.53E+003  1.26E+021  1.76E+013  2.49E+021  5.61E+020  1.59E+013  3.71E+013  3.61E+011  6.2E+021   -300       -20        0          3.19E-007  5.95E-008  6.94E-008  -2.76E-008 -3.23E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.78E-005  
1.863951E-009 1.35E-011 47         13.9       1E+013     7.49E+011  1.26E+014  2.83E+013  1.32E+014  5.83E+010  9.11E+003  1.18E+021  1.61E+013  2.41E+021  5.64E+020  1.59E+013  3.72E+013  3.25E+011  5.84E+021  -300       -20        0          3.01E-007  5.97E-008  5.69E-008  -2.42E-008 -3.16E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.56E-005  
1.998753E-009 1.35E-011 47         14         9.43E+012  6.96E+011  1.27E+014  2.76E+013  1.32E+014  3.57E+010  8.84E+003  1.14E+021  1.51E+013  2.35E+021  5.67E+020  1.6E+013   3.72E+013  3.03E+011  5.5E+021   -300       -20        0          2.9E-007   5.99E-008  4.9E-008   -2.21E-008 -3.1E-007  0          -2.33E-010 1.4E-010   9.11E-011  8.41E-005  
2.133373E-009 1.35E-011 47         14         9.06E+012  6.62E+011  1.27E+014  2.68E+013  1.32E+014  2.19E+010  8.66E+003  1.1E+021   1.45E+013  2.32E+021  5.71E+020  1.6E+013   3.73E+013  2.89E+011  5.2E+021   -300       -20        0          2.82E-007  6.02E-008  4.4E-008   -2.08E-008 -3.07E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.31E-005  
2.267889E-009 1.34E-011 47         14.1       8.82E+012  6.39E+011  1.28E+014  2.62E+013  1.32E+014  1.34E+010  8.54E+003  1.08E+021  1.41E+013  2.29E+021  5.73E+020  1.6E+013   3.73E+013  2.79E+011  4.93E+021  -300       -20        0          2.77E-007  6.05E-008  4.08E-008  -1.99E-008 -3.05E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.24E-005  
2.402347E-009 1.34E-011 47         14.1       8.66E+012  6.24E+011  1.29E+014  2.55E+013  1.32E+014  8.24E+009  8.46E+003  1.07E+021  1.38E+013  2.28E+021  5.76E+020  1.6E+013   3.74E+013  2.73E+011  4.68E+021  -300       -20        0          2.74E-007  6.08E-008  3.87E-008  -1.94E-008 -3.03E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.19E-005  
2.536773E-009 1.34E-011 47         14.1       8.55E+012  6.14E+011  1.29E+014  2.49E+013  1.32E+014  5.06E+009  8.4E+003   1.06E+021  1.37E+013  2.27E+021  5.79E+020  1.61E+013  3.75E+013  2.69E+011  4.44E+021  -300       -20        0          2.71E-007  6.12E-008  3.73E-008  -1.9E-008  -3.02E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.15E-005  
2.671183E-009 1.34E-011 47         14.1       8.48E+012  6.07E+011  1.3E+014   2.43E+013  1.32E+014  3.1E+009   8.37E+003  1.05E+021  1.36E+013  2.26E+021  5.81E+020  1.61E+013  3.75E+013  2.66E+011  4.23E+021  -300       -20        0          2.7E-007   6.16E-008  3.65E-008  -1.88E-008 -3.01E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.12E-005  
2.805584E-009 1.34E-011 47         14.1       8.42E+012  6.02E+011  1.3E+014   2.38E+013  1.32E+014  1.91E+009  8.35E+003  1.05E+021  1.35E+013  2.26E+021  5.84E+020  1.61E+013  3.76E+013  2.65E+011  4.04E+021  -300       -20        0          2.68E-007  6.2E-008   3.59E-008  -1.85E-008 -3.01E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.1E-005   
2.939983E-009 1.34E-011 47         14.1       8.39E+012  5.98E+011  1.31E+014  2.33E+013  1.32E+014  1.17E+009  8.34E+003  1.04E+021  1.34E+013  2.26E+021  5.86E+020  1.61E+013  3.76E+013  2.64E+011  3.85E+021  -300       -20        0          2.68E-007  6.24E-008  3.55E-008  -1.84E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.09E-005  
3.074382E-009 1.34E-011 47         14.2       8.37E+012  5.96E+011  1.31E+014  2.28E+013  1.32E+014  7.18E+008  8.34E+003  1.04E+021  1.34E+013  2.26E+021  5.88E+020  1.61E+013  3.77E+013  2.63E+011  3.69E+021  -300       -20        0          2.67E-007  6.29E-008  3.53E-008  -1.82E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.07E-005  
3.208781E-009 1.34E-011 47         14.2       8.35E+012  5.94E+011  1.32E+014  2.23E+013  1.32E+014  4.41E+008  8.34E+003  1.04E+021  1.34E+013  2.26E+021  5.91E+020  1.62E+013  3.77E+013  2.63E+011  3.53E+021  -300       -20        0          2.66E-007  6.34E-008  3.51E-008  -1.81E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.07E-005  
3.343183E-009 1.34E-011 47         14.2       8.35E+012  5.93E+011  1.32E+014  2.19E+013  1.32E+014  2.71E+008  8.35E+003  1.04E+021  1.34E+013  2.27E+021  5.93E+020  1.62E+013  3.78E+013  2.62E+011  3.38E+021  -300       -20        0          2.66E-007  6.38E-008  3.5E-008   -1.79E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.06E-005  
3.477586E-009 1.34E-011 47         14.2       8.35E+012  5.93E+011  1.33E+014  2.14E+013  1.32E+014  1.66E+008  8.37E+003  1.04E+021  1.34E+013  2.27E+021  5.95E+020  1.62E+013  3.78E+013  2.63E+011  3.25E+021  -300       -20        0          2.66E-007  6.43E-008  3.5E-008   -1.78E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.06E-005  
3.611993E-009 1.34E-011 47         14.2       8.35E+012  5.92E+011  1.33E+014  2.1E+013   1.32E+014  1.02E+008  8.39E+003  1.05E+021  1.34E+013  2.28E+021  5.96E+020  1.62E+013  3.79E+013  2.63E+011  3.12E+021  -300       -20        0          2.66E-007  6.48E-008  3.5E-008   -1.77E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.06E-005  
3.746404E-009 1.34E-011 47         14.2       8.36E+012  5.93E+011  1.33E+014  2.07E+013  1.32E+014  6.26E+007  8.41E+003  1.05E+021  1.35E+013  2.29E+021  5.98E+020  1.63E+013  3.8E+013   2.63E+011  3E+021     -300       -20        0          2.65E-007  6.53E-008  3.5E-008   -1.76E-008 -3E-007    0          -2.33E-010 1.4E-010   9.11E-011  8.06E-005  
3.880821E-009 1.34E-011 47         14.2       8.37E+012  5.93E+011  1.34E+014  2.03E+013  1.32E+014  3.85E+007  8.43E+003  1.05E+021  1.35E+013  2.29E+021  6E+020     1.63E+013  3.8E+013   2.64E+011  2.89E+021  -300       -20        0          2.65E-007  6.58E-008  3.5E-008   -1.75E-008 -3.01E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.06E-005  
4.015246E-009 1.34E-011 47         14.2       8.39E+012  5.94E+011  1.34E+014  1.99E+013  1.32E+014  2.36E+007  8.46E+003  1.05E+021  1.36E+013  2.3E+021   6.02E+020  1.63E+013  3.81E+013  2.65E+011  2.79E+021  -300       -20        0          2.65E-007  6.63E-008  3.51E-008  -1.74E-008 -3.01E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.07E-005  
4.149685E-009 1.34E-011 47         14.2       8.41E+012  5.95E+011  1.35E+014  1.96E+013  1.32E+014  1.45E+007  8.49E+003  1.06E+021  1.36E+013  2.31E+021  6.03E+020  1.64E+013  3.82E+013  2.66E+011  2.69E+021  -300       -20        0          2.66E-007  6.68E-008  3.52E-008  -1.73E-008 -3.01E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.07E-005  
4.284145E-009 1.34E-011 47         14.2       8.43E+012  5.96E+011  1.35E+014  1.93E+013  1.32E+014  8.9E+006   8.52E+003  1.06E+021  1.37E+013  2.32E+021  6.05E+020  1.64E+013  3.82E+013  2.67E+011  2.6E+021   -300       -20        0          2.66E-007  6.73E-008  3.52E-008  -1.73E-008 -3.02E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.08E-005  
4.418641E-009 1.35E-011 47         14.2       8.45E+012  5.97E+011  1.35E+014  1.9E+013   1.32E+014  5.47E+006  8.55E+003  1.06E+021  1.37E+013  2.33E+021  6.07E+020  1.64E+013  3.83E+013  2.68E+011  2.52E+021  -300       -20        0          2.66E-007  6.78E-008  3.53E-008  -1.72E-008 -3.02E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.09E-005  
4.553194E-009 1.35E-011 47         14.2       8.48E+012  5.99E+011  1.36E+014  1.87E+013  1.33E+014  3.36E+006  8.59E+003  1.07E+021  1.38E+013  2.34E+021  6.08E+020  1.64E+013  3.84E+013  2.69E+011  2.44E+021  -300       -20        0          2.66E-007  6.83E-008  3.54E-008  -1.71E-008 -3.03E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.09E-005  
4.687839E-009 1.35E-011 47         14.2       8.51E+012  6E+011     1.36E+014  1.84E+013  1.33E+014  2.07E+006  8.63E+003  1.07E+021  1.38E+013  2.35E+021  6.09E+020  1.65E+013  3.84E+013  2.7E+011   2.36E+021  -300       -20        0          2.66E-007  6.88E-008  3.55E-008  -1.7E-008  -3.03E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.1E-005   
4.822636E-009 1.35E-011 47         14.2       8.54E+012  6.02E+011  1.36E+014  1.81E+013  1.33E+014  1.27E+006  8.66E+003  1.07E+021  1.39E+013  2.36E+021  6.11E+020  1.65E+013  3.85E+013  2.71E+011  2.29E+021  -300       -20        0          2.67E-007  6.93E-008  3.55E-008  -1.7E-008  -3.03E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.11E-005  
4.957681E-009 1.35E-011 47         14.2       8.57E+012  6.04E+011  1.37E+014  1.78E+013  1.33E+014  7.85E+005  8.7E+003   1.08E+021  1.4E+013   2.37E+021  6.12E+020  1.65E+013  3.86E+013  2.72E+011  2.23E+021  -300       -20        0          2.67E-007  6.98E-008  3.56E-008  -1.69E-008 -3.04E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.13E-005  
5.09313E-009  1.36E-011 47         14.2       8.6E+012   6.06E+011  1.37E+014  1.76E+013  1.33E+014  4.85E+005  8.74E+003  1.08E+021  1.41E+013  2.39E+021  6.14E+020  1.66E+013  3.86E+013  2.74E+011  2.16E+021  -300       -20        0          2.67E-007  7.03E-008  3.56E-008  -1.69E-008 -3.05E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.14E-005  
5.229247E-009 1.37E-011 47         14.2       8.64E+012  6.08E+011  1.37E+014  1.73E+013  1.33E+014  3.01E+005  8.79E+003  1.09E+021  1.41E+013  2.4E+021   6.15E+020  1.66E+013  3.87E+013  2.75E+011  2.1E+021   -300       -20        0          2.67E-007  7.08E-008  3.56E-008  -1.68E-008 -3.05E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.15E-005  
5.366464E-009 1.38E-011 47         14.2       8.67E+012  6.1E+011   1.37E+014  1.71E+013  1.33E+014  1.89E+005  8.83E+003  1.09E+021  1.42E+013  2.41E+021  6.16E+020  1.66E+013  3.88E+013  2.77E+011  2.05E+021  -300       -20        0          2.67E-007  7.13E-008  3.55E-008  -1.68E-008 -3.06E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.16E-005  
5.505515E-009 1.4E-011  47         14.2       8.71E+012  6.13E+011  1.38E+014  1.69E+013  1.33E+014  1.19E+005  8.87E+003  1.1E+021   1.43E+013  2.42E+021  6.18E+020  1.67E+013  3.89E+013  2.78E+011  1.99E+021  -300       -20        0          2.67E-007  7.19E-008  3.53E-008  -1.67E-008 -3.07E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.18E-005  
5.64766E-009  1.45E-011 47         14.2       8.75E+012  6.15E+011  1.38E+014  1.66E+013  1.33E+014  7.67E+004  8.92E+003  1.1E+021   1.44E+013  2.44E+021  6.19E+020  1.67E+013  3.9E+013   2.8E+011   1.94E+021  -300       -20        0          2.66E-007  7.24E-008  3.48E-008  -1.67E-008 -3.07E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.19E-005  
5.795152E-009 1.52E-011 47         14.2       8.79E+012  6.18E+011  1.38E+014  1.64E+013  1.33E+014  5.07E+004  8.97E+003  1.11E+021  1.45E+013  2.45E+021  6.2E+020   1.67E+013  3.9E+013   2.82E+011  1.89E+021  -300       -20        0          2.65E-007  7.3E-008   3.4E-008   -1.66E-008 -3.08E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.21E-005  
5.952259E-009 1.65E-011 47         14.2       8.84E+012  6.21E+011  1.39E+014  1.62E+013  1.33E+014  3.47E+004  9.02E+003  1.12E+021  1.46E+013  2.47E+021  6.22E+020  1.68E+013  3.91E+013  2.83E+011  1.84E+021  -300       -20        0          2.62E-007  7.36E-008  3.25E-008  -1.66E-008 -3.09E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.23E-005  
6.127975E-009 1.92E-011 47         14.2       8.89E+012  6.24E+011  1.39E+014  1.59E+013  1.33E+014  2.49E+004  9.08E+003  1.12E+021  1.47E+013  2.48E+021  6.23E+020  1.68E+013  3.92E+013  2.86E+011  1.78E+021  -300       -20        0          2.57E-007  7.42E-008  2.97E-008  -1.65E-008 -3.11E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.25E-005  
6.346338E-009 2.65E-011 47         14.2       8.96E+012  6.28E+011  1.39E+014  1.56E+013  1.34E+014  1.89E+004  9.16E+003  1.13E+021  1.48E+013  2.5E+021   6.25E+020  1.69E+013  3.94E+013  2.88E+011  1.72E+021  -300       -20        0          2.46E-007  7.51E-008  2.39E-008  -1.65E-008 -3.12E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.28E-005  
6.71246E-009  5.74E-011 47         14.2       9.07E+012  6.36E+011  1.4E+014   1.51E+013  1.34E+014  1.53E+004  9.28E+003  1.15E+021  1.51E+013  2.54E+021  6.28E+020  1.7E+013   3.96E+013  2.92E+011  1.64E+021  -300       -20        0          2.24E-007  7.64E-008  1.2E-008   -1.64E-008 -3.13E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.33E-005  
7.626641E-009 1.49E-010 47         14.3       9.35E+012  6.54E+011  1.42E+014  1.41E+013  1.34E+014  1.41E+004  9.58E+003  1.18E+021  1.56E+013  2.62E+021  6.34E+020  1.72E+013  4.01E+013  3.03E+011  1.47E+021  -300       -20        0          2.2E-007   7.99E-008  9.13E-009  -1.62E-008 -3.18E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.45E-005  
9.99779E-009  3.86E-010 47         14.3       1.01E+013  7.04E+011  1.45E+014  1.21E+013  1.36E+014  1.46E+004  1.04E+004  1.28E+021  1.72E+013  2.86E+021  6.49E+020  1.79E+013  4.18E+013  3.33E+011  1.2E+021   -300       -20        0          2.32E-007  8.88E-008  1.09E-008  -1.59E-008 -3.27E-007 0          -2.33E-010 1.4E-010   9.11E-011  8.83E-005  
1.614794E-008 1E-009    47         14.4       1.25E+013  8.57E+011  1.55E+014  8.91E+012  1.44E+014  1.62E+004  1.28E+004  1.56E+021  2.25E+013  3.55E+021  6.88E+020  2.02E+013  4.71E+013  4.31E+011  9.47E+020  -300       -20        0          3.17E-007  1.14E-007  3.63E-008  -1.54E-008 -3.72E-007 0          -2.33E-010 1.4E-010   9.11E-011  0.000101   
2.784548E-008 1.12E-009 47         14.4       1.91E+013  1.3E+012   1.8E+014   5.87E+012  1.65E+014  2.13E+004  2.01E+004  2.42E+021  4.18E+013  5.6E+021   7.94E+020  2.78E+013  6.48E+013  7.95E+011  8.69E+020  -300       -20        0          4.51E-007  1.79E-007  5.44E-008  -1.53E-008 -5.08E-007 0          -2.33E-010 1.4E-010   9.11E-011  0.000137   
3.873744E-008 9.81E-010 47         14.4       2.76E+013  1.86E+012  2.18E+014  4.57E+012  1.96E+014  3.04E+004  2.92E+004  3.5E+021   7.64E+013  8.14E+021  9.57E+020  4.14E+013  9.67E+013  1.45E+012  9.41E+020  -300       -20        0          5.87E-007  2.65E-007  5.91E-008  -1.66E-008 -6.87E-007 0          -2.33E-010 1.4E-010   9.11E-011  0.000186   
4.829416E-008 9.42E-010 47         14.4       3.66E+013  2.46E+012  2.66E+014  4.2E+012   2.35E+014  4.44E+004  3.92E+004  4.7E+021   1.3E+014   1.09E+022  1.17E+021  6.32E+013  1.47E+014  2.45E+012  1.09E+021  -300       -20        0          7.8E-007   3.5E-007   8.85E-008  -1.87E-008 -8.9E-007  0          -2.33E-010 1.4E-010   9.11E-011  0.00024    
5.771348E-008 9.5E-010  47         14.4       4.59E+013  3.08E+012  3.3E+014   4.36E+012  2.84E+014  6.65E+004  4.94E+004  5.93E+021  2.07E+014  1.38E+022  1.45E+021  9.83E+013  2.29E+014  3.91E+012  1.32E+021  -300       -20        0          9.79E-007  4.38E-007  1.12E-007  -2.11E-008 -1.12E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.000301   
6.735384E-008 9.8E-010  47         14.4       5.7E+013   3.81E+012  4.12E+014  4.89E+012  3.46E+014  1.02E+005  6.14E+004  7.36E+021  3.27E+014  1.71E+022  1.81E+021  1.55E+014  3.62E+014  6.15E+012  1.63E+021  -300       -20        0          1.21E-006  5.46E-007  1.34E-007  -2.42E-008 -1.41E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.000377   
7.725349E-008 1E-009    47         14.4       7.15E+013  4.78E+012  5.19E+014  5.77E+012  4.27E+014  1.59E+005  7.72E+004  9.24E+021  5.22E+014  2.16E+022  2.28E+021  2.49E+014  5.8E+014   9.81E+012  2.05E+021  -300       -20        0          1.56E-006  6.94E-007  1.8E-007   -2.84E-008 -1.76E-006 0          -2.33E-010 1.4E-010   9.11E-011  0.000476   
8.729046E-008 1.01E-009 47         14.4       9.11E+013  6.07E+012  6.59E+014  7.03E+012  5.3E+014   2.53E+005  9.87E+004  1.18E+022  8.5E+014   2.76E+022  2.88E+021  4.02E+014  9.38E+014  1.59E+013  2.59E+021  -300       -20        0          2.01E-006  8.95E-007  2.4E-007   -3.42E-008 -2.24E-006 0          -2.33E-010 1.4E-010   9.12E-011  0.000608   
9.736333E-008 1.01E-009 46.9       14.4       1.17E+014  7.78E+012  8.39E+014  8.73E+012  6.62E+014  4.05E+005  1.27E+005  1.51E+022  1.4E+015   3.55E+022  3.67E+021  6.55E+014  1.53E+015  2.62E+013  3.3E+021   -300       -20        0          2.55E-006  1.16E-006  2.91E-007  -4.19E-008 -2.89E-006 0          -2.33E-010 1.4E-010   9.12E-011  0.000781   
1.074514E-007 1.01E-009 46.9       14.3       1.5E+014   9.98E+012  1.07E+015  1.1E+013   8.33E+014  6.56E+005  1.63E+005  1.94E+022  2.3E+015   4.57E+022  4.7E+021   1.07E+015  2.5E+015   4.31E+013  4.21E+021  -300       -20        0          3.28E-006  1.49E-006  3.74E-007  -5.21E-008 -3.71E-006 0          -2.33E-010 1.4E-010   9.12E-011  0.001      
1.175659E-007 1.01E-009 46.9       14.3       1.93E+014  1.28E+013  1.38E+015  1.39E+013  1.05E+015  1.07E+006  2.09E+005  2.5E+022   3.8E+015   5.87E+022  6.02E+021  1.76E+015  4.12E+015  7.1E+013   5.4E+021   -300       -20        0          4.24E-006  1.93E-006  4.93E-007  -6.55E-008 -4.76E-006 0          -2.33E-010 1.4E-010   9.13E-011  0.00129    
1.277108E-007 1.02E-009 46.9       14.3       2.48E+014  1.65E+013  1.77E+015  1.78E+013  1.34E+015  1.75E+006  2.69E+005  3.21E+022  6.28E+015  7.55E+022  7.72E+021  2.91E+015  6.79E+015  1.17E+014  6.92E+021  -300       -20        0          5.42E-006  2.48E-006  6.18E-007  -8.28E-008 -6.13E-006 0          -2.33E-010 1.4E-010   9.13E-011  0.00166    
