t             dt        Er         epsilon    n0         n1         n2         n3         n4         n5         ElasLoss   R0         R1         R2         R3         R4         R5         R6         R7         V1         V2         V4         I1         Ic1         I2         Ic2         I4         Ic4         Q1         Q2         Q4         P0         
6.877499E-005 2E-008    4.6        5.82       1.97E+011  3.57E+010  2.36E+012  1.27E+013  1E+017     4.73E+010  6.2        7.55E+017  2.59E+014  1.43E+017  1.06E+019  1.33E+019  3.1E+019   1.28E+013  2.9E+014   0          20         0          -1.49E-009 -2.86E-010 -1.87E-009 -5.39E-010 3.41E-009  0          1.1E-011   2.03E-011  4.6E-011   6.28E-008  
6.897499E-005 2E-008    4.6        5.82       1.91E+011  3.47E+010  2.3E+012   1.23E+013  9.88E+016  4.6E+010   6.02       7.34E+017  2.48E+014  1.39E+017  1.03E+019  1.29E+019  3.01E+019  1.22E+013  2.81E+014  0          20         0          -1.48E-009 -2.78E-010 -1.83E-009 -5.23E-010 3.3E-009   0          1.1E-011   2.03E-011  4.6E-011   6.11E-008  
6.917499E-005 2E-008    4.6        5.82       1.86E+011  3.37E+010  2.23E+012  1.2E+013   9.74E+016  4.47E+010  5.85       7.13E+017  2.38E+014  1.35E+017  1E+019     1.25E+019  2.93E+019  1.17E+013  2.73E+014  0          20         0          -1.44E-009 -2.7E-010  -1.78E-009 -5.09E-010 3.21E-009  0          1.1E-011   2.03E-011  4.6E-011   5.93E-008  
6.937499E-005 2E-008    4.6        5.82       1.81E+011  3.27E+010  2.17E+012  1.16E+013  9.6E+016   4.34E+010  5.69       6.93E+017  2.28E+014  1.31E+017  9.76E+018  1.22E+019  2.85E+019  1.12E+013  2.66E+014  0          20         0          -1.42E-009 -2.62E-010 -1.74E-009 -4.95E-010 3.12E-009  0          1.1E-011   2.03E-011  4.6E-011   5.77E-008  
6.957499E-005 2E-008    4.6        5.82       1.76E+011  3.18E+010  2.11E+012  1.13E+013  9.47E+016  4.22E+010  5.53       6.73E+017  2.18E+014  1.28E+017  9.49E+018  1.19E+019  2.77E+019  1.08E+013  2.58E+014  0          20         0          -1.33E-009 -2.55E-010 -1.66E-009 -4.81E-010 3.04E-009  0          1.1E-011   2.03E-011  4.6E-011   5.61E-008  
6.977499E-005 2E-008    4.6        5.82       1.71E+011  3.09E+010  2.05E+012  1.1E+013   9.33E+016  4.1E+010   5.37       6.55E+017  2.09E+014  1.24E+017  9.22E+018  1.15E+019  2.69E+019  1.03E+013  2.51E+014  0          20         0          -1.32E-009 -2.48E-010 -1.63E-009 -4.67E-010 2.95E-009  0          1.1E-011   2.03E-011  4.6E-011   5.45E-008  
6.997499E-005 2E-008    4.6        5.82       1.66E+011  3.01E+010  1.99E+012  1.07E+013  9.2E+016   3.99E+010  5.22       6.36E+017  2E+014     1.21E+017  8.96E+018  1.12E+019  2.61E+019  9.87E+012  2.44E+014  0          20         0          -1.28E-009 -2.41E-010 -1.59E-009 -4.54E-010 2.87E-009  0          1.1E-011   2.03E-011  4.6E-011   5.29E-008  
7.017499E-005 2E-008    4.6        5.82       1.61E+011  2.92E+010  1.94E+012  1.04E+013  9.07E+016  3.88E+010  5.08       6.18E+017  1.92E+014  1.17E+017  8.71E+018  1.09E+019  2.54E+019  9.46E+012  2.37E+014  0          20         0          -1.24E-009 -2.34E-010 -1.54E-009 -4.41E-010 2.79E-009  0          1.1E-011   2.03E-011  4.6E-011   5.15E-008  
7.037499E-005 2E-008    4.6        5.82       1.57E+011  2.84E+010  1.88E+012  1.01E+013  8.94E+016  3.77E+010  4.93       6.01E+017  1.84E+014  1.14E+017  8.47E+018  1.06E+019  2.47E+019  9.06E+012  2.3E+014   0          20         0          -1.24E-009 -2.28E-010 -1.52E-009 -4.29E-010 2.7E-009   0          1.1E-011   2.03E-011  4.6E-011   5E-008     
7.057499E-005 2E-008    4.6        5.82       1.52E+011  2.76E+010  1.83E+012  9.82E+012  8.82E+016  3.66E+010  4.79       5.84E+017  1.76E+014  1.11E+017  8.23E+018  1.03E+019  2.4E+019   8.69E+012  2.24E+014  0          20         0          -1.17E-009 -2.21E-010 -1.45E-009 -4.17E-010 2.63E-009  0          1.1E-011   2.03E-011  4.6E-011   4.86E-008  
7.077499E-005 2E-008    4.6        5.82       1.48E+011  2.68E+010  1.78E+012  9.54E+012  8.69E+016  3.56E+010  4.66       5.68E+017  1.69E+014  1.08E+017  8E+018     9.99E+018  2.33E+019  8.32E+012  2.17E+014  0          20         0          -1.14E-009 -2.15E-010 -1.42E-009 -4.05E-010 2.56E-009  0          1.1E-011   2.03E-011  4.6E-011   4.72E-008  
7.097499E-005 2E-008    4.6        5.82       1.44E+011  2.61E+010  1.73E+012  9.27E+012  8.57E+016  3.46E+010  4.53       5.52E+017  1.62E+014  1.05E+017  7.77E+018  9.71E+018  2.27E+019  7.97E+012  2.11E+014  0          20         0          -1.11E-009 -2.09E-010 -1.38E-009 -3.94E-010 2.49E-009  0          1.1E-011   2.03E-011  4.6E-011   4.59E-008  
7.117499E-005 2E-008    4.6        5.82       1.4E+011   2.53E+010  1.68E+012  9.01E+012  8.45E+016  3.36E+010  4.4        5.36E+017  1.55E+014  1.02E+017  7.56E+018  9.44E+018  2.2E+019   7.64E+012  2.05E+014  0          20         0          -1.05E-009 -2.03E-010 -1.32E-009 -3.83E-010 2.42E-009  0          1.1E-011   2.03E-011  4.6E-011   4.46E-008  
7.137499E-005 2E-008    4.6        5.82       1.36E+011  2.46E+010  1.63E+012  8.76E+012  8.33E+016  3.27E+010  4.28       5.21E+017  1.49E+014  9.88E+016  7.34E+018  9.17E+018  2.14E+019  7.32E+012  2E+014     0          20         0          -1.08E-009 -1.97E-010 -1.32E-009 -3.72E-010 2.34E-009  0          1.1E-011   2.03E-011  4.6E-011   4.34E-008  
7.157499E-005 2E-008    4.6        5.82       1.32E+011  2.39E+010  1.59E+012  8.52E+012  8.21E+016  3.18E+010  4.16       5.07E+017  1.42E+014  9.6E+016   7.14E+018  8.92E+018  2.08E+019  7.02E+012  1.94E+014  0          20         0          -1.01E-009 -1.92E-010 -1.26E-009 -3.62E-010 2.28E-009  0          1.1E-011   2.03E-011  4.6E-011   4.22E-008  
7.177499E-005 2E-008    4.6        5.82       1.28E+011  2.33E+010  1.54E+012  8.28E+012  8.09E+016  3.09E+010  4.04       4.92E+017  1.37E+014  9.33E+016  6.94E+018  8.67E+018  2.02E+019  6.72E+012  1.89E+014  0          20         0          -9.92E-010 -1.86E-010 -1.23E-009 -3.51E-010 2.22E-009  0          1.1E-011   2.03E-011  4.6E-011   4.1E-008   
7.197499E-005 2E-008    4.6        5.82       1.25E+011  2.26E+010  1.5E+012   8.04E+012  7.98E+016  3E+010     3.93       4.79E+017  1.31E+014  9.07E+016  6.74E+018  8.42E+018  1.97E+019  6.44E+012  1.83E+014  0          20         0          -9.64E-010 -1.81E-010 -1.19E-009 -3.42E-010 2.16E-009  0          1.1E-011   2.03E-011  4.6E-011   3.98E-008  
7.217499E-005 2E-008    4.6        5.82       1.21E+011  2.2E+010   1.46E+012  7.82E+012  7.87E+016  2.92E+010  3.82       4.65E+017  1.25E+014  8.82E+016  6.55E+018  8.19E+018  1.91E+019  6.17E+012  1.78E+014  0          20         0          -9.6E-010  -1.76E-010 -1.18E-009 -3.32E-010 2.09E-009  0          1.1E-011   2.03E-011  4.6E-011   3.87E-008  
7.237499E-005 2E-008    4.6        5.82       1.18E+011  2.14E+010  1.42E+012  7.6E+012   7.76E+016  2.83E+010  3.71       4.52E+017  1.2E+014   8.57E+016  6.37E+018  7.96E+018  1.86E+019  5.92E+012  1.73E+014  0          20         0          -8.84E-010 -1.71E-010 -1.11E-009 -3.23E-010 2.04E-009  0          1.1E-011   2.03E-011  4.6E-011   3.76E-008  
7.257499E-005 2E-008    4.6        5.82       1.15E+011  2.08E+010  1.38E+012  7.39E+012  7.65E+016  2.75E+010  3.61       4.39E+017  1.15E+014  8.33E+016  6.19E+018  7.73E+018  1.8E+019   5.67E+012  1.68E+014  0          20         0          -8.74E-010 -1.66E-010 -1.09E-009 -3.14E-010 1.98E-009  0          1.1E-011   2.03E-011  4.6E-011   3.66E-008  
7.277499E-005 2E-008    4.6        5.82       1.11E+011  2.02E+010  1.34E+012  7.18E+012  7.54E+016  2.68E+010  3.51       4.27E+017  1.1E+014   8.1E+016   6.02E+018  7.52E+018  1.75E+019  5.43E+012  1.63E+014  0          20         0          -8.6E-010  -1.62E-010 -1.07E-009 -3.05E-010 1.92E-009  0          1.1E-011   2.03E-011  4.6E-011   3.55E-008  
7.297499E-005 2E-008    4.6        5.82       1.08E+011  1.96E+010  1.3E+012   6.98E+012  7.43E+016  2.6E+010   3.41       4.15E+017  1.06E+014  7.87E+016  5.85E+018  7.31E+018  1.7E+019   5.21E+012  1.59E+014  0          20         0          -8.36E-010 -1.57E-010 -1.04E-009 -2.96E-010 1.87E-009  0          1.1E-011   2.03E-011  4.6E-011   3.46E-008  
7.317499E-005 2E-008    4.6        5.82       1.05E+011  1.91E+010  1.26E+012  6.78E+012  7.33E+016  2.53E+010  3.31       4.03E+017  1.01E+014  7.65E+016  5.69E+018  7.1E+018   1.66E+019  4.99E+012  1.54E+014  0          20         0          -8.23E-010 -1.53E-010 -1.01E-009 -2.88E-010 1.82E-009  0          1.1E-011   2.03E-011  4.6E-011   3.36E-008  
7.337499E-005 2E-008    4.6        5.82       1.02E+011  1.85E+010  1.23E+012  6.59E+012  7.22E+016  2.46E+010  3.22       3.92E+017  9.71E+013  7.43E+016  5.53E+018  6.9E+018   1.61E+019  4.78E+012  1.5E+014   0          20         0          -7.64E-010 -1.48E-010 -9.61E-010 -2.8E-010  1.77E-009  0          1.1E-011   2.03E-011  4.6E-011   3.26E-008  
7.357499E-005 2E-008    4.6        5.82       9.94E+010  1.8E+010   1.19E+012  6.41E+012  7.12E+016  2.39E+010  3.13       3.81E+017  9.3E+013   7.23E+016  5.37E+018  6.71E+018  1.57E+019  4.58E+012  1.46E+014  0          20         0          -7.56E-010 -1.44E-010 -9.45E-010 -2.72E-010 1.72E-009  0          1.1E-011   2.03E-011  4.6E-011   3.17E-008  
7.377499E-005 2E-008    4.6        5.82       9.67E+010  1.75E+010  1.16E+012  6.23E+012  7.02E+016  2.32E+010  3.04       3.7E+017   8.91E+013  7.02E+016  5.22E+018  6.52E+018  1.52E+019  4.39E+012  1.42E+014  0          20         0          -7.46E-010 -1.4E-010  -9.25E-010 -2.65E-010 1.67E-009  0          1.1E-011   2.03E-011  4.6E-011   3.08E-008  
7.397499E-005 2E-008    4.6        5.82       9.39E+010  1.7E+010   1.13E+012  6.06E+012  6.92E+016  2.26E+010  2.96       3.6E+017   8.54E+013  6.83E+016  5.08E+018  6.34E+018  1.48E+019  4.21E+012  1.38E+014  0          20         0          -7.26E-010 -1.36E-010 -8.99E-010 -2.57E-010 1.62E-009  0          1.1E-011   2.03E-011  4.6E-011   3E-008     
7.417499E-005 2E-008    4.6        5.82       9.13E+010  1.65E+010  1.1E+012   5.89E+012  6.82E+016  2.2E+010   2.87       3.5E+017   8.19E+013  6.64E+016  4.93E+018  6.16E+018  1.44E+019  4.03E+012  1.34E+014  0          20         0          -7.05E-010 -1.32E-010 -8.74E-010 -2.5E-010  1.58E-009  0          1.1E-011   2.03E-011  4.6E-011   2.91E-008  
7.437499E-005 2E-008    4.6        5.82       8.88E+010  1.61E+010  1.07E+012  5.72E+012  6.73E+016  2.13E+010  2.79       3.4E+017   7.84E+013  6.45E+016  4.8E+018   5.99E+018  1.4E+019   3.86E+012  1.3E+014   0          20         0          -7.06E-010 -1.29E-010 -8.64E-010 -2.43E-010 1.53E-009  0          1.1E-011   2.03E-011  4.6E-011   2.83E-008  
7.457499E-005 2E-008    4.6        5.82       8.63E+010  1.56E+010  1.04E+012  5.56E+012  6.63E+016  2.07E+010  2.72       3.31E+017  7.52E+013  6.27E+016  4.66E+018  5.82E+018  1.36E+019  3.7E+012   1.26E+014  0          20         0          -6.93E-010 -1.25E-010 -8.43E-010 -2.36E-010 1.49E-009  0          1.1E-011   2.03E-011  4.6E-011   2.75E-008  
7.477499E-005 2E-008    4.6        5.82       8.39E+010  1.52E+010  1.01E+012  5.41E+012  6.54E+016  2.02E+010  2.64       3.21E+017  7.2E+013   6.09E+016  4.53E+018  5.66E+018  1.32E+019  3.55E+012  1.23E+014  0          20         0          -6.81E-010 -1.22E-010 -8.25E-010 -2.3E-010  1.44E-009  0          1.1E-011   2.03E-011  4.6E-011   2.68E-008  
7.497499E-005 2E-008    4.6        5.82       8.15E+010  1.48E+010  9.79E+011  5.26E+012  6.45E+016  1.96E+010  2.57       3.12E+017  6.9E+013   5.92E+016  4.4E+018   5.5E+018   1.28E+019  3.4E+012   1.19E+014  0          20         0          -6.28E-010 -1.18E-010 -7.8E-010  -2.23E-010 1.41E-009  0          1.1E-011   2.03E-011  4.6E-011   2.6E-008   
7.517499E-005 2E-008    4.6        5.82       7.92E+010  1.44E+010  9.52E+011  5.11E+012  6.36E+016  1.9E+010   2.49       3.04E+017  6.62E+013  5.76E+016  4.28E+018  5.35E+018  1.25E+019  3.26E+012  1.16E+014  0          20         0          -6.12E-010 -1.15E-010 -7.59E-010 -2.17E-010 1.37E-009  0          1.1E-011   2.03E-011  4.6E-011   2.53E-008  
7.537499E-005 2E-008    4.6        5.82       7.7E+010   1.4E+010   9.25E+011  4.97E+012  6.27E+016  1.85E+010  2.42       2.95E+017  6.34E+013  5.6E+016   4.16E+018  5.2E+018   1.21E+019  3.12E+012  1.13E+014  0          20         0          -5.95E-010 -1.12E-010 -7.37E-010 -2.11E-010 1.33E-009  0          1.1E-011   2.03E-011  4.6E-011   2.46E-008  
7.557499E-005 2E-008    4.6        5.82       7.49E+010  1.36E+010  8.99E+011  4.83E+012  6.18E+016  1.8E+010   2.36       2.87E+017  6.08E+013  5.44E+016  4.05E+018  5.05E+018  1.18E+019  2.99E+012  1.1E+014   0          20         0          -5.96E-010 -1.08E-010 -7.31E-010 -2.05E-010 1.29E-009  0          1.1E-011   2.03E-011  4.6E-011   2.39E-008  
7.577499E-005 2E-008    4.6        5.82       7.28E+010  1.32E+010  8.74E+011  4.69E+012  6.09E+016  1.75E+010  2.29       2.79E+017  5.82E+013  5.29E+016  3.93E+018  4.91E+018  1.15E+019  2.87E+012  1.07E+014  0          20         0          -5.84E-010 -1.05E-010 -7.13E-010 -1.99E-010 1.26E-009  0          1.1E-011   2.03E-011  4.6E-011   2.32E-008  
7.597499E-005 2E-008    4.6        5.82       7.07E+010  1.28E+010  8.5E+011   4.56E+012  6.01E+016  1.7E+010   2.23       2.71E+017  5.58E+013  5.14E+016  3.82E+018  4.77E+018  1.11E+019  2.75E+012  1.04E+014  0          20         0          -5.72E-010 -1.02E-010 -6.96E-010 -1.94E-010 1.22E-009  0          1.1E-011   2.03E-011  4.6E-011   2.26E-008  
7.617499E-005 2E-008    4.6        5.82       6.88E+010  1.25E+010  8.26E+011  4.43E+012  5.92E+016  1.65E+010  2.16       2.64E+017  5.35E+013  5E+016     3.72E+018  4.64E+018  1.08E+019  2.63E+012  1.01E+014  0          20         0          -5.19E-010 -9.96E-011 -6.51E-010 -1.88E-010 1.19E-009  0          1.1E-011   2.03E-011  4.6E-011   2.19E-008  
7.637499E-005 2E-008    4.6        5.82       6.68E+010  1.21E+010  8.03E+011  4.31E+012  5.84E+016  1.61E+010  2.1        2.56E+017  5.13E+013  4.86E+016  3.61E+018  4.51E+018  1.05E+019  2.53E+012  9.79E+013  0          20         0          -5.16E-010 -9.68E-011 -6.4E-010  -1.83E-010 1.15E-009  0          1.1E-011   2.03E-011  4.6E-011   2.13E-008  
7.657499E-005 2E-008    4.6        5.82       6.5E+010   1.18E+010  7.8E+011   4.19E+012  5.76E+016  1.56E+010  2.05       2.49E+017  4.91E+013  4.72E+016  3.51E+018  4.38E+018  1.02E+019  2.42E+012  9.51E+013  0          20         0          -5.02E-010 -9.41E-011 -6.22E-010 -1.78E-010 1.12E-009  0          1.1E-011   2.03E-011  4.6E-011   2.07E-008  
7.677499E-005 2E-008    4.6        5.82       6.32E+010  1.14E+010  7.59E+011  4.07E+012  5.67E+016  1.52E+010  1.99       2.42E+017  4.71E+013  4.59E+016  3.41E+018  4.26E+018  9.94E+018  2.32E+012  9.25E+013  0          20         0          -4.88E-010 -9.15E-011 -6.05E-010 -1.73E-010 1.09E-009  0          1.1E-011   2.03E-011  4.6E-011   2.02E-008  
7.697499E-005 2E-008    4.6        5.82       6.14E+010  1.11E+010  7.37E+011  3.96E+012  5.59E+016  1.48E+010  1.93       2.35E+017  4.51E+013  4.46E+016  3.32E+018  4.14E+018  9.67E+018  2.22E+012  8.99E+013  0          20         0          -4.75E-010 -8.89E-011 -5.88E-010 -1.68E-010 1.06E-009  0          1.1E-011   2.03E-011  4.6E-011   1.96E-008  
7.717499E-005 2E-008    4.6        5.82       5.97E+010  1.08E+010  7.17E+011  3.85E+012  5.52E+016  1.43E+010  1.88       2.29E+017  4.32E+013  4.34E+016  3.22E+018  4.03E+018  9.4E+018   2.13E+012  8.74E+013  0          20         0          -4.71E-010 -8.64E-011 -5.78E-010 -1.63E-010 1.03E-009  0          1.1E-011   2.03E-011  4.6E-011   1.9E-008   
7.737499E-005 2E-008    4.6        5.82       5.8E+010   1.05E+010  6.97E+011  3.74E+012  5.44E+016  1.39E+010  1.83       2.22E+017  4.15E+013  4.22E+016  3.13E+018  3.91E+018  9.13E+018  2.04E+012  8.49E+013  0          20         0          -4.73E-010 -8.4E-011  -5.73E-010 -1.59E-010 1E-009     0          1.1E-011   2.03E-011  4.6E-011   1.85E-008  
7.757499E-005 2E-008    4.6        5.82       5.64E+010  1.02E+010  6.77E+011  3.64E+012  5.36E+016  1.36E+010  1.77       2.16E+017  3.97E+013  4.1E+016   3.05E+018  3.8E+018   8.88E+018  1.96E+012  8.25E+013  0          20         0          -4.62E-010 -8.17E-011 -5.59E-010 -1.54E-010 9.74E-010  0          1.1E-011   2.03E-011  4.6E-011   1.8E-008   
7.777499E-005 2E-008    4.6        5.82       5.48E+010  9.93E+009  6.58E+011  3.53E+012  5.29E+016  1.32E+010  1.73       2.1E+017   3.81E+013  3.98E+016  2.96E+018  3.7E+018   8.63E+018  1.88E+012  8.02E+013  0          20         0          -4.03E-010 -7.94E-011 -5.1E-010  -1.5E-010  9.46E-010  0          1.1E-011   2.03E-011  4.6E-011   1.75E-008  
7.797499E-005 2E-008    4.6        5.82       5.33E+010  9.66E+009  6.4E+011   3.44E+012  5.21E+016  1.28E+010  1.68       2.04E+017  3.65E+013  3.87E+016  2.88E+018  3.6E+018   8.39E+018  1.8E+012   7.8E+013   0          20         0          -3.95E-010 -7.72E-011 -4.98E-010 -1.46E-010 9.19E-010  0          1.1E-011   2.03E-011  4.6E-011   1.7E-008   
7.817499E-005 2E-008    4.6        5.82       5.18E+010  9.39E+009  6.22E+011  3.34E+012  5.14E+016  1.25E+010  1.63       1.99E+017  3.5E+013   3.76E+016  2.8E+018   3.49E+018  8.15E+018  1.72E+012  7.58E+013  0          20         0          -4E-010    -7.5E-011  -4.96E-010 -1.42E-010 8.95E-010  0          1.1E-011   2.03E-011  4.6E-011   1.65E-008  
7.837499E-005 2E-008    4.6        5.82       5.04E+010  9.12E+009  6.05E+011  3.25E+012  5.07E+016  1.21E+010  1.58       1.93E+017  3.35E+013  3.66E+016  2.72E+018  3.4E+018   7.93E+018  1.65E+012  7.37E+013  0          20         0          -3.9E-010  -7.29E-011 -4.82E-010 -1.38E-010 8.7E-010   0          1.1E-011   2.03E-011  4.6E-011   1.61E-008  
7.857499E-005 2E-008    4.6        5.82       4.89E+010  8.87E+009  5.88E+011  3.16E+012  4.99E+016  1.18E+010  1.54       1.88E+017  3.21E+013  3.56E+016  2.64E+018  3.3E+018   7.71E+018  1.58E+012  7.16E+013  0          20         0          -3.79E-010 -7.09E-011 -4.69E-010 -1.34E-010 8.45E-010  0          1.1E-011   2.03E-011  4.6E-011   1.56E-008  
7.877499E-005 2E-008    4.6        5.82       4.76E+010  8.62E+009  5.72E+011  3.07E+012  4.92E+016  1.14E+010  1.5        1.82E+017  3.08E+013  3.46E+016  2.57E+018  3.21E+018  7.49E+018  1.52E+012  6.96E+013  0          20         0          -3.26E-010 -6.89E-011 -4.26E-010 -1.3E-010  8.18E-010  0          1.1E-011   2.03E-011  4.6E-011   1.52E-008  
7.897499E-005 2E-008    4.6        5.82       4.63E+010  8.38E+009  5.56E+011  2.98E+012  4.86E+016  1.11E+010  1.46       1.77E+017  2.95E+013  3.36E+016  2.5E+018   3.12E+018  7.28E+018  1.45E+012  6.77E+013  0          20         0          -3.77E-010 -6.7E-011  -4.59E-010 -1.27E-010 8.06E-010  0          1.1E-011   2.03E-011  4.6E-011   1.48E-008  
7.917499E-005 2E-008    4.6        5.82       4.5E+010   8.15E+009  5.4E+011   2.9E+012   4.79E+016  1.08E+010  1.42       1.72E+017  2.83E+013  3.27E+016  2.43E+018  3.03E+018  7.08E+018  1.39E+012  6.58E+013  0          20         0          -3.18E-010 -6.51E-011 -4.09E-010 -1.23E-010 7.72E-010  0          1.1E-011   2.03E-011  4.6E-011   1.43E-008  
7.937499E-005 2E-008    4.6        5.82       4.37E+010  7.92E+009  5.25E+011  2.82E+012  4.72E+016  1.05E+010  1.38       1.68E+017  2.71E+013  3.18E+016  2.36E+018  2.95E+018  6.88E+018  1.34E+012  6.39E+013  0          20         0          -3.12E-010 -6.33E-011 -3.99E-010 -1.2E-010  7.5E-010   0          1.1E-011   2.03E-011  4.6E-011   1.39E-008  
7.957499E-005 2E-008    4.6        5.82       4.25E+010  7.7E+009   5.1E+011   2.74E+012  4.65E+016  1.02E+010  1.34       1.63E+017  2.6E+013   3.09E+016  2.3E+018   2.87E+018  6.69E+018  1.28E+012  6.21E+013  0          20         0          -3.14E-010 -6.15E-011 -3.98E-010 -1.16E-010 7.36E-010  0          1.1E-011   2.03E-011  4.6E-011   1.36E-008  
7.977499E-005 2E-008    4.6        5.82       4.13E+010  7.48E+009  4.96E+011  2.66E+012  4.59E+016  9.93E+009  1.3        1.58E+017  2.49E+013  3E+016     2.23E+018  2.79E+018  6.5E+018   1.23E+012  6.04E+013  0          20         0          -3.09E-010 -5.98E-011 -3.88E-010 -1.13E-010 7.15E-010  0          1.1E-011   2.03E-011  4.6E-011   1.32E-008  
7.997499E-005 2E-008    4.6        5.82       4.01E+010  7.28E+009  4.82E+011  2.59E+012  4.52E+016  9.65E+009  1.26       1.54E+017  2.39E+013  2.92E+016  2.17E+018  2.71E+018  6.32E+018  1.18E+012  5.87E+013  0          20         0          -3.09E-010 -5.81E-011 -3.84E-010 -1.1E-010  6.94E-010  0          1.1E-011   2.03E-011  4.6E-011   1.28E-008  
8.017499E-005 2E-008    4.6        5.82       3.9E+010   7.07E+009  4.69E+011  2.52E+012  4.46E+016  9.38E+009  1.23       1.5E+017   2.29E+013  2.84E+016  2.11E+018  2.63E+018  6.14E+018  1.13E+012  5.71E+013  0          20         0          -3.02E-010 -5.65E-011 -3.74E-010 -1.07E-010 6.74E-010  0          1.1E-011   2.03E-011  4.6E-011   1.25E-008  
8.037499E-005 2E-008    4.6        5.82       3.79E+010  6.87E+009  4.56E+011  2.45E+012  4.4E+016   9.12E+009  1.19       1.45E+017  2.19E+013  2.76E+016  2.05E+018  2.56E+018  5.97E+018  1.08E+012  5.55E+013  0          20         0          -2.94E-010 -5.49E-011 -3.64E-010 -1.04E-010 6.55E-010  0          1.1E-011   2.03E-011  4.6E-011   1.21E-008  
8.057499E-005 2E-008    4.6        5.82       3.69E+010  6.68E+009  4.43E+011  2.38E+012  4.34E+016  8.87E+009  1.16       1.41E+017  2.1E+013   2.68E+016  1.99E+018  2.49E+018  5.81E+018  1.03E+012  5.39E+013  0          20         0          -2.86E-010 -5.34E-011 -3.54E-010 -1.01E-010 6.37E-010  0          1.1E-011   2.03E-011  4.6E-011   1.18E-008  
8.077499E-005 2E-008    4.6        5.82       3.59E+010  6.5E+009   4.31E+011  2.31E+012  4.27E+016  8.62E+009  1.13       1.37E+017  2.01E+013  2.61E+016  1.94E+018  2.42E+018  5.64E+018  9.92E+011  5.24E+013  0          20         0          -2.78E-010 -5.19E-011 -3.44E-010 -9.82E-011 6.19E-010  0          1.1E-011   2.03E-011  4.6E-011   1.14E-008  
8.097499E-005 2E-008    4.6        5.82       3.49E+010  6.32E+009  4.19E+011  2.25E+012  4.21E+016  8.38E+009  1.1        1.34E+017  1.93E+013  2.53E+016  1.88E+018  2.35E+018  5.49E+018  9.51E+011  5.1E+013   0          20         0          -2.7E-010  -5.04E-011 -3.34E-010 -9.55E-011 6.02E-010  0          1.1E-011   2.03E-011  4.6E-011   1.11E-008  
8.117499E-005 2E-008    4.6        5.82       3.39E+010  6.14E+009  4.07E+011  2.18E+012  4.15E+016  8.15E+009  1.07       1.3E+017   1.85E+013  2.46E+016  1.83E+018  2.29E+018  5.33E+018  9.11E+011  4.95E+013  0          20         0          -2.68E-010 -4.9E-011  -3.29E-010 -9.28E-011 5.84E-010  0          1.1E-011   2.03E-011  4.6E-011   1.08E-008  
8.137499E-005 2E-008    4.6        5.82       3.29E+010  5.97E+009  3.96E+011  2.12E+012  4.1E+016   7.92E+009  1.04       1.26E+017  1.77E+013  2.39E+016  1.78E+018  2.22E+018  5.19E+018  8.73E+011  4.81E+013  0          20         0          -2.21E-010 -4.77E-011 -2.92E-010 -9.02E-011 5.55E-010  0          1.1E-011   2.03E-011  4.6E-011   1.05E-008  
8.157499E-005 2E-008    4.6        5.82       3.2E+010   5.8E+009   3.85E+011  2.06E+012  4.04E+016  7.7E+009   1.01       1.23E+017  1.7E+013   2.33E+016  1.73E+018  2.16E+018  5.04E+018  8.37E+011  4.68E+013  0          20         0          -2.74E-010 -4.63E-011 -3.25E-010 -8.77E-011 5.68E-010  0          1.1E-011   2.03E-011  4.6E-011   1.02E-008  
8.177499E-005 2E-008    4.6        5.82       3.11E+010  5.64E+009  3.74E+011  2.01E+012  3.98E+016  7.48E+009  0.98       1.19E+017  1.63E+013  2.26E+016  1.68E+018  2.1E+018   4.9E+018   8.02E+011  4.55E+013  0          20         0          -2.67E-010 -4.5E-011  -3.17E-010 -8.53E-011 5.52E-010  0          1.1E-011   2.03E-011  4.6E-011   9.93E-009  
8.197499E-005 2E-008    4.6        5.82       3.03E+010  5.48E+009  3.63E+011  1.95E+012  3.93E+016  7.28E+009  0.952      1.16E+017  1.56E+013  2.2E+016   1.63E+018  2.04E+018  4.76E+018  7.69E+011  4.42E+013  0          20         0          -2.66E-010 -4.38E-011 -3.13E-010 -8.29E-011 5.36E-010  0          1.1E-011   2.03E-011  4.6E-011   9.66E-009  
8.217499E-005 2E-008    4.6        5.82       2.94E+010  5.33E+009  3.53E+011  1.9E+012   3.87E+016  7.07E+009  0.926      1.13E+017  1.5E+013   2.14E+016  1.59E+018  1.98E+018  4.63E+018  7.37E+011  4.3E+013   0          20         0          -2.63E-010 -4.25E-011 -3.07E-010 -8.06E-011 5.21E-010  0          1.1E-011   2.03E-011  4.6E-011   9.39E-009  
8.237499E-005 2E-008    4.6        5.82       2.86E+010  5.18E+009  3.43E+011  1.84E+012  3.82E+016  6.88E+009  0.9        1.1E+017   1.43E+013  2.08E+016  1.54E+018  1.93E+018  4.5E+018   7.07E+011  4.18E+013  0          20         0          -2.05E-010 -4.14E-011 -2.62E-010 -7.83E-011 4.8E-010   0          1.1E-011   2.03E-011  4.6E-011   9.13E-009  
