#(i,j)	E             Er            mu_elen       vth_elen      v_elen        n_elen        epsilon       phi_e             v*n_e             mu_e             vth_e             v_e             n_e             sec.em.flux_e             EnergySrc_e             PartSrc_e             phi_He+           v*n_He+           mu_He+           vth_He+           v_He+           n_He+           sec.em.flux_He+           EnergySrc_He+           PartSrc_He+           phi_He2+          v*n_He2+          mu_He2+          vth_He2+          v_He2+          n_He2+          sec.em.flux_He2+          EnergySrc_He2+          PartSrc_He2+          phi_He*           v*n_He*           mu_He*           vth_He*           v_He*           n_He*           sec.em.flux_He*           EnergySrc_He*           PartSrc_He*           phi_e*            v*n_e*            mu_e*            vth_e*            v_e*            n_e*            sec.em.flux_e*            EnergySrc_e*            PartSrc_e*            
(18,25)	-1.229E+005   4.618         -0.552        1.992E+006    1.064E+006    1.077E-011    1.198E-018    3.995E+012    7.081E+012    -0.3312       1.494E+006    7.877E+005    8.99E+006     0             4.947E-007    3.087E+012    3.31E+008     3.31E+008     0.004139      1327          1172          2.824E+005    6.619E+007    0             0             7.701E+006    7.701E+006    0.007349      1019          1412          5453          1.54E+006     0             0             1.59E+016     1.59E+016     0             1263          631.6         2.517E+013    0             0             0             1.539E+013    1.539E+013    -0.3417       2.3E+006      1.192E+006    1.291E+007    1.539E+012    0             0             
(18,45)	8.123E+004    3.056         -0.5524       1.597E+006    8.433E+005    5.421E-011    7.697E-019    -1.231E+012   4.408E+013    -0.3314       1.198E+006    6.258E+005    7.044E+007    0             4.668E-005    4.531E+013    1.132E+012    1.132E+012    0.004206      1292          987.9         1.146E+009    2.264E+011    0             0             1.166E+013    1.166E+013    0.007121      946.7         1052          1.109E+010    2.332E+012    0             0             1.59E+016     1.59E+016     0             1263          631.6         2.517E+013    0             0             0             6.31E+012     6.31E+012     -0.3417       2.3E+006      1.178E+006    5.358E+006    6.31E+011     0             0             
(19,25)	-6.002E+005   22.57         -0.5723       2.224E+006    1.456E+006    2.873E-011    1.493E-018    1.289E+013    2.001E+013    -0.3434       1.668E+006    1.04E+006     1.924E+007    0             1.148E-006    7.123E+012    1.442E+010    1.442E+010    0.003264      2010          2964          4.866E+006    2.885E+009    0             0             6.786E+007    6.786E+007    0.00667       2347          5177          1.311E+004    1.357E+007    0             0             2.357E+016    2.357E+016    0             1263          631.6         3.731E+013    0             0             0             3.549E+013    3.549E+013    -0.3417       2.3E+006      1.355E+006    2.619E+007    3.549E+012    0             0             
(19,45)	8.965E+004    3.295         -0.5523       1.597E+006    8.481E+005    8.105E-011    7.699E-019    -2.308E+012   6.618E+013    -0.3314       1.198E+006    6.286E+005    1.053E+008    0             7.075E-005    6.848E+013    2.035E+012    2.035E+012    0.004188      1298          1025          1.986E+009    4.071E+011    0             0             1.838E+013    1.838E+013    0.007175      958.9         1123          1.637E+010    3.675E+012    0             0             2.357E+016    2.357E+016    0             1263          631.6         3.731E+013    0             0             0             9.085E+012    9.085E+012    -0.3417       2.3E+006      1.181E+006    7.695E+006    9.085E+011    0             0             
(20,25)	-4.654E+005   17.5          -0.5683       2.187E+006    1.358E+006    3.831E-011    1.443E-018    1.648E+013    2.598E+013    -0.341        1.64E+006     9.788E+005    2.654E+007    0             1.527E-006    9.491E+012    1.439E+010    1.439E+010    0.003477      1807          2522          5.707E+006    2.878E+009    0             0             8.573E+007    8.573E+007    0.007428      2076          4495          1.907E+004    1.715E+007    0             0             3.108E+016    3.108E+016    0             1263          631.6         4.921E+013    0             0             0             4.729E+013    4.729E+013    -0.3417       2.3E+006      1.309E+006    3.613E+007    4.729E+012    0             0             
(20,45)	9.279E+004    3.412         -0.5523       1.597E+006    8.5E+005      1.096E-010    7.702E-019    -3.409E+012   8.958E+013    -0.3314       1.198E+006    6.298E+005    1.422E+008    0             9.618E-005    9.299E+013    3.094E+012    3.094E+012    0.004181      1301          1038          2.98E+009     6.188E+011    0             0             2.522E+013    2.522E+013    0.007187      963.7         1149          2.195E+010    5.044E+012    0             0             3.108E+016    3.108E+016    0             1263          631.6         4.92E+013     0             0             0             1.197E+013    1.197E+013    -0.3417       2.3E+006      1.182E+006    1.013E+007    1.197E+012    0             0             
(21,25)	-4.101E+005   15.42         -0.5661       2.166E+006    1.315E+006    4.841E-011    1.415E-018    2.052E+013    3.254E+013    -0.3397       1.624E+006    9.514E+005    3.42E+007     0             1.932E-006    1.202E+013    1.453E+010    1.453E+010    0.003576      1722          2327          6.243E+006    2.906E+009    0             0             1.004E+008    1.004E+008    0.00766       1923          4103          2.446E+004    2.007E+007    0             0             3.838E+016    3.838E+016    0             1263          631.6         6.076E+013    0             0             0             5.989E+013    5.989E+013    -0.3417       2.3E+006      1.29E+006     4.642E+007    5.989E+012    0             0             
(21,45)	9.434E+004    3.483         -0.5523       1.598E+006    8.51E+005     1.414E-010    7.705E-019    -4.709E+012   1.157E+014    -0.3314       1.198E+006    6.304E+005    1.835E+008    0             0.0001246     1.204E+014    4.295E+012    4.295E+012    0.004178      1302          1045          4.109E+009    8.589E+011    0             0             3.276E+013    3.276E+013    0.007192      966           1161          2.821E+010    6.553E+012    0             0             3.838E+016    3.838E+016    0             1263          631.6         6.076E+013    0             0             0             1.499E+013    1.499E+013    -0.3417       2.3E+006      1.182E+006    1.268E+007    1.499E+012    0             0             
(22,25)	-4.001E+005   15.04         -0.5655       2.159E+006    1.306E+006    5.921E-011    1.407E-018    2.508E+013    3.979E+013    -0.3393       1.619E+006    9.453E+005    4.209E+007    0             2.364E-006    1.471E+013    1.659E+010    1.659E+010    0.003593      1707          2291          7.242E+006    3.318E+009    0             0             1.215E+008    1.215E+008    0.007697      1893          4026          3.019E+004    2.431E+007    0             0             4.541E+016    4.541E+016    0             1263          631.6         7.19E+013     0             0             0             7.33E+013     7.33E+013     -0.3417       2.3E+006      1.287E+006    5.696E+007    7.33E+012     0             0             
(22,45)	9.49E+004     3.52          -0.5523       1.598E+006    8.515E+005    1.768E-010    7.708E-019    -6.184E+012   1.447E+014    -0.3314       1.199E+006    6.307E+005    2.294E+008    0             0.0001564     1.509E+014    5.599E+012    5.599E+012    0.004177      1302          1048          5.344E+009    1.12E+012     0             0             4.108E+013    4.108E+013    0.007194      966.9         1166          3.523E+010    8.217E+012    0             0             4.541E+016    4.541E+016    0             1263          631.6         7.189E+013    0             0             0             1.815E+013    1.815E+013    -0.3417       2.3E+006      1.182E+006    1.535E+007    1.815E+012    0             0             
(23,25)	-4.387E+005   16.49         -0.5659       2.163E+006    1.33E+006     7.078E-011    1.412E-018    3.05E+013     4.812E+013    -0.3395       1.622E+006    9.601E+005    5.012E+007    0             2.832E-006    1.762E+013    2.047E+010    2.047E+010    0.003525      1766          2429          8.426E+006    4.094E+009    0             0             1.455E+008    1.455E+008    0.007555      2007          4318          3.37E+004     2.91E+007     0             0             5.214E+016    5.214E+016    0             1263          631.6         8.255E+013    0             0             0             8.779E+013    8.779E+013    -0.3417       2.3E+006      1.3E+006      6.754E+007    8.779E+012    0             0             
(23,45)	9.465E+004    3.526         -0.5523       1.598E+006    8.515E+005    2.165E-010    7.711E-019    -7.84E+012    1.771E+014    -0.3314       1.199E+006    6.307E+005    2.807E+008    0             0.0001918     1.849E+014    6.977E+012    6.977E+012    0.004177      1302          1046          6.667E+009    1.395E+012    0             0             5.022E+013    5.022E+013    0.007193      966.5         1164          4.314E+010    1.004E+013    0             0             5.214E+016    5.214E+016    0             1263          631.6         8.254E+013    0             0             0             2.143E+013    2.143E+013    -0.3417       2.3E+006      1.182E+006    1.812E+007    2.143E+012    0             0             
(24,25)	-3.435E+005   12.91         -0.5599       2.096E+006    1.24E+006     6.98E-011     1.326E-018    2.919E+013    4.744E+013    -0.336        1.572E+006    9.015E+005    5.262E+007    0             2.928E-006    1.825E+013    9.502E+009    9.502E+009    0.003701      1620          2081          4.565E+006    1.9E+009      0             0             1.081E+008    1.081E+008    0.007905      1722          3576          3.022E+004    2.161E+007    0             0             5.851E+016    5.851E+016    0             1263          631.6         9.263E+013    0             0             0             9.097E+013    9.097E+013    -0.3417       2.3E+006      1.267E+006    7.178E+007    9.097E+012    0             0             
(24,45)	9.37E+004     3.504         -0.5523       1.599E+006    8.51E+005     2.606E-010    7.713E-019    -9.692E+012   2.13E+014     -0.3314       1.199E+006    6.305E+005    3.379E+008    0             0.0002311     2.227E+014    8.398E+012    8.398E+012    0.00418       1301          1042          8.057E+009    1.68E+012     0             0             6.02E+013     6.02E+013     0.00719       965.1         1156          5.206E+010    1.204E+013    0             0             5.851E+016    5.851E+016    0             1263          631.6         9.263E+013    0             0             0             2.481E+013    2.481E+013    -0.3417       2.3E+006      1.182E+006    2.099E+007    2.481E+012    0             0             
(25,25)	-2.133E+005   8.019         -0.5523       1.997E+006    1.116E+006    6.232E-011    1.204E-018    2.473E+013    4.244E+013    -0.3314       1.498E+006    8.195E+005    5.178E+007    0             2.837E-006    1.77E+013     1.888E+009    1.888E+009    0.003965      1432          1562          1.209E+006    3.777E+008    0             0             7.706E+007    7.706E+007    0.007946      1281          2336          3.299E+004    1.541E+007    0             0             6.448E+016    6.448E+016    0             1263          631.6         1.021E+014    0             0             0             8.826E+013    8.826E+013    -0.3417       2.3E+006      1.223E+006    7.217E+007    8.826E+012    0             0             
(25,45)	9.215E+004    3.458         -0.5523       1.599E+006    8.502E+005    3.087E-010    7.714E-019    -1.166E+013   2.521E+014    -0.3314       1.199E+006    6.3E+005      4.002E+008    0             0.0002739     2.638E+014    9.806E+012    9.806E+012    0.004183      1300          1036          9.469E+009    1.961E+012    0             0             7.077E+013    7.077E+013    0.007185      962.7         1143          6.19E+010     1.415E+013    0             0             6.448E+016    6.448E+016    0             1263          631.6         1.021E+014    0             0             0             2.826E+013    2.826E+013    -0.3417       2.3E+006      1.181E+006    2.392E+007    2.826E+012    0             0             
(26,25)	-1.517E+005   5.705         -0.547        1.919E+006    1.043E+006    5.768E-011    1.112E-018    2.225E+013    3.992E+013    -0.3282       1.44E+006     7.696E+005    5.187E+007    0             2.832E-006    1.767E+013    5.254E+008    5.254E+008    0.004084      1357          1298          4.048E+005    1.051E+008    0             0             7.915E+007    7.915E+007    0.007611      1091          1700          4.655E+004    1.583E+007    0             0             7.001E+016    7.001E+016    0             1263          631.6         1.108E+014    0             0             0             8.811E+013    8.811E+013    -0.3417       2.3E+006      1.202E+006    7.331E+007    8.811E+012    0             0             
(26,45)	9.008E+004    3.39          -0.5523       1.599E+006    8.491E+005    3.6E-010      7.714E-019    -1.364E+013   2.937E+014    -0.3314       1.199E+006    6.293E+005    4.666E+008    0             0.0003192     3.073E+014    1.114E+013    1.114E+013    0.004187      1299          1027          1.085E+010    2.227E+012    0             0             8.166E+013    8.166E+013    0.007178      959.6         1126          7.25E+010     1.633E+013    0             0             7.001E+016    7.001E+016    0             1263          631.6         1.108E+014    0             0             0             3.174E+013    3.174E+013    -0.3417       2.3E+006      1.181E+006    2.688E+007    3.174E+012    0             0             
(27,25)	-1.175E+005   4.418         -0.5443       1.857E+006    9.922E+005    5.448E-011    1.04E-018     2.064E+013    3.847E+013    -0.3266       1.392E+006    7.346E+005    5.237E+007    0             2.857E-006    1.783E+013    2.217E+008    2.217E+008    0.004146      1322          1148          1.931E+005    4.435E+007    0             0             8.941E+007    8.941E+007    0.007314      1008          1363          6.558E+004    1.788E+007    0             0             7.507E+016    7.507E+016    0             1263          631.6         1.188E+014    0             0             0             8.891E+013    8.891E+013    -0.3417       2.3E+006      1.19E+006     7.471E+007    8.891E+012    0             0             
(27,45)	8.757E+004    3.304         -0.5523       1.599E+006    8.477E+005    4.138E-010    7.713E-019    -1.558E+013   3.372E+014    -0.3314       1.199E+006    6.285E+005    5.365E+008    0             0.0003664     3.528E+014    1.234E+013    1.234E+013    0.004193      1297          1016          1.215E+010    2.468E+012    0             0             9.267E+013    9.267E+013    0.007162      955.8         1105          8.387E+010    1.853E+013    0             0             7.507E+016    7.507E+016    0             1263          631.6         1.188E+014    0             0             0             3.519E+013    3.519E+013    -0.3417       2.3E+006      1.18E+006     2.982E+007    3.519E+012    0             0             
(28,25)	-9.638E+004   3.623         -0.5427       1.803E+006    9.539E+005    5.204E-011    9.814E-019    1.946E+013    3.752E+013    -0.3256       1.352E+006    7.076E+005    5.302E+007    0             2.892E-006    1.805E+013    1.298E+008    1.298E+008    0.004174      1303          1054          1.231E+005    2.596E+007    0             0             1.021E+008    1.021E+008    0.007199      969.2         1178          8.661E+004    2.041E+007    0             0             7.961E+016    7.961E+016    0             1263          631.6         1.26E+014     0             0             0             9E+013        9E+013        -0.3417       2.3E+006      1.183E+006    7.608E+007    9E+012        0             0             
(28,45)	8.467E+004    3.201         -0.5523       1.598E+006    8.46E+005     4.7E-010      7.712E-019    -1.747E+013   3.824E+014    -0.3314       1.199E+006    6.275E+005    6.094E+008    0             0.0004154     3.999E+014    1.338E+013    1.338E+013    0.004199      1295          1003          1.334E+010    2.677E+012    0             0             1.037E+014    1.037E+014    0.007143      951.6         1081          9.593E+010    2.073E+013    0             0             7.961E+016    7.961E+016    0             1263          631.6         1.26E+014     0             0             0             3.855E+013    3.855E+013    -0.3417       2.3E+006      1.179E+006    3.27E+007     3.855E+012    0             0             
(29,25)	-8.231E+004   3.094         -0.5426       1.756E+006    9.227E+005    4.995E-011    9.307E-019    1.852E+013    3.678E+013    -0.3256       1.317E+006    6.853E+005    5.367E+007    0             2.925E-006    1.826E+013    9.451E+007    9.451E+007    0.004204      1293          992.6         9.522E+004    1.89E+007     0             0             1.148E+008    1.148E+008    0.007128      948.2         1061          1.082E+005    2.297E+007    0             0             8.362E+016    8.362E+016    0             1263          631.6         1.324E+014    0             0             0             9.102E+013    9.102E+013    -0.3417       2.3E+006      1.178E+006    7.726E+007    9.102E+012    0             0             
(29,45)	8.146E+004    3.084         -0.5523       1.598E+006    8.441E+005    5.279E-010    7.71E-019     -1.927E+013   4.288E+014    -0.3314       1.199E+006    6.263E+005    6.847E+008    0             0.0004655     4.481E+014    1.422E+013    1.422E+013    0.004206      1293          988.9         1.438E+010    2.845E+012    0             0             1.144E+014    1.144E+014    0.007122      947           1054          1.086E+011    2.289E+013    0             0             8.362E+016    8.362E+016    0             1263          631.6         1.324E+014    0             0             0             4.177E+013    4.177E+013    -0.3417       2.3E+006      1.178E+006    3.546E+007    4.177E+012    0             0             
(30,25)	-7.219E+004   2.714         -0.5454       1.713E+006    8.958E+005    4.801E-011    8.855E-019    1.77E+013     3.61E+013     -0.3272       1.285E+006    6.659E+005    5.422E+007    0             2.948E-006    1.84E+013     8.698E+007    8.698E+007    0.004231      1287          948.8         9.168E+004    1.74E+007     0             0             1.272E+008    1.272E+008    0.007078      935.2         978.6         1.3E+005      2.544E+007    0             0             8.706E+016    8.706E+016    0             1263          631.6         1.378E+014    0             0             0             9.175E+013    9.175E+013    -0.3417       2.3E+006      1.175E+006    7.811E+007    9.175E+012    0             0             
(30,45)	7.8E+004      2.957         -0.5523       1.598E+006    8.421E+005    5.866E-010    7.708E-019    -2.093E+013   4.757E+014    -0.3314       1.199E+006    6.251E+005    7.61E+008     0             0.0005159     4.967E+014    1.483E+013    1.483E+013    0.004213      1290          973.8         1.523E+010    2.966E+012    0             0             1.247E+014    1.247E+014    0.0071        942.4         1025          1.217E+011    2.495E+013    0             0             8.705E+016    8.705E+016    0             1263          631.6         1.378E+014    0             0             0             4.477E+013    4.477E+013    -0.3417       2.3E+006      1.177E+006    3.805E+007    4.477E+012    0             0             
(31,25)	-6.441E+004   2.421         -0.5479       1.671E+006    8.71E+005     4.601E-011    8.432E-019    1.69E+013     3.536E+013    -0.3288       1.254E+006    6.48E+005     5.457E+007    0             2.957E-006    1.846E+013    8.364E+007    8.364E+007    0.004257      1282          915.2         9.139E+004    1.673E+007    0             0             1.383E+008    1.383E+008    0.007053      926.6         917.6         1.508E+005    2.767E+007    0             0             8.99E+016     8.99E+016     0             1263          631.6         1.423E+014    0             0             0             9.203E+013    9.203E+013    -0.3417       2.3E+006      1.172E+006    7.852E+007    9.203E+012    0             0             
(31,45)	7.435E+004    2.822         -0.5523       1.598E+006    8.399E+005    6.455E-010    7.705E-019    -2.246E+013   5.226E+014    -0.3314       1.198E+006    6.238E+005    8.378E+008    0             0.0005661     5.451E+014    1.518E+013    1.518E+013    0.004224      1288          958.1         1.585E+010    3.037E+012    0             0             1.344E+014    1.344E+014    0.007085      937.8         995.7         1.35E+011     2.688E+013    0             0             8.99E+016     8.99E+016     0             1263          631.6         1.423E+014    0             0             0             4.748E+013    4.748E+013    -0.3417       2.3E+006      1.175E+006    4.04E+007     4.748E+012    0             0             
(32,25)	-5.807E+004   2.183         -0.5503       1.632E+006    8.478E+005    4.392E-011    8.036E-019    1.609E+013    3.449E+013    -0.3302       1.224E+006    6.31E+005     5.466E+007    0             2.948E-006    1.84E+013     8.133E+007    8.133E+007    0.004257      1279          886.5         9.174E+004    1.627E+007    0             0             1.479E+008    1.479E+008    0.007053      920.5         869.8         1.7E+005      2.958E+007    0             0             9.214E+016    9.214E+016    0             1263          631.6         1.459E+014    0             0             0             9.175E+013    9.175E+013    -0.3417       2.3E+006      1.17E+006     7.843E+007    9.175E+012    0             0             
(32,45)	7.057E+004    2.681         -0.5523       1.597E+006    8.377E+005    7.035E-010    7.702E-019    -2.379E+013   5.685E+014    -0.3314       1.198E+006    6.224E+005    9.133E+008    0             0.000615      5.923E+014    1.527E+013    1.527E+013    0.004237      1286          941.8         1.622E+010    3.054E+012    0             0             1.431E+014    1.431E+014    0.007073      933.4         965.9         1.482E+011    2.863E+013    0             0             9.214E+016    9.214E+016    0             1263          631.6         1.459E+014    0             0             0             4.985E+013    4.985E+013    -0.3417       2.3E+006      1.174E+006    4.246E+007    4.985E+012    0             0             
(33,25)	-5.261E+004   1.978         -0.5526       1.593E+006    8.255E+005    4.17E-011     7.658E-019    1.525E+013    3.348E+013    -0.3316       1.195E+006    6.148E+005    5.445E+007    0             2.92E-006     1.822E+013    8.097E+007    8.097E+007    0.004257      1276          861.9         9.393E+004    1.619E+007    0             0             1.558E+008    1.558E+008    0.007053      915.7         828.9         1.879E+005    3.115E+007    0             0             9.375E+016    9.375E+016    0             1263          631.6         1.484E+014    0             0             0             9.085E+013    9.085E+013    -0.3417       2.3E+006      1.168E+006    7.779E+007    9.085E+012    0             0             
(33,45)	6.673E+004    2.537         -0.5523       1.597E+006    8.354E+005    7.589E-010    7.699E-019    -2.485E+013   6.121E+014    -0.3314       1.198E+006    6.21E+005     9.856E+008    0             0.0006612     6.37E+014     1.509E+013    1.509E+013    0.004249      1283          925.3         1.631E+010    3.018E+012    0             0             1.508E+014    1.508E+014    0.007061      929.1         935.7         1.611E+011    3.015E+013    0             0             9.375E+016    9.375E+016    0             1263          631.6         1.484E+014    0             0             0             5.18E+013     5.18E+013     -0.3417       2.3E+006      1.173E+006    4.417E+007    5.18E+012     0             0             
(34,25)	-4.766E+004   1.792         -0.5548       1.554E+006    8.036E+005    3.932E-011    7.291E-019    1.438E+013    3.229E+013    -0.3329       1.166E+006    5.987E+005    5.393E+007    0             2.869E-006    1.791E+013    8.085E+007    8.085E+007    0.004269      1274          840.3         9.621E+004    1.617E+007    0             0             1.618E+008    1.618E+008    0.007041      911.6         791.3         2.045E+005    3.236E+007    0             0             9.473E+016    9.473E+016    0             1263          631.6         1.5E+014      0             0             0             8.929E+013    8.929E+013    -0.3417       2.3E+006      1.166E+006    7.656E+007    8.929E+012    0             0             
(34,45)	6.287E+004    2.392         -0.5524       1.597E+006    8.331E+005    8.106E-010    7.696E-019    -2.565E+013   6.527E+014    -0.3314       1.198E+006    6.196E+005    1.053E+009    0             0.0007039     6.783E+014    1.465E+013    1.465E+013    0.004257      1281          908.3         1.613E+010    2.93E+012     0             0             1.571E+014    1.571E+014    0.007053      925.1         905.9         1.734E+011    3.141E+013    0             0             9.473E+016    9.473E+016    0             1263          631.6         1.5E+014      0             0             0             5.33E+013     5.33E+013     -0.3417       2.3E+006      1.171E+006    4.55E+007     5.33E+012     0             0             
(35,25)	-4.289E+004   1.612         -0.557        1.516E+006    7.817E+005    3.678E-011    6.933E-019    1.345E+013    3.091E+013    -0.3342       1.137E+006    5.827E+005    5.305E+007    0             2.797E-006    1.746E+013    8.088E+007    8.088E+007    0.004285      1272          819.7         9.868E+004    1.618E+007    0             0             1.66E+008     1.66E+008     0.007025      908.1         755.4         2.198E+005    3.32E+007     0             0             9.506E+016    9.506E+016    0             1263          631.6         1.505E+014    0             0             0             8.704E+013    8.704E+013    -0.3417       2.3E+006      1.165E+006    7.474E+007    8.704E+012    0             0             
(35,45)	5.904E+004    2.247         -0.5524       1.596E+006    8.309E+005    8.579E-010    7.693E-019    -2.621E+013   6.894E+014    -0.3314       1.197E+006    6.182E+005    1.115E+009    0             0.0007425     7.157E+014    1.394E+013    1.394E+013    0.004257      1279          890.9         1.565E+010    2.788E+012    0             0             1.62E+014     1.62E+014     0.007053      921.4         877.1         1.847E+011    3.239E+013    0             0             9.506E+016    9.506E+016    0             1263          631.6         1.505E+014    0             0             0             5.428E+013    5.428E+013    -0.3417       2.3E+006      1.17E+006     4.639E+007    5.428E+012    0             0             
(36,25)	-3.802E+004   1.429         -0.5591       1.477E+006    7.596E+005    3.408E-011    6.582E-019    1.247E+013    2.934E+013    -0.3354       1.108E+006    5.665E+005    5.178E+007    0             2.703E-006    1.687E+013    8.075E+007    8.075E+007    0.004299      1270          798.5         1.011E+005    1.615E+007    0             0             1.687E+008    1.687E+008    0.007011      904.9         719           2.346E+005    3.374E+007    0             0             9.475E+016    9.475E+016    0             1263          631.6         1.5E+014      0             0             0             8.411E+013    8.411E+013    -0.3417       2.3E+006      1.163E+006    7.232E+007    8.411E+012    0             0             
(36,45)	5.528E+004    2.104         -0.5524       1.596E+006    8.286E+005    8.989E-010    7.69E-019     -2.647E+013   7.211E+014    -0.3314       1.197E+006    6.169E+005    1.169E+009    0             0.0007754     7.475E+014    1.302E+013    1.302E+013    0.004257      1277          873.9         1.49E+010     2.605E+012    0             0             1.653E+014    1.653E+014    0.007053      918           848.8         1.947E+011    3.306E+013    0             0             9.475E+016    9.475E+016    0             1263          631.6         1.5E+014      0             0             0             5.473E+013    5.473E+013    -0.3417       2.3E+006      1.169E+006    4.682E+007    5.473E+012    0             0             
(37,25)	-3.272E+004   1.23          -0.5611       1.438E+006    7.374E+005    3.13E-011     6.242E-019    1.145E+013    2.759E+013    -0.3367       1.079E+006    5.503E+005    5.014E+007    0             2.587E-006    1.615E+013    8.045E+007    8.045E+007    0.004305      1268          775           1.038E+005    1.609E+007    0             0             1.714E+008    1.714E+008    0.007011      901.9         680.3         2.52E+005     3.429E+007    0             0             9.379E+016    9.379E+016    0             1263          631.6         1.485E+014    0             0             0             8.051E+013    8.051E+013    -0.3417       2.3E+006      1.161E+006    6.933E+007    8.051E+012    0             0             
(37,45)	5.162E+004    1.965         -0.5524       1.596E+006    8.265E+005    9.326E-010    7.687E-019    -2.645E+013   7.468E+014    -0.3314       1.197E+006    6.156E+005    1.213E+009    0             0.0008018     7.732E+014    1.194E+013    1.194E+013    0.004257      1275          857.5         1.393E+010    2.389E+012    0             0             1.67E+014     1.67E+014     0.007053      914.8         821.5         2.033E+011    3.34E+013     0             0             9.379E+016    9.379E+016    0             1263          631.6         1.485E+014    0             0             0             5.461E+013    5.461E+013    -0.3417       2.3E+006      1.168E+006    4.677E+007    5.461E+012    0             0             
(38,25)	-2.651E+004   0.9966        -0.5671       1.4E+006      7.151E+005    2.849E-011    5.918E-019    1.042E+013    2.572E+013    -0.3403       1.05E+006     5.341E+005    4.815E+007    0             2.451E-006    1.53E+013     8.291E+007    8.291E+007    0.004312      1267          747.6         1.109E+005    1.658E+007    0             0             1.867E+008    1.867E+008    0.007011      899           635.4         2.939E+005    3.734E+007    0             0             9.22E+016     9.22E+016     0             1263          631.6         1.46E+014     0             0             0             7.626E+013    7.626E+013    -0.3417       2.3E+006      1.159E+006    6.58E+007     7.626E+012    0             0             
(38,45)	4.809E+004    1.831         -0.5524       1.596E+006    8.244E+005    9.57E-010     7.685E-019    -2.607E+013   7.65E+014     -0.3315       1.197E+006    6.143E+005    1.245E+009    0             0.0008201     7.911E+014    1.077E+013    1.077E+013    0.004268      1274          842.2         1.278E+010    2.153E+012    0             0             1.67E+014     1.67E+014     0.007042      912           794.6         2.101E+011    3.339E+013    0             0             9.22E+016     9.22E+016     0             1263          631.6         1.46E+014     0             0             0             5.394E+013    5.394E+013    -0.3417       2.3E+006      1.166E+006    4.624E+007    5.394E+012    0             0             
(39,25)	-1.871E+004   0.7033        -0.5745       1.362E+006    6.92E+005     2.565E-011    5.603E-019    9.358E+012    2.368E+013    -0.3447       1.022E+006    5.174E+005    4.577E+007    0             2.295E-006    1.432E+013    1.367E+008    1.367E+008    0.00432       1265          713.3         1.917E+005    2.735E+007    0             0             4.048E+008    4.048E+008    0.007007      896.1         579.1         6.99E+005     8.096E+007    0             0             8.999E+016    8.999E+016    0             1263          631.6         1.425E+014    0             0             0             7.142E+013    7.142E+013    -0.3417       2.3E+006      1.156E+006    6.176E+007    7.142E+012    0             0             
(39,45)	4.47E+004     1.702         -0.5524       1.595E+006    8.224E+005    9.72E-010     7.682E-019    -2.541E+013   7.757E+014    -0.3315       1.197E+006    6.131E+005    1.265E+009    0             0.0008303     8.011E+014    9.534E+012    9.534E+012    0.004279      1273          827.6         1.152E+010    1.907E+012    0             0             1.652E+014    1.652E+014    0.007031      909.4         769           2.149E+011    3.305E+013    0             0             8.999E+016    8.999E+016    0             1263          631.6         1.425E+014    0             0             0             5.27E+013     5.27E+013     -0.3417       2.3E+006      1.165E+006    4.523E+007    5.27E+012     0             0             
(40,25)	-8165         0.3069        -0.5814       1.326E+006    6.678E+005    2.285E-011    5.308E-019    8.283E+012    2.153E+013    -0.3488       9.946E+005    5.001E+005    4.305E+007    0             2.126E-006    1.325E+013    1.819E+009    1.819E+009    0.004331      1264          667.2         2.727E+006    3.639E+008    0             0             6.725E+009    6.725E+009    0.00697       893.8         503.8         1.335E+007    1.345E+009    0             0             8.716E+016    8.716E+016    0             1263          631.6         1.38E+014     0             0             0             6.604E+013    6.604E+013    -0.3417       2.3E+006      1.153E+006    5.729E+007    6.604E+012    0             0             
(40,45)	4.149E+004    1.579         -0.5525       1.595E+006    8.205E+005    9.77E-010     7.68E-019     -2.45E+013    7.784E+014    -0.3315       1.196E+006    6.12E+005     1.272E+009    0             0.000832      8.029E+014    8.284E+012    8.284E+012    0.004289      1271          813.6         1.018E+010    1.657E+012    0             0             1.619E+014    1.619E+014    0.007021      907.1         744.9         2.174E+011    3.239E+013    0             0             8.716E+016    8.716E+016    0             1263          631.6         1.38E+014     0             0             0             5.093E+013    5.093E+013    -0.3417       2.3E+006      1.164E+006    4.375E+007    5.093E+012    0             0             
(41,25)	7038          0.2646        -0.584        1.312E+006    6.601E+005    2.158E-011    5.195E-019    7.214E+012    2.054E+013    -0.3504       9.84E+005     4.945E+005    4.154E+007    0             3.241E-006    1.333E+013    4.889E+010    4.889E+010    0.004333      1264          662.3         7.383E+007    9.779E+009    0             0             1.972E+011    1.972E+011    0.00697       893.7         495.9         3.976E+008    3.944E+010    0             0             8.373E+016    8.373E+016    0             1263          631.6         1.326E+014    0             0             0             6.023E+013    6.023E+013    -0.3417       2.3E+006      1.152E+006    5.226E+007    6.023E+012    0             0             
